Subject,Course,CRN,Course Title,Course Section,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CLCV,224,71444,Amer Race&Ethnicity ClasicTrad,AD6,DIS,0,29,0,0,1,0,0,0,0,0,0,1,0,0,3.86,"Freestone, Kelly D"
CLCV,224,72934,Amer Race&Ethnicity ClasicTrad,AD7,DIS,0,30,0,0,1,0,0,1,0,0,0,0,0,0,3.91,"Freestone, Kelly D"
CLCV,224,72937,Amer Race&Ethnicity ClasicTrad,ADA,DIS,0,25,0,0,3,0,0,1,0,0,0,0,1,1,3.7,"McQueen, Kelli A"
CLCV,224,72938,Amer Race&Ethnicity ClasicTrad,ADB,DIS,5,23,1,0,0,0,0,1,0,0,0,0,0,0,3.92,"Oliveira, Marcella"
CLCV,224,72939,Amer Race&Ethnicity ClasicTrad,ADC,OD,5,20,1,1,0,0,0,0,0,0,0,0,0,0,3.96,"Stanull, Jennifer A"
CLCV,231,72043,Development of Ancient Cities,B,ONL,14,64,11,10,12,2,1,5,2,0,1,0,8,0,3.41,"Kaufman, Brett S"
CMN,102,53397,Introduction to Communication,1,ONL,4,12,3,3,2,2,0,0,0,0,2,0,3,0,3.17,"Morrow, Ethan"
CMN,102,53399,Introduction to Communication,2,ONL,3,5,3,6,4,2,1,1,0,0,0,0,1,0,3.26,"Morrow, Ethan"
CMN,102,53390,Introduction to Communication,AL,LEC,78,26,21,7,21,6,4,7,1,2,0,0,8,2,3.44,"Quick, Brian L"
CMN,210,55623,Public Comm in Everyday Life,1,LCD,0,25,2,0,1,0,0,0,0,0,0,0,1,0,3.8,"Moist, John T"
CMN,210,69997,Public Comm in Everyday Life,2,LCD,0,21,3,1,2,0,1,0,0,1,1,0,0,0,3.63,"Moist, John T"
CMN,212,53454,Intro to Organizational Comm,1,ONL,3,3,4,1,2,4,2,1,4,0,1,0,3,1,2.61,"Okegbe, Samantha I"
CMN,212,53455,Intro to Organizational Comm,2,LCD,5,10,2,3,5,1,0,1,1,0,0,0,1,0,3.4,"Johnson, Lauren P"
CMN,212,53456,Intro to Organizational Comm,4,LCD,5,9,1,1,9,0,0,2,1,0,1,0,0,0,3.33,"Johnson, Lauren P"
CMN,213,67873,Small Group Communication,A,LCD,10,7,5,1,0,0,2,0,0,0,0,0,1,0,3.63,"Macswain, Chandler J"
CMN,213,67874,Small Group Communication,B,LCD,13,7,2,0,1,3,0,0,1,1,1,0,1,0,3.41,"Macswain, Chandler J"
CMN,214,74485,Org Comm & Diversity,1,LCD,5,2,5,3,3,0,1,1,1,1,0,0,2,0,3.03,"Wright-Dixon, Trina J"
CMN,214,74486,Org Comm & Diversity,2,LCD,3,2,3,6,3,0,3,0,3,1,0,0,1,0,2.93,"Wright-Dixon, Trina J"
CMN,220,53458,Communicating Public Policy,1,LCD,0,20,2,0,0,0,0,0,0,0,0,1,0,0,3.83,"Tscholl, Gabriela"
CMN,220,53459,Communicating Public Policy,2,LCD,0,15,2,0,2,1,0,1,1,0,0,0,0,0,3.62,"Tscholl, Gabriela"
CMN,230,53467,Intro to Interpersonal Comm,AL,LEC,31,34,13,6,12,9,2,6,1,3,4,1,5,1,3.27,"Guntzviller, Lisa"
CMN,231,53463,Communication and Conflict,1,ONL,6,6,3,10,1,0,1,0,0,0,0,1,0,0,3.51,"Poole, Marshall S"
CMN,232,53464,Intro to Intercultural Comm,1,ONL,4,6,4,3,3,5,0,0,0,0,1,0,0,0,3.39,"Koven, Michele E"
CMN,232,61114,Intro to Intercultural Comm,3,LCD,0,20,3,0,2,0,0,1,0,0,1,0,0,1,3.7,"Eberline, Ana Lisa P"
CMN,232,70057,Intro to Intercultural Comm,4,LCD,0,13,1,1,2,1,0,2,0,0,1,0,3,0,3.03,"Eberline, Ana Lisa P"
CMN,250,70359,Social Movement Communication,1,LCD,23,2,0,3,1,0,1,0,0,0,0,0,0,0,3.84,"Huff, Billy"
CMN,250,71911,Social Movement Communication,2,LCD,24,2,0,1,3,0,0,0,0,0,0,0,0,0,3.88,"Huff, Billy"
CMN,250,71913,Social Movement Communication,3,LCD,0,16,8,2,2,4,0,0,0,0,0,0,0,1,3.65,"Cisneros, Josue D"
CMN,250,74522,Social Movement Communication,4,LCD,0,22,3,2,5,0,1,0,0,0,0,0,2,0,3.51,"Cisneros, Josue D"
CMN,260,61727,Intro to Health Communication,1,LCD,0,5,6,3,6,4,1,1,1,0,0,0,1,0,3.1,"Pulido, Manuel D"
CMN,260,53992,Intro to Health Communication,2,LCD,0,1,7,8,5,2,1,3,1,0,1,0,0,0,3.02,"Pulido, Manuel D"
CMN,260,64495,Intro to Health Communication,3,LCD,0,3,9,2,5,1,2,3,0,0,2,0,1,0,2.93,"Liao, Danni"
CMN,260,53993,Intro to Health Communication,4,LCD,0,3,6,6,5,4,0,2,1,0,0,0,0,0,3.16,"Liao, Danni"
CMN,277,53476,Intro to Mediated Comm,AL,LEC,6,11,7,3,8,8,5,4,6,2,3,3,9,5,2.49,"Dixon, Travis L"
CMN,280,53991,Comm Technology & Society,A,LCD,2,7,2,0,5,5,2,3,0,1,0,2,0,0,2.93,"Jackson, Sally A"
CMN,321,53485,Strategies of Persuasion,1,LCD,1,17,4,11,22,6,18,21,5,4,6,4,8,0,2.45,"Murphy, John M"
CMN,336,65091,Family Communication,5,LCD,2,26,0,0,2,0,0,0,0,0,0,0,1,0,3.81,"Ramey, Mary E"
CMN,336,65092,Family Communication,6,LCD,3,21,0,0,5,0,0,1,0,0,0,0,0,0,3.77,"Ramey, Mary E"
CMN,340,61773,Visual Politics,2,LCD,4,11,5,1,1,2,0,2,2,0,0,0,0,0,3.48,"DeVinney, Daniel J"
CMN,340,65085,Visual Politics,4,LCD,10,8,1,3,2,1,0,0,0,0,0,1,2,0,3.39,"Fields, Victoria T"
CMN,361,61374,Storytelling as Oral Comm,1,LCD,0,17,2,2,1,0,0,0,0,0,2,0,0,0,3.63,"Gailey, Benjamin J"
CMN,368,56053,Sexual Communication,AL,LEC,39,54,31,13,9,7,5,5,3,0,1,1,4,0,3.51,"Ramey, Mary E"
CMN,396,53504,Digital Humanitarians,1,LCD,1,5,5,2,4,0,1,1,4,0,2,0,1,1,2.85,"Jackson, Sally A"
CMN,396,53997,Communication & Public Opinion,2,LCD,9,8,2,0,3,0,3,2,2,0,2,0,1,0,3.15,"Van Duyn, Emily E"
CMN,396,66408,Race & Digital Studies,3,LCD,9,5,1,2,2,2,0,0,1,1,0,0,2,0,3.23,"Gipson, Brooklyne J"
CMN,396,65641,Applied Org Comm,4,LCD,2,2,6,2,4,2,2,2,0,0,0,0,1,0,3.07,"Wright-Dixon, Trina J"
CMN,396,53506,Social Media & Politics,5,LCD,6,6,4,4,5,0,2,5,1,1,1,0,0,0,3.13,"Van Duyn, Emily E"
CMN,396,53998,Risk Communication,6,DIS,0,4,4,5,6,5,1,1,0,0,0,0,0,0,3.19,"Bigman-Galimore, Cabral A"
CMN,396,53505,Photography & Public Life,8,LCD,2,5,4,5,6,1,2,1,1,1,1,1,2,0,2.85,"Finnegan, Cara A"
CMN,410,64501,Workplace Comm Technology,UG,LCD,0,16,6,4,3,2,1,0,0,0,0,0,0,0,3.63,"Barley, William"
CMN,413,53508,Adv Small Group Communication,1U,ONL,5,12,9,1,1,0,0,0,0,0,0,0,0,0,3.84,"Poole, Marshall S"
CMN,421,53522,Persuasion Theory & Research,1U,LCD,4,11,5,6,3,0,0,1,0,0,0,0,1,0,3.54,"Bigsby, Elisabeth"
CMN,432,53529,Gender Communication,1,LCD,30,2,0,3,0,0,0,0,0,0,0,0,0,0,3.94,"Huff, Billy"
CMN,432,72976,Gender Communication,2,LCD,33,2,0,1,0,0,0,0,0,0,0,0,0,0,3.98,"Huff, Billy"
CMN,462,54003,Interpersonal Health Comm,UG,LCD,0,22,4,1,1,1,0,1,1,0,0,0,1,0,3.62,"Thompson, Charee M"
CMN,465,55639,Social Marketing,BQU,LCD,4,18,4,2,3,0,0,1,0,0,0,0,0,0,3.77,"Quick, Brian L"
CPSC,102,70585,Foundational Skills in CropSci,A,LCD,0,18,1,1,2,1,0,0,0,0,0,0,0,0,3.81,"Zilles, Julie"
CPSC,112,31645,Introduction to Crop Sciences,AL1,LEC,8,29,7,9,6,5,5,3,5,3,3,0,2,0,3.15,"Arbelaez, Juan D"
CPSC,131,75998,Agriculture in Mythology,ONL,Onl,0,159,0,0,16,0,0,5,0,0,1,0,10,0,3.64,"Lambert, Kris N"
CPSC,270,33476,Applied Entomology,AL1,LEC,0,8,1,2,8,0,3,5,0,0,0,1,0,0,3,"Seiter, Nicholas J"
CPSC,414,57596,Forage Crops & Pasture Ecology,A,ONL,11,2,0,2,2,0,0,2,0,1,0,0,1,0,3.33,"Villamil, Maria B"
CPSC,440,33573,Applied Statistical Methods I,AL1,LEC,14,17,30,10,9,7,2,1,1,1,0,0,1,0,3.47,"Lipka, Alexander E"
CPSC,480,76102,Cannabis Classification & Mgmt,OLP,Onl,0,11,0,1,0,0,0,2,0,0,2,0,5,0,2.54,"Lee, DoKyoung"
CPSC,480,76103,Cannabis Classification & Mgmt,ONL,Onl,0,26,0,3,4,0,2,1,0,0,1,0,1,0,3.52,"Lee, DoKyoung"
CPSC,498,49502,Crop Sci Professional Develpmt,A,ONL,0,31,0,0,5,0,0,0,0,0,1,0,1,0,3.68,"Juvik, John A"
CPSC,541,46809,Regression Analysis,AL1,LEC,8,2,10,0,1,0,0,0,0,0,0,0,0,0,3.8,"Dokoohaki, Hamze"
CS,100,30094,Freshman Orientation,AL1,LEC,0,246,7,3,0,3,0,0,0,0,0,0,2,0,3.94,"Gunter, Elsa"
CS,100,59684,Freshman Orientation,OL1,OLC,0,223,6,2,1,0,0,1,0,0,2,0,6,2,3.85,"Gunter, Elsa"
CS,101,35883,Intro Computing: Engrg & Sci,AL2,OLC,112,264,48,31,16,9,10,7,5,4,2,2,10,2,3.67,"Davis, Neal E"
CS,105,35823,Intro Computing: Non-Tech,AL1,OLC,27,83,53,35,41,21,17,20,11,9,6,1,24,9,3.01,"Zilles, Craig"
CS,105,35824,Intro Computing: Non-Tech,AL2,OLC,23,100,37,53,35,22,15,19,9,6,5,4,14,6,3.13,"Zilles, Craig"
CS,124,74477,Intro to Computer Science I,AL1,OLC,128,833,71,45,42,18,17,16,8,0,19,0,37,12,3.67,"Challen, Geoffrey W"
CS,128,74478,Intro to Computer Science II,AL1,OLC,0,308,15,15,15,8,2,6,1,2,3,2,16,3,3.64,"Nowak, Michael"
CS,173,30102,Discrete Structures,AL1,LEC,11,34,12,8,7,4,10,9,2,2,2,2,5,0,3.08,"Cosman, Benjamin L"
CS,173,51495,Discrete Structures,AXR,ONL,3,11,5,6,4,2,3,3,2,7,1,1,1,1,2.84,"Cosman, Benjamin L"
CS,173,40083,Discrete Structures,BL2,LEC,14,29,26,13,20,2,4,3,2,6,1,1,4,2,3.23,"Zhou, Qian"
CS,173,51496,Discrete Structures,BXP,ONL,7,10,9,10,16,3,2,6,2,4,3,0,2,2,2.95,"Zhou, Qian"
CS,173,58923,Discrete Structures,CXR,LEC,9,28,9,8,6,3,3,2,2,6,2,0,6,1,3.07,"Cosman, Benjamin L"
CS,196,31507,CS 124 Freshman Honors,124,OLC,255,32,1,2,2,0,1,3,0,0,0,0,2,3,3.94,"Challen, Geoffrey W"
CS,199,63523,CA Training,OCA,ONL,0,39,0,0,0,0,0,0,0,0,0,0,1,0,3.9,"Lewis, Colleen M"
CS,210,31516,Ethical & Professional Issues,AE1,LCD,3,40,3,9,9,1,0,1,0,0,0,0,0,0,3.71,"Cunningham, Ryan M"
CS,210,43359,Ethical & Professional Issues,EO1,OLC,1,18,9,2,5,0,2,1,0,0,0,0,0,0,3.61,"Cunningham, Ryan M"
CS,225,35917,Data Structures,AL1,LEC,8,241,14,22,15,6,10,4,6,5,1,3,10,5,3.57,"Evans, Graham C"
CS,225,35919,Data Structures,AL2,LEC,6,220,24,20,13,8,7,8,4,3,5,1,14,2,3.51,"Evans, Graham C"
CS,225,75823,Data Structures,ALV,OLC,3,73,6,4,4,3,4,4,3,1,1,0,8,0,3.37,"Evans, Graham C"
CS,225,75821,Data Structures,ALX,OLC,2,94,18,10,6,3,5,5,4,3,2,1,15,1,3.24,"Evans, Graham C"
CS,233,63733,Computer Architecture,AL1,LCD,49,63,4,3,16,1,0,1,0,0,7,0,3,1,3.62,"Herman, Geoffrey L"
CS,233,64513,Computer Architecture,AL2,LCD,46,84,3,0,13,1,1,2,0,0,1,0,3,1,3.77,"Herman, Geoffrey L"
CS,240,73071,Intro to Computer Systems,ICS,LCD,3,13,3,5,7,4,1,4,1,2,0,0,1,1,3.14,"Fagen-Ulmschnei, Wade A"
CS,241,45300,System Programming,AL1,OLC,41,50,14,10,7,2,7,1,2,2,1,2,2,3,3.56,"Angrave, Lawrence"
CS,241,66268,System Programming,AL2,LEC,48,64,13,13,8,0,7,3,4,3,4,4,1,0,3.5,"Angrave, Lawrence"
CS,242,45325,Programming Studio,AL1,OLC,30,13,4,2,4,3,0,0,0,1,3,0,1,0,3.57,"Woodley, Michael J"
CS,357,53280,Numerical Methods I,M,ONL,51,101,43,21,16,11,3,7,4,3,2,6,6,5,3.47,"Silva, Mariana T"
CS,357,63536,Numerical Methods I,N,LCD,19,30,12,11,4,5,2,3,2,3,0,0,2,1,3.44,"Silva, Mariana T"
CS,361,66298,Prob & Stat for Computer Sci,AL1,LEC,42,20,21,21,6,11,2,7,5,0,2,0,3,2,3.37,"Liu, Hongye"
CS,361,76142,Prob & Stat for Computer Sci,AL2,OLC,27,17,10,14,4,3,3,3,1,1,1,0,4,2,3.37,"Liu, Hongye"
CS,374,66445,Intro to Algs & Models of Comp,AL1,LEC,23,36,50,27,26,36,32,22,17,12,3,4,5,2,2.91,"Erickson, Jeff G"
CS,374,66454,Intro to Algs & Models of Comp,AL2,OLC,4,9,7,9,10,4,12,11,6,6,3,2,0,0,2.66,"Erickson, Jeff G"
CS,374,70641,Intro to Algs & Models of Comp,BL1,LEC,20,40,36,28,6,5,2,2,1,0,1,0,2,2,3.55,"Kani, Nickvash"
CS,410,67393,Text Information Systems,DSO,ONL,146,69,33,8,4,1,0,2,0,0,1,0,5,1,3.82,"Zhai, Chengxiang"
CS,410,73824,Text Information Systems,TI1,ONL,89,40,21,9,4,1,0,3,0,0,1,0,1,1,3.82,"Zhai, Chengxiang"
CS,411,75725,Database Systems,O3,OLC,16,15,5,1,1,1,1,0,1,0,1,0,2,2,3.54,"Alawini, Abdussalam A"
CS,411,30109,Database Systems,Q3,OLC,107,142,47,25,12,6,8,3,5,2,0,2,4,0,3.72,"Alawini, Abdussalam A"
CS,411,67652,Database Systems,R3,LCD,4,22,9,7,2,0,0,0,0,0,0,0,0,0,3.79,"Park, Yongjoo"
CS,411,76348,Database Systems,S3,LCD,18,18,0,2,1,1,0,0,0,0,0,0,0,0,3.91,"Alawini, Abdussalam A"
CS,412,48711,Introduction to Data Mining,A3,ONL,3,9,8,4,6,3,1,3,0,0,1,0,2,0,3.2,"Banerjee, Arindam"
CS,412,43357,Introduction to Data Mining,P3,LCD,13,46,21,17,15,1,1,1,3,0,2,0,7,1,3.42,"Banerjee, Arindam"
CS,418,36119,Interactive Computer Graphics,AL1,ONL,27,25,19,12,7,3,0,2,1,0,2,0,2,0,3.54,"Hart, John C"
CS,418,67033,Interactive Computer Graphics,DSO,ONL,17,3,3,7,3,0,0,0,0,0,0,0,0,1,3.74,"Hart, John C"
CS,421,65906,Progrmg Languages & Compilers,A3,ONL,50,33,13,10,10,6,4,12,1,4,3,2,2,1,3.37,"Gunter, Elsa"
CS,421,30128,Progrmg Languages & Compilers,D3,LCD,56,27,2,13,9,4,5,4,2,3,1,2,2,0,3.47,"Gunter, Elsa"
CS,424,51775,Real-Time Systems,P3,LCD,3,6,4,5,6,0,2,0,0,0,0,0,0,0,3.49,"Abdelzaher, Tarek"
CS,425,72128,Distributed Systems,O3,OLC,6,26,16,15,6,3,3,6,1,0,2,1,1,2,3.37,"Borisov, Nikita"
CS,425,36091,Distributed Systems,P3,LCD,3,11,12,6,7,4,4,1,0,1,0,2,2,0,3.19,"Borisov, Nikita"
CS,427,71009,Software Engineering I,MCO,ONL,76,55,20,7,4,2,0,3,0,0,1,0,5,0,3.73,"Zhang, Lingming"
CS,427,36104,Software Engineering I,S3,ONL,26,25,12,4,1,0,0,1,0,0,2,0,1,1,3.74,"Jabbarvand Behr, Reyhaneh"
CS,433,36069,Computer System Organization,T3,LCD,1,10,8,8,4,0,1,0,1,0,0,0,0,0,3.53,"Adve, Sarita V"
CS,435,76265,Cloud Networking,CN1,ONL,1,33,4,2,1,0,0,2,0,0,0,0,3,0,3.6,"Godfrey, Philip B"
CS,435,76267,Cloud Networking,MCS,ONL,3,51,12,8,7,1,0,3,1,0,0,1,7,0,3.39,"Godfrey, Philip B"
CS,437,75719,Topics in Internet of Things,IOT,ONL,43,24,1,0,1,0,0,0,1,0,0,0,0,0,3.95,"Caesar, Matthew C"
CS,437,75715,Topics in Internet of Things,IT3,OLC,1,27,3,1,2,0,0,1,1,1,0,0,0,0,3.72,"Caesar, Matthew C"
CS,438,36061,Communication Networks,X3,OLC,24,57,46,37,5,4,1,0,1,0,0,0,2,1,3.66,"Roy Choudhury, Romit"
CS,440,67003,Artificial Intelligence,R3,OLC,56,118,52,38,31,15,8,7,9,3,3,0,10,1,3.45,"Fleck, Margaret M"
CS,441,74467,Applied Machine Learning,AML,OLC,4,256,27,5,4,6,10,1,5,3,1,2,8,3,3.7,"Morales Aguirre, Marco An"
CS,441,74471,Applied Machine Learning,AMO,ONL,13,232,21,5,4,6,3,3,0,0,0,2,8,4,3.76,"Morales Aguirre, Marco An"
CS,445,65086,Computational Photography,C3,OLC,11,20,18,14,9,5,1,1,0,2,0,2,3,0,3.35,"Wang, Yuxiong"
CS,446,46792,Machine Learning,B3,OLC,7,24,22,13,5,1,0,1,0,0,0,0,2,2,3.58,"Gui, Liangyan"
CS,447,70473,Natural Language Processing,MCS,ONL,23,42,22,8,5,3,2,0,0,0,0,0,5,1,3.59,"Hockenmaier, Julia C"
CS,447,63292,Natural Language Processing,N3,ONL,11,33,18,6,5,1,0,0,0,0,0,0,0,0,3.79,"Hockenmaier, Julia C"
CS,450,36016,Numerical Analysis,BL1,LCD,3,34,12,7,7,10,1,8,4,6,4,1,8,0,2.87,"Kloeckner, Andreas P"
CS,461,49547,Computer Security I,AL4,OLC,10,12,17,14,15,15,13,4,6,3,3,2,3,2,2.89,"Ren, Ling"
CS,463,49550,Computer Security II,B3,OLC,2,17,2,0,2,1,1,0,0,0,0,0,0,0,3.79,"Wang, Gang"
CS,465,43389,User Interface Design,AE2,LCD,7,44,24,10,5,1,0,0,0,0,0,0,0,0,3.77,"Bailey, Brian P"
CS,465,43388,User Interface Design,AO1,OLC,2,16,10,2,3,1,0,0,0,0,1,0,0,1,3.66,"Bailey, Brian P"
CS,466,51764,Introduction to Bioinformatics,B3,LCD,1,13,9,2,8,0,0,2,0,0,1,0,4,0,3.14,"El-Kebir, Mohammed"
CS,473,70159,Algorithms,S4,LCD,0,11,6,6,5,0,0,0,0,0,0,0,0,1,3.61,"Har-Peled, Sariel"
CS,477,64565,Formal Software Devel Methods,B3,ONL,4,16,3,0,3,3,1,1,2,0,0,0,0,0,3.54,"Misailovic, Sasa"
CS,498,70418,AI Applications in Education,CL1,LEC,2,18,7,1,3,0,0,0,0,0,0,0,2,0,3.59,"Lane, H C"
CS,498,40094,Mobile Robotics for CS,GC1,LEC,8,17,0,1,1,0,1,1,0,0,0,0,1,0,3.73,"Chowdhary, Girish"
CS,498,43670,Game Development,GD1,ONL,33,65,9,2,3,3,0,1,0,0,0,0,1,0,3.85,"Shaffer, Eric G"
CS,498,31535,Law &Policy Issues in CS,RC2,LEC,17,28,8,1,3,1,0,0,0,0,0,0,0,0,3.87,"Cunningham, Ryan M"
CS,498,66825,The Art of Web Programming,RK1,ONL,21,78,28,18,11,5,4,3,1,0,0,0,3,0,3.62,"Kumar, Ranjitha"
CS,511,43351,Advanced Data Management,P,ONL,4,7,7,0,2,4,0,0,0,0,0,0,0,0,3.6,"Chang, Kevin C"
CS,519,74018,Scientific Visualization,DSO,ONL,17,75,31,12,13,5,0,1,0,0,1,0,3,0,3.65,"Shaffer, Eric G"
CS,519,35905,Scientific Visualization,P,OLC,8,22,2,1,0,0,0,2,0,0,0,0,0,0,3.85,"Shaffer, Eric G"
CS,527,35912,Topics in Software Engineering,S,LCD,5,11,6,3,2,1,0,0,0,0,0,0,0,0,3.74,"Marinov, Darko"
CS,540,75414,Deep Learning Theory,DLT,OLC,3,14,6,3,0,0,0,0,0,0,0,0,0,1,3.85,"Telgarsky, Matus J"
CS,542,74766,Stat Reinforcement Learning,S,OLC,8,26,6,4,3,0,0,0,0,0,0,0,1,0,3.76,"Jiang, Nan"
CS,545,75562,Machine Learning for Signals,MLS,LEC,20,24,2,0,6,0,0,3,0,0,0,0,0,0,3.77,"Smaragdis, Paris"
CS,546,74740,Adv Topics in NLP,ATN,OLC,5,28,26,4,0,0,0,0,0,0,0,0,1,1,3.76,"Ji, Heng"
CS,554,57701,Parallel Numerical Algorithms,C,LCD,5,12,3,1,0,0,0,0,0,0,0,0,0,0,3.92,"Solomonik, Edgar V"
CS,562,75418,"Adv Topics in Sec, Priv and ML",SML,OLC,0,20,0,0,0,0,0,1,0,0,0,0,0,0,3.9,"Li, Bo"
CS,563,54597,Advanced Computer Security,C,ONL,3,12,7,5,0,0,0,0,0,0,0,0,1,0,3.66,"Fletcher, Christopher W"
CS,567,75897,Social Spaces,KGK,LCD,2,13,4,1,1,0,0,0,0,0,0,0,0,0,3.86,"Karahalios, Kyratso G"
CS,579,51780,Computational Complexity,F,ONL,2,9,6,2,0,2,0,0,0,0,0,0,0,0,3.72,"Forbes, Michael A"
CS,583,61241,Approximation Algorithms,AA,LEC,3,16,5,3,2,3,0,0,0,0,1,0,0,0,3.62,"Chekuri, Chandra S"
CS,598,69375,Foundations of Data Curation,AO2,ONL,268,19,2,5,0,0,0,0,0,0,0,0,1,0,3.97,"Renear, Allen H"
CS,598,72110,Transfer Learning,HAZ,LCD,4,30,4,4,0,0,0,0,0,0,0,0,0,0,3.9,"Zhao, Han"
CS,598,70683,Practical Statistical Learning,PSO,ONL,0,201,41,9,15,5,0,0,0,0,0,0,1,1,3.83,"Liang, Feng"
CW,100,67101,Intro to Creative Writing,D,LCD,0,15,3,3,0,0,0,0,0,0,0,0,2,0,3.52,"Dudek, John"
CW,100,63285,Intro to Creative Writing,S,LCD,3,9,6,2,1,0,0,1,0,0,0,0,0,0,3.71,"Emmert, Kay"
CW,100,71425,Intro to Creative Writing,X,LCD,0,12,3,1,3,0,1,0,0,0,1,0,0,0,3.56,"Dudek, John"
CWL,114,66286,Global Consciousness and Lit,AL1,LEC,67,6,5,6,8,1,3,1,1,0,0,0,6,0,3.54,"Hassan, Wail S"
CWL,189,35845,Lit of the Islamic World,AL1,LEC,11,8,2,1,1,1,0,1,0,0,0,0,0,0,3.77,"Calderwood, Eric S"
CWL,211,63455,The Arab-Israeli Conflict,L1,LEC,3,5,5,1,1,2,2,0,2,1,1,0,0,0,3.15,"Maggid Alon, Liat"
CWL,241,40497,Early Masterpieces West Cultur,ADD,DIS,0,15,5,0,1,1,0,0,0,0,0,0,0,0,3.82,"Taavon, Modje"
CWL,241,40498,Early Masterpieces West Cultur,ADE,DIS,0,8,5,2,3,1,1,0,3,0,0,0,1,0,3.17,"McDowell, Sasha C"
CWL,320,46577,Responses to the Holocaust,N,ONL,0,3,3,11,4,8,5,6,1,0,0,1,4,1,2.59,"Harris, Rachel S"
DANC,100,33749,Intro to Contemporary Dance,A,LEC,6,8,6,1,0,2,0,1,1,0,0,0,0,0,3.61,"De Jesus-Valent, Ricardo"
DANC,100,57746,Intro to Contemporary Dance,AA2,LEC,9,13,1,3,2,1,1,0,0,0,0,0,1,0,3.63,"Lewis, Tyesha"
DANC,100,46037,Intro to Contemporary Dance,B,LEC,7,14,2,1,1,1,0,1,0,0,0,0,1,0,3.66,"Chin, Abigail W"
DANC,100,64564,Intro to Contemporary Dance,OL1,ONL,20,16,1,3,2,0,0,1,1,1,0,0,2,0,3.59,"Beck, Kenneth D"
DANC,100,68289,Intro to Contemporary Dance,OL2,ONL,15,16,9,1,0,2,0,0,0,0,1,0,0,1,3.79,"Gilmore, Adanya N"
DANC,100,59052,Intro to Contemporary Dance,OL3,ONL,9,24,5,0,3,2,2,0,0,0,0,0,0,1,3.76,"Beck, Kenneth D"
DANC,100,33859,Intro to Contemporary Dance,OL4,ONL,5,9,3,5,5,3,0,3,1,1,1,0,6,3,2.78,"Lim, Sojung"
DANC,101,31673,Modern Dance I,A,LAB,8,13,2,0,2,0,0,1,0,0,0,0,0,0,3.82,"MacMaster, Catherine C"
DANC,105,31685,Jazz Dance I,B,LAB,3,12,3,2,2,0,0,1,0,0,0,0,0,0,3.72,"Henss, Jacob M"
DANC,107,31687,Ballet I,A,LAB,0,18,2,1,1,0,0,0,0,0,0,0,0,0,3.89,"Rogovoy, Anna P"
DANC,200,68132,Explore Music through Dance,OL,ONL,38,10,1,2,2,1,1,2,0,0,2,0,0,0,3.72,"Toenjes, John M"
DANC,209,67820,Lyric Theatre Dance,A,LAB,1,17,0,1,1,1,0,1,0,0,0,0,0,0,3.77,"Nettl-Fiol, Rebecca C"
DTX,455,75946,Design for Social Impact,A,LCD,3,15,0,2,1,0,1,1,0,0,0,0,0,0,3.74,"Zhang, Bert E"
EALC,230,74002,Pop Cultures Contemp East Asia,AD1,OLC,19,41,31,13,14,7,4,3,3,0,1,2,1,0,3.46,"Song, Myoung-Sun"
EALC,250,47188,Intro to Japanese Culture,AD3,DIS,1,3,5,2,3,4,1,1,1,1,0,1,0,0,2.99,"Haight, Nicholas B"
EALC,275,47201,Masterpieces of East Asian Lit,AD3,OD,7,6,6,2,1,0,1,0,1,0,0,0,0,0,3.65,"Zeng, Hanyun"
EALC,275,47207,Masterpieces of East Asian Lit,AD6,OD,3,3,5,6,4,0,0,0,1,0,1,0,0,0,3.35,"Zeng, Hanyun"
ECE,110,55568,Introduction to Electronics,AL1,LEC,21,22,12,9,10,7,8,4,6,3,1,2,9,2,2.96,"Choi, Hyungsoo"
ECE,110,36790,Introduction to Electronics,AL2,LEC,23,30,20,19,18,9,7,13,2,1,2,1,8,3,3.11,"Schuh, Jonathon K"
ECE,110,62844,Introduction to Electronics,AL4,LEC,24,25,21,10,13,13,8,7,3,1,1,0,10,1,3.09,"Makela, Jonathan J"
ECE,110,76036,Introduction to Electronics,AL5,OLC,2,5,1,3,7,2,2,1,1,1,1,0,5,1,2.54,"Fang, Kejie"
ECE,120,65734,Introduction to Computing,AL3,OLC,4,19,11,15,17,8,6,6,1,1,3,0,8,1,2.9,"Bhowmik, Ujjal K"
ECE,120,66372,Introduction to Computing,AL4,OLC,13,31,9,13,15,4,5,6,2,0,2,2,3,1,3.22,"Bhat, Suma P"
ECE,120,75613,Introduction to Computing,AL5,OLC,10,41,30,24,38,10,15,12,4,4,3,1,4,0,3.11,"Levchenko, Kirill I"
ECE,120,75614,Introduction to Computing,AL6,LEC,8,16,13,10,6,6,2,2,0,0,1,1,3,1,3.26,"Bhowmik, Ujjal K"
ECE,199,69256,Undergraduate Open Seminar,110,DIS,15,4,0,0,2,0,0,0,0,0,0,0,0,0,3.9,"Schmitz, Christopher"
ECE,199,69258,Undergraduate Open Seminar,120,DIS,15,3,1,0,0,0,3,0,2,0,0,0,1,0,3.44,"Schmitz, Christopher"
ECE,205,60609,Electrical & Electronic Ckts,AL,LEC,60,20,17,12,7,8,6,3,0,4,2,2,6,1,3.36,"Radhakrishnan, Chandrasek"
