Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CHEM,105,36676,General Chemistry Lab II,0,46,2,2,2,0,2,1,0,0,0,0,0,0,3.83,"Wang, Yiming"
CHEM,105,36679,General Chemistry Lab II,0,47,0,1,0,0,1,0,1,0,0,0,0,0,3.91,"Wang, Yiming"
CHEM,105,36686,General Chemistry Lab II,0,44,2,1,0,0,0,0,0,0,0,0,0,0,3.97,"Wang, Jiachen"
CHEM,105,36689,General Chemistry Lab II,0,36,1,1,0,0,0,1,0,0,0,0,0,0,3.92,"Wang, Jiachen"
CHEM,105,41955,General Chemistry Lab II,0,45,2,2,0,0,0,0,0,0,0,0,1,0,3.88,"Wang, Yiming"
CHEM,105,42871,General Chemistry Lab II,0,52,1,2,0,0,1,0,0,0,0,0,1,0,3.87,"Baig, Noman"
CHEM,105,45645,General Chemistry Lab II,0,51,1,1,1,0,1,1,0,0,0,0,0,0,3.9,"Edwards, Marcus M"
CHEM,105,48958,General Chemistry Lab II,0,42,2,1,1,1,0,0,0,0,0,0,0,0,3.92,"Baig, Noman"
CHEM,105,48961,General Chemistry Lab II,0,46,2,3,0,0,0,0,1,1,0,0,0,0,3.86,"Mensah, Danielle"
CHEM,105,48963,General Chemistry Lab II,0,52,1,2,0,0,0,0,0,0,0,0,0,0,3.97,"Mensah, Danielle"
CHEM,199,65502,Undergraduate Open Seminar,3,16,0,0,0,0,1,0,0,0,0,0,1,0,3.73,"Oswald, Kelsey A"
CHEM,199,31588,Undergraduate Open Seminar,30,267,3,4,11,1,3,2,1,1,0,0,2,4,3.88,"Adams, Gretchen"
CHEM,202,36229,Accelerated Chemistry I,5,27,18,26,25,23,18,37,21,10,9,4,15,8,2.49,"Decoste, Donald J"
CHEM,203,36265,Accelerated Chemistry Lab I,8,21,9,6,26,6,7,18,9,0,1,0,9,1,2.76,"Vura-Weis, Joshua"
CHEM,203,38842,Accelerated Chemistry Lab I,6,24,12,14,32,6,4,19,7,0,1,0,4,3,2.97,"Vura-Weis, Joshua"
CHEM,222,29906,Quantitative Analysis Lecture,4,41,31,23,8,9,2,3,0,0,0,0,1,0,3.52,"Rodriguez Lopez, Joaquin"
CHEM,223,31611,Quantitative Analysis Lab,6,35,1,3,31,0,1,17,0,0,4,0,0,0,3.17,"Olson, Dean"
CHEM,232,55461,Elementary Organic Chemistry I,9,41,18,11,86,28,32,85,29,24,61,7,26,10,2.25,"Kell, David A"
CHEM,232,56846,Elementary Organic Chemistry I,1,6,2,3,6,8,3,17,4,6,8,1,2,2,2.22,"Kell, David A"
CHEM,232,66361,Elementary Organic Chemistry I,7,20,7,11,17,10,2,9,3,0,2,0,0,0,3.16,"Moore, Jeffrey S"
CHEM,233,36313,Elementary Organic Chem Lab I,19,46,35,37,40,6,6,3,2,0,1,1,2,1,3.4,"Axelson, Jordan C"
CHEM,233,36315,Elementary Organic Chem Lab I,13,35,25,24,26,9,5,9,1,2,2,0,1,2,3.3,"Axelson, Jordan C"
CHEM,233,36317,Elementary Organic Chem Lab I,8,20,24,14,14,4,2,2,0,0,1,0,0,0,3.47,"Axelson, Jordan C"
CHEM,236,36332,Fundamental Organic Chem I,10,25,16,18,45,11,13,31,25,0,13,0,3,1,2.71,"Burke, Martin"
CHEM,237,51012,Structure and Synthesis,6,33,13,13,34,7,6,17,2,2,5,1,3,1,3.01,"White, M C"
CHEM,237,36374,Structure and Synthesis,5,15,7,11,22,3,2,3,1,1,2,0,0,1,3.22,"White, M C"
CHEM,312,29907,Inorganic Chemistry,5,7,3,5,10,3,2,4,0,0,2,0,2,2,2.98,"Lu, Yi"
CHEM,315,31620,Instrumental Chem Systems Lab,2,40,4,5,40,1,3,35,1,0,2,0,2,0,2.98,"Leckband, Deborah E"
CHEM,317,58374,Inorganic Chemistry Lab,1,10,5,4,5,3,3,0,0,0,0,0,0,0,3.41,"Weitzel, Alison R"
CHEM,332,29909,Elementary Organic Chem II,11,16,12,11,19,17,7,11,7,12,8,5,15,3,2.44,"Koerner, Michael"
CHEM,420,29908,Instrumental Characterization,3,28,18,23,19,8,8,27,14,0,4,0,1,0,2.91,"Gewirth, Andrew A"
CHEM,436,29914,Fundamental Organic Chem II,1,3,2,4,5,1,2,1,3,0,1,0,4,0,2.48,"Hergenrother, Paul"
CHEM,440,31624,Physical Chemistry Principles,3,9,4,3,9,2,2,4,1,0,0,0,0,1,3.23,"Oldfield, Eric"
CHEM,440,31626,Physical Chemistry Principles,1,23,27,26,15,11,4,3,0,0,0,0,0,0,3.38,"Tajkhorshid, Emad"
CHEM,442,31627,Physical Chemistry I,2,8,4,4,4,1,1,0,1,0,0,0,3,0,3.1,"Hammes-Schiffer, Sharon"
CHEM,442,31628,Physical Chemistry I,1,23,9,2,18,5,3,1,1,0,1,0,1,0,3.3,"Hammes-Schiffer, Sharon"
CHEM,442,62728,Physical Chemistry I,1,35,7,7,21,0,0,1,0,0,0,0,0,0,3.58,"Gruebele, Martin H"
CHEM,512,29928,Advanced Inorganic Chemistry,1,12,3,3,12,0,0,0,0,0,0,0,0,0,3.52,"Weitzel, Alison R"
CHEM,532,29946,Physical Organic Chemistry,1,12,5,5,10,2,1,0,0,0,0,0,0,1,3.46,"Hull, Kami L"
CHEM,534,42841,Advanced Organic Synthesis,3,7,1,2,6,2,0,1,0,0,0,0,0,2,3.44,"Sarlah, David"
CHEM,544,29953,Statistical Thermodynamics,3,12,4,1,4,0,0,0,0,0,0,0,0,0,3.75,"Luthey-Schulten, Zaida A"
CHEM,570,60383,Concepts in Chemical Biology,1,5,6,6,8,2,0,0,0,0,0,0,0,0,3.41,"Chan, Jefferson K"
CHEM,584,46582,Introduction to Materials Chem,0,18,6,11,10,1,0,1,0,0,0,0,0,1,3.52,"Nuzzo, Ralph G"
CHLH,100,33609,Contemporary Health,12,10,8,11,4,0,2,1,1,2,0,0,0,0,3.47,"Darfour-Oduro, Sandra A"
CHLH,100,33611,Contemporary Health,6,10,5,6,2,0,1,0,0,1,0,0,0,0,3.61,"Dargatz, Rachel K"
CHLH,100,33615,Contemporary Health,7,9,8,4,6,1,0,1,1,0,1,0,0,0,3.47,"Darfour-Oduro, Sandra A"
CHLH,100,33618,Contemporary Health,11,13,10,4,5,2,2,0,0,0,0,0,0,0,3.64,"Dargatz, Rachel K"
CHLH,100,59389,Contemporary Health,77,213,135,58,82,37,22,18,13,2,6,4,12,1,3.41,"Trask, Jeffrey T"
CHLH,101,33657,Introduction to Public Health,2,12,10,9,10,3,2,1,1,0,0,0,0,0,3.38,"Dargatz, Rachel K"
CHLH,101,33661,Introduction to Public Health,4,6,2,5,3,1,0,0,0,1,0,0,2,0,3.21,"Derk, Gwendolyn R"
CHLH,101,33667,Introduction to Public Health,2,18,8,5,7,3,1,3,1,0,1,1,0,0,3.33,"Derk, Gwendolyn R"
CHLH,101,33669,Introduction to Public Health,4,13,6,11,7,4,1,0,0,0,0,0,1,0,3.42,"Nwaozuru, Ucheoma C"
CHLH,101,33675,Introduction to Public Health,1,19,4,0,6,0,1,0,1,1,1,0,0,0,3.5,"Siebel, Marissa B"
CHLH,101,33679,Introduction to Public Health,6,12,10,1,2,0,1,0,0,0,1,0,0,0,3.68,"Jackson, Jessica F"
CHLH,101,33680,Introduction to Public Health,5,9,12,3,2,0,0,1,1,0,0,0,1,0,3.52,"Stellrecht, Angela"
CHLH,101,33681,Introduction to Public Health,1,9,9,4,4,4,1,0,0,0,0,0,1,1,3.37,"Siebel, Marissa B"
CHLH,110,66746,Intro to the Health Sciences,8,6,3,4,1,1,0,0,1,1,2,0,1,0,3.25,"Rice, Laura A"
CHLH,125,59577,Orientation KIN & Comm Health,6,108,0,0,9,0,0,4,0,0,0,0,2,0,3.81,"Firkins, Carol H"
CHLH,199,31590,Campus Acq Rape Educ (CARE),3,22,7,4,2,0,1,0,0,0,0,0,0,0,3.78,"McLay, Molly M"
CHLH,200,29988,Mental Health,0,36,0,0,20,0,0,8,0,0,0,0,2,0,3.33,"Gobin, Robyn L"
CHLH,206,33686,Human Sexuality,92,39,36,10,6,8,2,2,3,0,0,2,5,0,3.63,"Blackstone, Sarah R"
CHLH,206,57350,Human Sexuality,12,233,160,77,101,29,14,20,9,5,7,3,18,2,3.35,"Rinaldi-Miles, Anna I"
CHLH,210,29992,Community Health Organizations,36,31,30,17,10,3,2,1,1,0,0,0,0,0,3.67,"Pierce, Danielle M"
CHLH,243,33729,Drug Use and Abuse,0,66,0,0,35,0,0,8,0,0,3,0,0,0,3.46,"Ritter, Ellen S"
CHLH,243,33730,Drug Use and Abuse,0,52,0,0,38,0,0,16,0,0,8,0,0,0,3.18,"Jones, Ashleigh E"
CHLH,243,57351,Drug Use and Abuse,287,138,41,13,17,45,60,38,19,10,6,7,17,1,3.35,"Kersh, Renique"
CHLH,250,29994,Health Care Systems,12,30,25,15,11,4,4,3,1,1,0,0,0,0,3.51,"Farner, Susan M"
CHLH,260,38826,Introduction to Medical Ethics,12,59,12,14,21,5,2,2,1,0,1,0,0,1,3.58,"Notaro, Stephen J"
CHLH,260,64915,Introduction to Medical Ethics,12,34,18,5,11,1,4,2,0,0,2,0,0,0,3.57,"Notaro, Stephen J"
CHLH,274,29997,Introduction to Epidemiology,14,15,18,13,16,21,11,15,11,3,0,0,2,0,2.93,"Grigsby, Diana S"
CHLH,304,31598,Foundations of Health Behavior,50,36,15,5,4,6,3,1,3,2,1,0,6,3,3.5,"Farner, Susan M"
CHLH,380,47340,Orientation to Internship,0,100,5,6,0,2,0,0,2,0,0,0,0,0,3.89,"Farner, Susan M"
CHLH,404,58803,Gerontology,0,27,0,0,2,0,0,1,0,0,3,0,1,0,3.52,"Schwingel, Andiara"
CHLH,410,30000,Public Health Practice,27,37,24,15,2,8,1,5,0,0,0,0,3,0,3.56,"Kaplan, Justine"
CHLH,415,62031,International Health,3,26,13,8,3,1,3,1,1,1,0,0,1,1,3.52,"Schwingel, Andiara"
CHLH,421,30003,Health Data Analysis,21,36,23,9,3,1,2,0,0,1,1,0,4,1,3.57,"An, Ruopeng"
CHLH,455,30011,Health Services Financing,18,30,17,5,13,4,3,0,1,0,0,0,0,0,3.62,"Notaro, Stephen J"
CHLH,456,35550,Organization of Health Care,20,23,9,6,9,1,2,0,4,0,0,0,1,1,3.55,"Farner, Susan M"
CHLH,457,33625,Health Planning,8,28,7,9,7,4,1,0,0,0,0,0,0,0,3.65,"Notaro, Stephen J"
CHLH,458,30015,Health Administration,3,7,29,10,13,14,2,9,0,0,2,0,1,0,3.12,"Barnes, Lynette C"
CHLH,540,59884,Health Behavior: Theory,0,22,0,0,2,0,0,0,0,0,0,0,0,0,3.92,"Lara-Cinisomo, Sandraluz"
CHLH,573,61101,Biostatistics in Public Health,0,2,6,11,7,0,0,0,0,0,0,0,0,0,3.37,"Andrade, Flavia C"
CHLH,594,65721,Special Topics,4,17,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Klonoff-Cohen, Hillary"
CHP,199,67350,Special Topics:Honors Uncommon,9,16,1,1,1,0,0,1,0,0,0,0,0,0,3.86,"Bankhead, Tekita"
CI,210,66096,Intro to Digital Learning Env,0,13,7,2,0,0,0,0,0,0,0,0,0,0,3.83,"Lindgren, Robb W"
CI,403,35708,Tchg Diverse High School Stu,0,18,1,0,5,0,0,0,0,0,0,0,0,0,3.78,"Willis, Arlette I"
CI,403,36449,Tchg Diverse High School Stu,6,14,0,2,0,1,0,0,0,0,0,0,0,0,3.88,"Kessler, Meghan A"
CI,405,31474,Intro Tchg Elem Age Children,1,13,8,0,0,0,0,0,2,0,0,0,0,0,3.7,"Evcen, Ozge"
CI,405,31475,Intro Tchg Elem Age Children,0,10,8,4,4,1,0,0,0,0,0,0,1,0,3.48,"Dean, Sheila R"
CI,406,31481,Thry Prac in Elem Schl Tch I,0,20,2,4,2,0,0,0,0,0,0,0,0,0,3.81,"Jones, Alexis L"
CI,406,31484,Thry Prac in Elem Schl Tch I,0,8,4,3,2,1,3,0,0,0,0,0,0,0,3.44,"Harrison, Dorian L"
CI,410,66095,"Middle Schl Inst, Phil, & Str",0,21,4,3,0,0,0,0,0,0,0,0,0,0,3.88,"Dean, Sheila R"
CI,415,61064,"Lang Varieties,Cult,& Learning",7,10,1,2,3,1,0,1,0,0,1,0,0,0,3.58,"Valderrama Sepu, Laura P"
CI,415,51148,"Lang Varieties,Cult,& Learning",1,8,7,3,6,2,0,0,0,0,0,0,0,0,3.52,"Smith, Patrick H"
CI,422,41202,"Families, Communities, Schools",0,6,13,6,0,0,0,0,0,0,0,0,0,0,3.67,"Olguin, Ana A"
CI,430,51091,Teaching Children Mathematics,1,8,11,8,0,0,0,0,0,0,0,0,0,0,3.68,"Gerardo, Juan M"
CI,430,51241,Teaching Children Mathematics,7,12,5,0,0,1,0,0,0,0,0,0,0,0,3.88,"Skultety, Lisa S"
CI,433,35727,Found of Bilingual Educ,0,27,4,1,1,0,0,0,0,0,0,0,0,0,3.91,"Presiado, Vivian E"
CI,433,64952,Found of Bilingual Educ,0,18,1,0,2,1,1,0,0,0,0,0,0,0,3.77,"Chaitra Shivapr, Unknown"
CI,447,65634,Iss Prac in Address Diversity,0,19,2,1,0,0,0,0,0,0,0,0,0,0,3.94,"Gueye, Mor"
CI,450,64404,Tchg Elem Science I,0,4,5,3,3,5,1,0,0,0,0,0,0,0,3.28,"Dean, Sheila R"
CI,471,43075,Princ Prac Foster Indep Rdg,2,9,5,6,5,0,2,0,0,0,0,0,0,0,3.52,"Murillo, Luz A"
CI,476,66084,Teach Elem & Mid Lang Arts,0,23,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Lee, Chaehyun"
CI,476,66085,Teach Elem & Mid Lang Arts,0,20,4,2,0,0,1,1,0,0,0,0,0,0,3.77,"MacGregor, Nancy A"
CI,476,66087,Teach Elem & Mid Lang Arts,0,3,5,3,3,2,3,0,2,0,0,0,0,0,3.1,"James, Carrie L"
CI,550,35738,Methods of Educational Inquiry,0,27,9,6,7,0,0,0,0,0,0,0,0,0,3.71,"Greene, Jennifer C"
CLCV,100,30030,Vocab Building-GRK & LAT Roots,0,8,4,3,6,2,0,1,0,0,1,0,0,1,3.32,"Carr, Brandon J"
CLCV,102,39445,Medical Terms-GRK & LAT Roots,22,19,12,4,7,6,5,2,1,1,0,0,1,0,3.46,"Foulk, John M"
CLCV,111,30033,Mythology of Greece and Rome,2,20,5,8,22,4,5,13,7,0,1,7,0,2,2.82,"Solomon, Jon"
CLCV,114,30039,Introduction to Greek Culture,1,23,13,20,15,18,14,19,5,7,3,2,12,1,2.61,"Leon Ruiz, Daniel W"
CLCV,115,33767,Mythology of Greece and Rome,1,19,0,1,5,1,0,2,0,0,0,0,0,0,3.62,"Hall, Andrew M"
CLCV,115,33773,Mythology of Greece and Rome,0,16,0,0,7,1,0,4,0,0,0,0,0,0,3.42,"Carr, Brandon J"
CLCV,115,33775,Mythology of Greece and Rome,0,12,3,2,8,0,1,2,0,0,1,0,0,0,3.34,"Arampapaslis, Konstantino"
CLCV,115,33777,Mythology of Greece and Rome,0,13,1,0,7,1,1,1,1,0,0,0,1,0,3.28,"Gipson, Christopher L"
CLCV,115,33781,Mythology of Greece and Rome,0,20,1,0,6,0,0,0,0,0,0,0,0,0,3.77,"Stanull, Jennifer A"
CLCV,115,33786,Mythology of Greece and Rome,1,13,2,1,10,1,0,1,0,0,0,0,0,0,3.49,"Froedge, Stephen E"
CLCV,115,33796,Mythology of Greece and Rome,0,4,3,2,14,3,0,3,0,0,0,0,0,0,3.09,"Froedge, Stephen E"
CLCV,115,33741,Mythology of Greece and Rome,0,23,0,0,1,1,0,2,0,0,0,0,0,0,3.77,"Arampapaslis, Konstantino"
CLCV,115,33745,Mythology of Greece and Rome,0,8,1,4,7,1,0,5,1,0,0,0,1,0,3.01,"Chandler, Erin D"
CLCV,115,40204,Mythology of Greece and Rome,1,13,2,0,6,2,1,4,0,0,0,0,0,0,3.35,"Arampapaslis, Konstantino"
CLCV,115,40205,Mythology of Greece and Rome,0,8,2,0,13,1,1,0,0,0,0,0,1,0,3.21,"Chandler, Erin D"
CLCV,115,40206,Mythology of Greece and Rome,1,16,2,2,4,1,1,1,0,0,0,0,0,0,3.61,"Stanull, Jennifer A"
CLCV,115,40207,Mythology of Greece and Rome,1,15,2,1,10,0,1,0,0,0,0,0,0,0,3.57,"Gipson, Christopher L"
CLCV,115,38978,Mythology of Greece and Rome,0,7,3,2,10,1,1,2,0,0,0,0,3,0,2.92,"Gipson, Christopher L"
CLCV,115,38911,Mythology of Greece and Rome,0,12,1,1,12,0,0,2,0,0,0,0,0,0,3.39,"Hall, Andrew M"
CLCV,115,38914,Mythology of Greece and Rome,0,14,0,0,8,0,1,1,0,0,1,0,0,0,3.41,"Hall, Andrew M"
CLCV,115,41179,Mythology of Greece and Rome,0,13,0,0,10,0,1,0,0,1,0,0,0,0,3.43,"Bryce, William A"
CLCV,131,30042,"Classical Archaeology, Greece",1,5,3,2,7,5,0,1,1,0,1,0,0,0,3.1,"Kreindler, Katharine R"
CLCV,160,63183,Ancient Greek & Roman Religion,2,7,3,2,3,2,1,1,0,0,0,0,1,0,3.29,"Witzke, Serena S"
CLCV,220,33445,History of Ancient Greece,0,3,8,9,1,1,0,1,2,0,0,0,0,1,3.29,"Bosak-Schroeder, Clara R"
CLCV,225,51926,"Greco-Roman Demo, Econ, Cult",0,17,1,0,4,0,0,0,0,0,0,0,1,0,3.64,"Solomon, Jon"
CLCV,231,58966,Development of Ancient Cities,5,0,2,2,5,1,0,2,2,1,1,0,0,0,2.92,"Kreindler, Katharine R"
CLCV,240,33544,Sex & Gender in Antiquity,0,9,4,5,2,1,0,1,1,0,0,0,0,0,3.46,"Tzanetou, Angeliki"
CMN,102,53390,Intro to Comm Theory & Res,25,66,47,47,61,26,26,14,3,3,2,0,2,1,3.25,"Quick, Brian L"
CMN,113,53440,Small Group Communication,0,4,7,0,3,4,3,0,2,0,0,0,0,0,3.12,"Bryan, Ann L"
CMN,113,53439,Small Group Communication,4,7,5,3,4,2,1,0,0,1,0,0,1,0,3.33,"Reynolds-Tylus, Tobias J"
CMN,211,53450,Business Communication,0,7,2,5,2,2,1,1,1,0,0,0,0,1,3.3,"Ditewig-Morris, Kathleen"
CMN,211,53451,Business Communication,0,5,5,3,0,5,0,2,3,0,1,1,0,0,2.89,"Ditewig-Morris, Kathleen"
CMN,211,53452,Business Communication,0,17,6,1,0,0,0,0,0,0,0,0,0,0,3.89,"Costello, Thomas J"
CMN,212,53453,Intro to Organizational Comm,2,7,7,1,2,6,2,1,1,0,0,0,0,0,3.29,"Poole, Marshall S"
CMN,212,53454,Intro to Organizational Comm,3,7,3,7,3,0,1,2,0,0,1,0,0,0,3.36,"Proulx, Jeffrey"
CMN,212,53455,Intro to Organizational Comm,6,4,5,8,3,1,1,0,1,0,0,1,0,0,3.38,"Poole, Marshall S"
CMN,212,53456,Intro to Organizational Comm,2,8,4,1,5,2,2,0,1,1,1,0,1,0,3.11,"Bryan, Ann L"
CMN,220,53459,Communicating Public Policy,0,6,9,1,0,5,0,0,1,0,0,0,0,0,3.43,"Pitchford, Matthew C"
CMN,230,53467,Intro to Interpersonal Comm,34,56,52,23,35,13,4,4,1,1,3,1,2,0,3.45,"Guntzviller, Lisa"
CMN,232,53464,Intro to Intercultural Comm,4,15,3,2,0,0,2,1,0,0,0,0,0,0,3.72,"Koven, Michele E"
CMN,232,61114,Intro to Intercultural Comm,3,5,5,5,4,0,2,1,1,0,0,0,0,0,3.36,"Moga, Jillian L"
CMN,260,53992,Intro to Health Communication,1,5,8,6,2,3,1,1,0,0,0,0,0,0,3.4,"Martinez Gonzal, Andrea"
CMN,260,53993,Intro to Health Communication,1,11,7,4,3,1,0,0,1,0,0,0,0,0,3.58,"Martinez Gonzal, Andrea"
CMN,260,61727,Intro to Health Communication,0,7,6,3,7,2,2,1,0,0,0,0,0,0,3.32,"Williamson, Lillie D"
CMN,260,64495,Intro to Health Communication,4,6,5,7,3,4,1,0,0,0,0,0,0,0,3.46,"Smith, Marisa A"
CMN,275,57795,"Media, Money and Power",1,6,6,3,3,2,2,0,4,0,0,0,0,0,3.17,"McChesney, Robert W"
CMN,277,53476,Intro to Mediated Comm,14,14,7,10,13,6,6,10,0,0,1,0,1,0,3.18,"Tewksbury, David H"
CMN,280,53991,Comm Technology & Society,1,4,8,4,5,3,0,2,1,0,1,0,0,0,3.18,"Jackson, Sally A"
CMN,321,53485,Strategies of Persuasion,0,9,0,6,14,5,6,18,1,3,6,2,8,0,2.23,"Murphy, John M"
CMN,323,53495,Argumentation,0,17,3,0,1,0,0,0,0,0,0,0,0,0,3.91,"Bellwood, Alia R"
CMN,336,53994,Family Communication,0,6,14,3,1,0,4,0,0,0,0,0,0,0,3.49,"Wang, Ningxin"
CMN,336,53995,Family Communication,4,8,4,6,4,1,1,1,0,0,0,0,1,0,3.39,"Wehrman, Erin C"
CMN,336,61387,Family Communication,6,14,3,3,1,1,0,1,0,0,1,0,0,0,3.66,"Abendschein, Bryan"
CMN,336,61388,Family Communication,5,13,4,2,2,1,0,0,0,0,0,0,0,0,3.78,"Abendschein, Bryan"
CMN,336,65091,Family Communication,2,5,2,6,5,3,2,2,1,0,0,0,0,0,3.17,"Roache, David J"
CMN,336,65092,Family Communication,1,2,5,4,5,2,3,0,3,2,0,0,1,0,2.81,"Roache, David J"
CMN,340,61773,Visual Politics,0,11,6,3,2,2,0,2,2,0,0,1,0,0,3.29,"Bisbee, Donovan S"
CMN,340,62002,Visual Politics,0,12,6,3,1,1,0,1,1,0,0,0,0,0,3.57,"Weickum, Nikki R"
CMN,340,65085,Visual Politics,0,9,11,3,3,3,1,0,0,0,0,0,0,0,3.52,"Bruner, Katie"
CMN,345,67165,Visual Media Effects,0,3,1,3,10,3,3,6,0,3,0,0,0,0,2.71,"Bigsby, Elisabeth"
CMN,368,56053,Sexual Communication,12,100,10,11,59,4,4,27,0,0,6,0,7,1,3.24,"Ramey, Mary E"
CMN,370,66171,Political Economy of Comm,2,5,9,3,0,1,0,0,0,0,0,0,1,0,3.51,"McChesney, Robert W"
CMN,377,64499,Propaganda and Modern Society,0,11,8,3,3,4,1,2,0,0,0,0,1,0,3.31,"Stole, Inger L"
CMN,377,64500,Propaganda and Modern Society,1,8,4,7,5,3,1,2,1,1,1,0,1,0,3.07,"Stole, Inger L"
CMN,396,53999,Org Comm & Diversity,2,1,5,11,4,3,4,0,0,1,0,0,0,1,3.15,"Wright-Dixon, Trina J"
CMN,396,53504,Commmunicating for Innovation,0,7,10,9,5,0,0,4,0,0,0,0,0,0,3.36,"Barley, William"
CMN,396,66367,"Race, Class, Gender & Work",0,4,1,6,5,5,3,2,2,1,0,0,2,0,2.7,"Wright-Dixon, Trina J"
CMN,396,66408,Leadership Comm Theory/Pract,0,18,3,2,0,0,0,0,0,0,0,0,0,1,3.9,"Costello, Thomas J"
CMN,410,64501,Workplace Comm Technology,0,13,6,4,6,1,2,0,0,0,0,0,0,0,3.55,"Barley, William"
CMN,421,53522,Persuasion Theory & Research,0,3,3,2,6,2,2,4,1,1,0,1,0,0,2.81,"Bigsby, Elisabeth"
CMN,429,53527,Race and the Mass Media,0,3,1,1,6,2,1,4,2,2,1,0,1,0,2.52,"Bigman-Galimore, Cabral A"
CMN,429,58707,Race and the Mass Media,3,5,3,3,0,5,3,1,1,0,0,0,0,0,3.24,"Dixon, Travis L"
CMN,435,54921,Adv Interpersonal Comm,1,12,7,1,5,0,0,0,0,0,1,0,1,0,3.47,"Ramey, Mary E"
CMN,435,54922,Adv Interpersonal Comm,0,10,2,7,4,3,0,0,2,0,1,0,0,0,3.28,"Ramey, Mary E"
CMN,464,55637,Health Communication Campaigns,2,11,9,8,9,6,1,1,2,0,0,0,0,1,3.34,"Quick, Brian L"
CMN,476,64839,Commercialism and the Public,0,8,10,5,5,1,1,0,0,0,0,0,0,0,3.52,"Stole, Inger L"
CPSC,112,31645,Introduction to Crop Sciences,8,26,15,11,16,5,3,4,1,0,0,0,0,0,3.43,"Pittelkow, Cameron M"
CPSC,113,55640,"Environment, Agric, & Society",2,36,12,5,5,0,2,3,1,0,0,0,1,0,3.58,"Rayburn, A L"
CPSC,213,58408,Evolution in Action,24,22,11,17,25,4,5,19,0,0,3,0,13,4,2.93,"Rayburn, A L"
CPSC,215,60263,The Prairie and Bioenergy,2,6,4,3,6,1,0,0,0,0,0,0,0,1,3.52,"Voigt, Thomas B"
CPSC,226,33543,Introduction to Weed Science,2,12,1,2,19,0,0,16,3,0,2,1,0,1,2.81,"Tranel, Patrick J"
CPSC,270,33486,Applied Entomology,3,8,0,3,2,2,1,1,0,0,0,0,1,0,3.32,"Weinzierl, Richard A"
CPSC,419,58725,Midwest Agricultural Practices,0,29,3,0,1,0,0,0,0,0,0,0,1,0,3.82,"Juvik, John A"
CPSC,426,30084,Weed Mgt in Agronomic Crops,0,19,0,0,11,0,0,2,0,0,1,0,0,0,3.45,"Riechers, Dean E"
CPSC,437,55676,Principles of Agroecology,6,12,0,5,3,0,2,1,0,0,0,0,0,0,3.6,"Villamil, Maria B"
CPSC,440,33573,Applied Statistical Methods I,1,29,29,10,17,11,3,6,1,3,0,1,3,1,3.21,"Lipka, Alexander E"
CPSC,452,30076,Advanced Plant Genetics,1,8,6,7,1,1,1,0,0,0,0,0,0,0,3.57,"Jamann, Tiffany M"
CS,100,30094,Freshman Orientation,0,279,0,5,11,0,1,6,0,0,3,0,6,1,3.8,"Pitt, Leonard B"
CS,101,35879,Intro Computing: Engrg & Sci,93,154,124,67,72,36,39,26,11,10,15,14,21,2,3.19,"Davis, Neal E"
CS,105,35823,Intro Computing: Non-Tech,125,191,109,87,76,25,15,8,6,4,2,1,11,1,3.51,"Hellwig, Martin"
CS,125,35876,Intro to Computer Science,38,60,24,12,14,20,11,14,3,1,1,1,1,0,3.39,"Chapman, William L"
CS,125,35878,Intro to Computer Science,33,55,26,13,28,14,13,4,3,1,0,2,1,1,3.41,"Chapman, William L"
CS,125,50158,Intro to Computer Science,32,63,28,9,21,15,12,9,3,1,0,0,1,1,3.44,"Chapman, William L"
CS,126,66322,Software Design Studio,4,23,0,3,1,1,1,0,1,0,0,0,0,0,3.75,"Zilles, Craig"
CS,173,51495,Discrete Structures,0,5,6,1,6,5,1,1,1,1,1,0,1,0,2.93,"Fleck, Margaret M"
CS,173,51496,Discrete Structures,1,6,12,6,3,1,1,1,0,1,0,0,0,0,3.42,"Fleck, Margaret M"
CS,173,51497,Discrete Structures,0,3,5,3,9,8,3,2,0,0,0,0,0,0,3.02,"Fleck, Margaret M"
CS,173,51498,Discrete Structures,0,5,7,3,4,4,1,4,0,0,1,0,1,0,2.99,"Fleck, Margaret M"
CS,173,51499,Discrete Structures,0,4,7,4,8,1,4,4,1,2,1,1,0,0,2.84,"Fleck, Margaret M"
CS,173,60278,Discrete Structures,1,7,7,8,3,6,2,1,1,3,1,1,0,0,3.01,"Fleck, Margaret M"
CS,173,63143,Discrete Structures,4,7,7,6,5,3,2,1,0,1,2,2,1,1,3.02,"Fleck, Margaret M"
CS,173,63144,Discrete Structures,0,4,5,4,7,4,3,3,1,4,1,0,1,0,2.71,"Fleck, Margaret M"
CS,173,63145,Discrete Structures,2,8,7,6,3,4,4,3,2,0,0,0,0,1,3.18,"Fleck, Margaret M"
CS,173,63146,Discrete Structures,1,6,4,5,4,3,3,7,0,1,2,0,0,2,2.88,"Fleck, Margaret M"
CS,173,51500,Discrete Structures,1,5,6,7,4,5,0,1,0,0,0,0,0,0,3.33,"Fleck, Margaret M"
CS,173,51469,Discrete Structures,2,3,3,3,3,4,2,4,1,0,0,1,1,0,2.8,"Fleck, Margaret M"
