Subject,Course,CRN,Course Title,Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
BTW,250,31535,Principles Bus Comm,S1,ONL,120211,0,9,3,0,1,0,2,0,1,0,2,0,3,0,2.78,"Gilmore, Shawn P"
BTW,250,31517,Principles Bus Comm,S3,ONL,120211,0,11,5,1,4,0,0,0,0,0,0,0,0,0,3.7,"McGuire, Lee"
BTW,250,70300,Principles Bus Comm,T3,ONL,120211,0,5,5,6,4,1,0,0,0,0,0,0,0,0,3.48,"Merrill, Andrew"
BTW,271,31557,Persuasive Writing,Q,ONL,120211,4,5,5,4,2,1,0,0,0,0,0,0,0,0,3.64,"Merrill, Andrew"
BUS,199,69305,Coaching for Success,N,ONL,120211,14,4,0,0,1,0,2,0,0,1,0,0,0,0,3.68,"Fletcher, Heather R"
BUS,201,68640,Business Dynamics,A,LCD,120211,16,10,1,3,0,0,0,1,0,0,0,0,0,0,3.86,"Warnick, Emerson T"
BUS,201,68641,Business Dynamics,B,ONL,120211,3,47,2,1,0,0,0,0,0,0,0,0,0,0,3.97,"Luckman, Elizabeth"
BUS,201,70068,Business Dynamics,D,ONL,120211,0,46,1,6,1,0,1,0,0,0,0,0,0,0,3.87,"Keating, Kari H"
BUS,201,70069,Business Dynamics,E,ONL,120211,13,29,7,1,1,1,0,0,0,0,0,0,0,0,3.9,"Dahl, James G"
BUS,201,70070,Business Dynamics,F,ONL,120211,0,44,6,1,1,0,0,0,0,1,0,0,2,0,3.74,"Keating, Kari H"
BUS,201,70072,Business Dynamics,H,ONL,120211,0,45,9,0,1,0,0,0,0,0,0,0,0,0,3.93,"Keating, Kari H"
BUS,201,70073,Business Dynamics,I,ONL,120211,0,42,9,1,1,0,1,0,0,0,0,0,0,0,3.88,"Sanchez, Carmen J"
BUS,201,70074,Business Dynamics,J,ONL,120211,0,42,3,3,2,1,0,0,0,0,0,0,2,0,3.73,"Sanchez, Carmen J"
BUS,401,70160,Global Business Perspectives,A,ONL,120211,16,13,2,4,1,2,1,1,0,0,0,0,0,0,3.73,"Martinez, Candace A"
CEE,201,72875,Systems Engrg & Economics,ONL,ONL,120211,8,4,6,7,1,4,2,2,2,1,0,1,2,0,3.03,"Meidani, Hadi"
CEE,202,31708,Engineering Risk & Uncertainty,ONL,ONL,120211,12,33,25,15,8,5,1,0,0,0,0,0,0,0,3.65,"Tessum, Christopher M"
CEE,300,36261,Behavior of Materials,AE1,LCD,120211,0,3,4,3,8,8,5,6,1,0,0,2,1,0,2.65,"Henschen, Jacob D"
CEE,300,72316,Behavior of Materials,OL1,OLC,120211,1,2,3,2,2,4,7,1,0,0,1,0,0,0,2.85,"Henschen, Jacob D"
CEE,320,31698,Construction Engineering,IP,LEC,120211,1,25,8,4,2,0,1,0,0,0,0,0,0,0,3.78,"Ignacio, Ernest-John D"
CEE,320,72343,Construction Engineering,ONL,ONL,120211,3,19,8,5,1,2,0,2,1,0,0,1,0,0,3.54,"Ignacio, Ernest-John D"
CEE,330,31700,Environmental Engineering,DA,LCD,120211,5,6,12,8,7,5,3,2,0,0,0,0,0,0,3.33,"Nguyen, Thanh H"
CEE,330,72454,Environmental Engineering,ONL,ONL,120211,6,21,12,7,3,5,7,5,0,0,1,0,0,0,3.36,"Nguyen, Thanh H"
CEE,360,31702,Structural Engineering,ONL,ONL,120211,4,14,9,5,4,2,2,4,3,2,2,1,0,0,3.12,"Cha, Eun Jeong"
CEE,380,72881,Geotechnical Engineering,OL1,ONL,120211,1,2,1,3,4,5,1,3,1,1,0,0,0,0,2.83,"Makhnenko, Roman"
CEE,420,68027,Construction Productivity,OL3,ONL,120211,1,17,17,18,10,12,4,1,1,1,1,0,0,0,3.27,"Liu, Liang Y"
CEE,420,57665,Construction Productivity,OL4,ONL,120211,0,4,3,5,3,3,1,2,1,1,0,0,0,0,3.04,"Liu, Liang Y"
CEE,421,68028,Construction Planning,OL3,ONL,120211,4,16,12,13,5,2,2,3,1,1,0,1,1,0,3.31,"El-Rayes, Khaled A"
CEE,437,70860,Water Quality Engineering,ONL,ONL,120211,0,9,4,3,3,0,1,1,0,0,0,0,0,0,3.52,"Cusick, Roland"
CEE,449,72585,Environmental Engineering Lab,ONL,ONL,120211,3,6,10,10,4,1,0,0,0,0,0,0,0,0,3.55,"Marinas, Benito J"
CEE,460,31703,Steel Structures I,ONL,ONL,120211,5,22,5,4,5,3,2,1,0,2,2,1,3,0,3.18,"Lombardo, Franklin T"
CEE,461,62828,Reinforced Concrete I,ONL,ONL,120211,0,2,3,5,5,5,4,1,0,4,2,2,3,0,2.33,"Henschen, Jacob D"
CEE,462,62439,Steel Structures II,OL4,ONL,120211,31,23,3,1,0,0,0,0,0,0,0,0,0,0,3.97,"Fahnestock, Larry A"
CEE,470,68033,Structural Analysis,OLA,ONL,120211,2,8,1,2,6,1,3,0,0,0,0,0,0,0,3.39,"Zhang, Xiaojia"
CEE,484,65757,Applied Soil Mechanics,ONL,ONL,120211,3,17,0,2,5,1,1,0,0,0,1,0,1,0,3.49,"Tom, Joe G"
CEE,498,70794,Construction Safety,CO3,ONL,120211,1,12,11,0,1,0,0,0,0,0,0,0,0,0,3.81,"Ignacio, Ernest-John D"
CEE,528,50048,Construction Data Modeling,ONL,ONL,120211,3,16,7,5,0,1,0,0,0,0,0,0,0,0,3.78,"El-Gohary, Nora"
CEE,537,69327,Water Quality Control Proc I,ONL,ONL,120211,2,6,3,3,6,2,0,0,0,0,0,0,0,0,3.47,"Marinas, Benito J"
CEE,570,31749,Finite Element Methods,DA,LCD,120211,3,6,5,8,5,0,0,0,0,0,0,0,0,0,3.56,"Duarte, Carlos A"
CEE,572,57670,Earthquake Engineering,ONL,ONL,120211,4,27,2,0,1,0,0,0,0,0,0,0,0,0,3.95,"Elbanna, Ahmed"
CHBE,221,60171,Principles of CHE,A,OLC,120211,0,8,3,4,4,0,5,4,5,2,0,0,3,0,2.61,"Hammack, William S"
CHBE,321,32027,Thermodynamics,AL1,OLC,120211,6,22,16,16,22,22,5,2,2,0,0,0,0,0,3.25,"Kong, Hyun Joon"
CHBE,421,71668,Momentum and Heat Transfer,AL1,OLC,120211,2,5,2,3,5,5,3,6,2,0,0,0,2,0,2.74,"Diao, Ying"
CHBE,422,32032,Mass Transfer Operations,AL1,OLC,120211,1,22,5,4,43,4,5,29,5,1,4,1,0,0,2.8,"Flaherty, David W"
CHBE,424,32041,Chemical Reaction Engineering,A,OLC,120211,4,28,0,2,30,0,3,35,0,0,10,2,3,0,2.68,"Zhao, Huimin"
CHBE,430,32037,Unit Operations Laboratory,AL1,OLC,120211,0,1,6,21,25,13,1,2,1,0,0,0,0,0,3.05,"Monye, Uzoma"
CHBE,431,58879,Process Design,AL1,OLC,120211,8,18,11,20,13,4,0,6,0,0,0,0,0,0,3.41,"Floess, Joachim"
CHBE,440,61790,Process Control and Dynamics,A,OLC,120211,4,12,8,6,5,5,4,6,3,0,1,0,2,0,3.02,"Sing, Charles E"
CHBE,453,32042,Electrochemical Engineering,A,OLC,120211,3,21,7,11,9,12,3,4,2,0,0,0,0,0,3.27,"Su, Xiao"
CHBE,471,31772,Biochemical Engineering,MLK,OLC,120211,1,28,1,0,7,1,0,1,0,0,2,0,0,0,3.59,"Kraft, Mary L"
CHBE,475,59699,Tissue Engineering,BAH,OLC,120211,0,25,14,1,0,0,0,0,0,0,0,0,0,0,3.87,"Harley, Brendan A"
CHBE,494,69169,Comp Methods in Chemical Engr,CVR,LEC,120211,8,11,3,3,2,1,1,0,3,0,1,0,0,0,3.45,"Rao, Christopher V"
CHBE,494,68623,Statistics in Chemical Engrg,ST,OLC,120211,3,5,4,5,9,3,1,0,0,0,0,0,0,0,3.36,"Peters, Baron G"
CHBE,523,32132,Heat and Mass Transfer,A,OLC,120211,2,11,0,0,5,3,0,2,0,0,0,0,0,0,3.44,"Higdon, Jonathan J"
CHBE,571,61909,Bioinformatics,A1,OLC,120211,23,7,1,0,0,1,0,0,0,0,1,0,1,0,3.75,"Zhao, Sihai D"
CHEM,101,59958,Introductory Chemistry,AL1,OLC,120211,5,22,16,19,19,18,20,16,12,6,9,3,18,0,2.47,"McCarren, Elise M"
CHEM,102,32172,General Chemistry I,AL1,OLC,120211,5,20,10,26,34,48,32,40,17,12,13,14,20,0,2.32,"Hummel, Thomas J"
CHEM,102,46568,General Chemistry I,BL1,OLC,120211,2,16,25,32,43,38,40,38,25,17,1,5,11,0,2.52,"Gunasekera, Mutha Merenna"
CHEM,102,47915,General Chemistry I,CL1,OLC,120211,3,7,11,12,19,16,19,19,19,21,16,15,30,0,1.87,"Marville, Kelly"
CHEM,102,32179,General Chemistry I,DL1,OLC,120211,6,7,4,5,5,7,7,9,6,4,3,5,8,0,2.28,"Marville, Kelly"
CHEM,103,68533,General Chemistry Lab I,LEC,OLC,120211,298,238,97,66,67,29,30,14,16,12,7,8,34,0,3.44,"Leveritt, John M"
CHEM,104,32231,General Chemistry II,AL1,OLC,120211,11,44,32,22,25,13,20,21,16,19,13,5,6,0,2.74,"Ray, Christian R"
CHEM,104,32261,General Chemistry II,BL1,OLC,120211,5,36,22,20,28,19,25,15,17,9,2,5,5,0,2.79,"Andino Martinez, Jose G"
CHEM,104,32305,General Chemistry II,CL1,OLC,120211,1,19,17,32,30,18,6,10,12,7,2,4,2,0,2.84,"Andino Martinez, Jose G"
CHEM,104,32309,General Chemistry II,DL1,OLC,120211,15,43,37,31,33,15,10,17,22,15,7,1,3,0,2.94,"Ray, Christian R"
CHEM,105,68534,General Chemistry Lab II,LEC,OLC,120211,265,376,103,71,58,19,19,15,7,5,8,0,6,0,3.68,"Gunasekera, Mutha Merenna"
CHEM,108,39201,"Chemistry, Everyday Phenomena",AL,ONL,120211,19,16,2,4,4,0,0,1,0,1,0,0,0,0,3.74,"Leveritt, John M"
CHEM,199,69594,Undergraduate Open Seminar,DG2,DIS,120211,3,16,1,0,3,0,0,0,0,0,0,0,0,0,3.86,"McCarren, Elise M"
CHEM,199,32559,Undergraduate Open Seminar,M,DIS,120211,43,300,10,0,2,1,0,0,0,0,3,1,0,0,3.95,"McCarren, Elise M"
CHEM,204,32457,Accelerated Chemistry II,AL1,OLC,120211,4,29,6,8,13,7,12,7,11,3,8,3,2,0,2.77,"Decoste, Donald J"
CHEM,205,32545,Accelerated Chemistry Lab II,AL1,OLC,120211,2,38,29,15,11,5,0,0,1,0,1,1,1,0,3.52,"Huang, Tina H"
CHEM,232,53070,Elementary Organic Chemistry I,AL1,OLC,120211,10,30,17,13,22,16,11,15,13,7,8,2,1,0,2.85,"Axelson, Jordan C"
CHEM,232,63826,Elementary Organic Chemistry I,AL2,OLC,120211,21,48,40,32,59,33,20,24,7,11,5,3,3,0,3.01,"Axelson, Jordan C"
CHEM,232,71684,Elementary Organic Chemistry I,DL2,ONL,120211,2,4,4,5,4,1,5,4,1,2,3,0,0,0,2.77,"Axelson, Jordan C"
CHEM,233,32573,Elementary Organic Chem Lab I,AL1,OLC,120211,3,74,76,23,20,9,3,5,1,1,0,0,2,0,3.54,"Kell, David A"
CHEM,233,32576,Elementary Organic Chem Lab I,AL2,OLC,120211,14,84,78,37,22,5,6,9,1,1,0,0,2,0,3.54,"Kell, David A"
CHEM,236,32600,Fundamental Organic Chem I,AL1,OLC,120211,1,19,5,5,12,3,3,9,3,0,1,0,1,0,3.06,"Mehta, Angad P"
CHEM,237,32612,Structure and Synthesis,AL1,LEC,120211,1,8,5,5,6,5,7,6,3,0,0,0,0,0,2.95,"Hergenrother, Paul"
CHEM,312,32624,Inorganic Chemistry,A,LEC,120211,6,3,5,4,4,0,1,1,0,1,0,1,1,0,3.19,"Olshansky, Lisa"
CHEM,315,32638,Instrumental Chem Systems Lab,AL1,OLC,120211,1,20,8,6,3,1,2,7,0,0,0,0,0,0,3.41,"Gewirth, Andrew A"
CHEM,332,60621,Elementary Organic Chem II,AL1,OLC,120211,4,35,31,24,38,27,23,30,11,20,17,10,13,0,2.54,"Koerner, Michael"
CHEM,360,59243,Chemistry of the Environment,A,OLC,120211,5,84,51,25,15,4,1,1,0,0,0,0,0,0,3.69,"Huang, Tina H"
CHEM,420,32639,Instrumental Characterization,A,OLC,120211,2,7,6,6,8,7,9,3,4,2,0,1,0,0,2.87,"Han, Hee Sun"
CHEM,436,32672,Fundamental Organic Chem II,A,OLC,120211,3,8,4,7,10,6,13,7,11,0,5,0,4,0,2.51,"Chan, Jefferson K"
CHEM,440,70046,Physical Chemistry Principles,A,LEC,120211,0,11,7,4,4,1,0,0,1,0,0,0,0,0,3.55,"Woon, David E"
CHEM,442,32679,Physical Chemistry I,A,OLC,120211,0,13,5,0,6,0,0,0,0,0,0,0,0,0,3.68,"Gruebele, Martin H"
CHEM,442,71527,Physical Chemistry I,B,OLC,120211,0,3,2,3,5,5,0,1,2,0,0,0,3,0,2.63,"Jackson, Nicholas E"
CHEM,444,32681,Physical Chemistry II,B,OLC,120211,0,5,4,2,2,1,3,2,0,2,0,0,0,0,3.03,"Jain, Prashant"
CHEM,474,64931,Drug Discovery & Development,A,OLC,120211,10,16,10,8,17,11,7,4,5,2,4,2,2,0,2.94,"Mitchell, Douglas A"
CHEM,524,32749,Electrochemical Methods,A,OLC,120211,0,21,3,0,2,0,0,1,0,0,0,0,0,0,3.82,"Shen, Mei"
CHEM,530,43148,Structure and Spectroscopy,A,LEC,120211,2,10,5,2,6,4,0,1,0,0,0,0,0,0,3.46,"Denmark, Scott E"
CHEM,588,43049,Physical Methods Mat Chem,A,OLC,120211,8,6,7,3,0,0,0,0,0,0,0,0,0,0,3.82,"Nuzzo, Ralph G"
CHLH,100,31075,Contemporary Health,AL1,OLC,120211,9,82,25,8,7,10,4,1,1,0,3,0,1,0,3.62,"O'Donnell, Madison A"
CHLH,101,31079,Introduction to Public Health,AL1,OLC,120211,19,23,17,3,15,5,6,2,3,2,1,1,5,0,3.2,"Yarnot, Rebecca K"
CHLH,101,31089,Introduction to Public Health,BL1,OLC,120211,8,28,25,10,9,3,4,4,1,1,2,0,1,0,3.4,"Bensken, Jeanine D"
CHLH,101,63867,Introduction to Public Health,ON1,ONL,120211,36,60,33,17,23,7,4,9,3,3,1,1,1,0,3.47,"Fujimoto, Elinor M"
CHLH,125,57044,Orientation KIN & Comm Health,A,OLC,120211,45,25,0,0,12,0,0,2,0,0,2,0,2,0,3.66,"Heintz, Hollie"
CHLH,200,31113,Mental Health,A,OLC,120211,0,93,0,0,32,0,0,11,0,0,3,0,4,0,3.45,"Gobin, Robyn L"
CHLH,201,64927,Public Health Research Methods,AL1,OLC,120211,19,27,20,15,4,2,2,1,2,1,1,1,5,0,3.38,"Klonoff-Cohen, Hillary"
CHLH,206,65902,Human Sexuality,AAP,OLC,120211,0,24,0,0,1,0,0,3,0,0,1,0,1,0,3.53,"Oke, Adeyosola O"
CHLH,206,31167,Human Sexuality,ON1,ONL,120211,20,107,34,13,11,8,3,7,0,0,1,1,1,0,3.66,"Rinaldi-Miles, Anna I"
CHLH,206,57810,Human Sexuality,ON2,ONL,120211,8,82,22,17,11,11,5,6,7,0,3,0,19,0,3.13,"Rinaldi-Miles, Anna I"
CHLH,210,48218,Community Health Organizations,A,OLC,120211,37,12,12,2,5,2,0,4,1,2,2,1,6,0,3.28,"Pellum, Danielle M"
CHLH,243,57812,Drug Use and Abuse,OL,ONL,120211,162,113,43,16,23,13,8,5,11,3,8,5,18,0,3.45,"Kersh, Renique"
CHLH,243,65894,Drug Use and Abuse,ON,ONL,120211,143,85,24,10,6,5,0,2,0,1,2,0,4,0,3.8,"Kersh, Renique"
CHLH,250,31249,Health Care Systems,A,OLC,120211,9,51,11,5,5,1,3,2,0,2,0,3,1,0,3.55,"Raj, Minakshi"
CHLH,250,55839,Health Care Systems,A1,OLC,120211,0,32,0,0,5,0,0,0,0,0,0,0,0,0,3.86,"Melesse, Biniyam B"
CHLH,260,31261,Introduction to Medical Ethics,AL1,OLC,120211,30,48,9,6,3,6,0,0,0,0,0,0,0,0,3.82,"Klonoff-Cohen, Hillary"
CHLH,260,70242,Introduction to Medical Ethics,CL1,OLC,120211,37,65,20,2,7,2,1,2,2,0,1,0,1,0,3.75,"Mamaril, Cezar Brian C"
CHLH,274,65870,Introduction to Epidemiology,ONL,ONL,120211,36,32,42,13,13,17,3,6,3,4,3,2,17,0,3.08,"Darfour-Oduro, Sandra A"
CHLH,304,31156,Foundations of Health Behavior,AL1,OLC,120211,30,18,13,4,6,5,2,4,4,3,1,0,7,0,3.18,"Clarke, Caitlin L"
CHLH,304,69537,Foundations of Health Behavior,BL1,OLC,120211,15,16,6,6,0,2,1,1,1,2,0,1,3,0,3.35,"DiFilippo, Kristen N"
CHLH,380,54665,Orientation to Internship,B,OD,120211,39,19,19,3,1,3,5,1,1,0,1,0,0,0,3.69,"Clarke, Caitlin L"
CHLH,404,62465,Gerontology,ASU,OLC,120211,19,15,0,0,6,0,0,1,0,0,0,0,1,0,3.72,"Hernandez, Manuel E"
CHLH,407,60721,"Disability, Culture & Society",G4,OLC,120211,0,32,0,0,0,0,0,0,0,0,0,0,1,0,3.88,"Chiu, Chung-Yi"
CHLH,409,31274,Women's Health,A,OLC,120211,0,51,0,0,13,0,0,6,0,0,4,0,4,0,3.32,"Schwingel, Andiara"
CHLH,410,31278,Public Health Practice,A,OLC,120211,25,35,14,17,9,8,2,3,1,2,2,0,1,0,3.47,"Kaplan, Justine"
CHLH,415,57254,International Health,ASU,OLC,120211,12,6,2,2,4,1,1,0,0,0,0,2,7,0,2.82,"Alam, Rifat B"
CHLH,421,31281,Health Data Analysis,1G4,OLC,120211,19,28,17,16,6,7,4,3,3,2,1,3,1,0,3.33,"Kang, Hyojung"
CHLH,455,31287,Health Services Financing,A,OLC,120211,61,1,0,0,1,1,0,1,0,0,1,0,3,0,3.72,"Mamaril, Cezar Brian C"
CHLH,457,31292,Health Planning,A,OLC,120211,12,27,14,12,6,3,3,0,3,0,0,0,2,0,3.48,"Hale, Timothy"
CHLH,458,31294,Health Administration,A,OLC,120211,7,22,14,4,12,2,5,4,1,2,1,0,0,0,3.34,"Becherer, Lauren M"
CHLH,494,55764,Military Veterans,MVU,OLC,120211,0,19,7,0,2,0,0,0,0,1,0,0,2,0,3.53,"Hunniecutt, Jeni"
CHLH,573,70090,Biostatistics in Public Health,AL1,OLC,120211,10,3,3,3,2,3,0,2,0,1,0,0,0,0,3.42,"Geiger, Sarah D"
CHP,199,65555,Special Topics: Uncommon Reads,1,ONL,120211,12,8,0,1,1,0,0,0,0,0,0,0,1,0,3.75,"Fitzjarrald, Amy E"
CI,210,70204,Intro to Digital Learning Env,AD3,OD,120211,0,21,1,2,0,0,1,0,0,0,0,0,0,0,3.87,"Paquette, Luc"
CI,401,46092,Intro Tchg in a Diverse Societ,E,ONL,120211,0,18,8,0,1,0,0,0,0,0,0,0,0,0,3.87,"James, Carrie L"
CI,401,46145,Intro Tchg in a Diverse Societ,M,ONL,120211,16,18,2,1,3,0,0,0,0,0,0,0,0,0,3.89,"Poetzel, Adam R"
CI,401,43425,Intro Tchg in a Diverse Societ,T,ONL,120211,16,13,1,3,3,0,0,1,0,0,0,0,0,0,3.8,"Hale, Jon N"
CI,404,31868,Tchg and Assessing Sec Sch Stu,E,ONL,120211,0,18,1,1,0,0,2,0,0,0,0,0,0,0,3.8,"Gutzmer, Cara K"
CI,404,31869,Tchg and Assessing Sec Sch Stu,MG,ONL,120211,14,6,4,0,1,0,0,0,0,0,0,0,0,0,3.91,"Moermond, Veronica A"
CI,407,31903,Thry Prac in Elem Schl Tchg II,C1,ONL,120211,0,20,1,1,0,2,0,0,0,0,0,0,0,0,3.85,"Dornfeld Tissen, Catherin"
CI,407,31905,Thry Prac in Elem Schl Tchg II,C3,ONL,120211,0,21,1,0,0,0,1,0,0,0,0,0,0,0,3.91,"Dean, Sheila R"
CI,415,52440,"Lang Varieties,Cult,& Learning",A,ONL,120211,0,20,3,1,1,1,0,0,0,0,0,0,0,0,3.85,"Putri, Noerhayati I"
CI,415,52441,"Lang Varieties,Cult,& Learning",B,ONL,120211,0,7,9,6,2,1,0,0,0,0,0,0,0,0,3.59,"Gonzalez, Monica"
CI,415,52443,"Lang Varieties,Cult,& Learning",C,ONL,120211,9,15,2,0,0,1,0,0,0,0,0,0,0,0,3.93,"Lomax, Khalila"
CI,431,31938,Tchg Elementary Mathematics,SE,ONL,120211,3,14,5,3,0,0,1,0,0,0,0,0,0,0,3.8,"Poetzel, Adam R"
CI,432,63325,Invest Approach Elem Math Inst,C2,ONL,120211,12,16,1,1,0,0,0,0,0,0,0,0,0,0,3.97,"Poetzel, Adam R"
CI,432,63326,Invest Approach Elem Math Inst,C3,LCD,120211,8,9,2,0,2,0,0,0,0,0,0,0,0,0,3.87,"Poetzel, Adam R"
CI,439,72181,Critiques of Educational Tech,UG3,ONL,120211,0,22,5,0,0,0,0,0,0,0,0,0,2,0,3.69,"Lindgren, Robb W"
CI,446,64886,Culture in the Classroom,A,ONL,120211,8,16,2,0,1,1,0,0,0,0,0,0,0,0,3.89,"Martinez Negret, Giselle"
CI,451,63332,Tchg Elem Science II,C1,ONL,120211,0,24,0,1,2,0,0,0,0,0,0,0,0,0,3.9,"D'Angelo, Cynthia M"
CI,451,63333,Tchg Elem Science II,C2,ONL,120211,0,15,13,0,2,0,0,0,0,0,0,0,0,0,3.79,"Dean, Sheila R"
CI,473,56816,Disciplinary Literacy,BL2,OLC,120211,0,106,1,0,0,2,0,0,0,0,0,0,0,0,3.97,"Filkins, Scott R"
CI,475,63338,Teach Elem Rdg & Lang Arts I,C1,ONL,120211,0,18,6,1,2,0,0,0,0,0,0,0,0,0,3.83,"MacGregor, Nancy A"
CI,475,63339,Teach Elem Rdg & Lang Arts I,C2,ONL,120211,0,19,6,4,1,0,0,0,0,0,0,0,0,0,3.81,"MacGregor, Nancy A"
CI,475,63340,Teach Elem Rdg & Lang Arts I,C3,ONL,120211,5,16,3,2,1,0,0,1,0,0,0,0,0,0,3.81,"Nam, Yoon Jin"
CI,475,64887,Teach Elem Rdg & Lang Arts I,SE1,ONL,120211,3,19,4,2,0,2,0,1,0,0,0,0,0,0,3.76,"Sinha, Shuchi"
CI,477,63342,Biling ESL Methods & Material,B,ONL,120211,5,25,4,0,2,1,0,0,0,0,0,0,0,0,3.87,"Nunez Cortez, Idalia"
CLCV,102,70175,Medical Terms-GRK & LAT Roots,ON1,ONL,120211,57,19,12,7,2,4,3,0,1,1,0,0,1,0,3.72,"Furner, Jeremy W"
CLCV,111,31318,Mythology of Greece and Rome,A,OLC,120211,8,21,1,0,8,2,0,2,0,1,1,0,3,0,3.31,"Solomon, Jon"
CLCV,114,63842,Introduction to Greek Culture,A,OLC,120211,1,7,7,6,7,1,0,0,1,1,1,0,4,0,2.93,"Sanders, Kirk"
CLCV,115,31319,Mythology of Greece and Rome,ADA,OD,120211,3,20,0,0,3,0,0,2,0,1,1,0,0,0,3.58,"Rahat, Guy"
CLCV,115,31320,Mythology of Greece and Rome,ADB,OD,120211,0,3,10,5,2,0,1,0,0,1,1,0,3,0,2.92,"Frank, Emma"
CLCV,115,31321,Mythology of Greece and Rome,ADC,OD,120211,5,15,0,0,4,0,0,4,0,0,1,1,1,0,3.28,"Rahat, Guy"
CLCV,115,31322,Mythology of Greece and Rome,ADD,OD,120211,14,7,3,1,2,0,1,0,0,1,0,1,0,0,3.62,"Fenton, Vaughn H"
CLCV,115,31323,Mythology of Greece and Rome,ADE,OD,120211,8,10,6,2,2,0,0,1,0,1,1,0,0,0,3.58,"Furner, Jeremy W"
CLCV,115,31324,Mythology of Greece and Rome,ADF,OD,120211,12,15,0,0,0,0,0,1,0,0,0,0,2,0,3.67,"White, Hunter R"
CLCV,115,31326,Mythology of Greece and Rome,ADH,OD,120211,8,10,1,2,4,0,0,2,0,0,1,0,2,0,3.31,"Redding, Austin L"
CLCV,115,31327,Mythology of Greece and Rome,ADI,OD,120211,1,15,0,0,3,1,0,3,0,0,0,1,7,0,2.66,"Rahat, Guy"
CLCV,115,31328,Mythology of Greece and Rome,ADJ,OD,120211,0,5,5,5,5,2,2,0,0,0,0,0,3,0,2.96,"Frank, Emma"
CLCV,115,31329,Mythology of Greece and Rome,ADK,OD,120211,7,16,0,0,3,0,0,1,0,0,0,0,3,0,3.43,"White, Hunter R"
CLCV,115,31330,Mythology of Greece and Rome,ADL,OD,120211,0,26,0,1,1,0,0,1,0,0,0,0,0,0,3.87,"Karnes, Victoria A"
CLCV,115,38766,Mythology of Greece and Rome,ADM,OD,120211,6,20,0,0,2,0,0,2,0,0,0,0,1,0,3.68,"Redding, Austin L"
CLCV,115,52436,Mythology of Greece and Rome,ADP,OD,120211,9,15,0,1,3,0,0,0,0,0,0,0,2,0,3.61,"Redding, Austin L"
CLCV,115,68571,Mythology of Greece and Rome,ADR,OD,120211,1,24,0,2,1,0,0,1,0,0,1,0,1,0,3.63,"Karnes, Victoria A"
CLCV,116,31331,The Roman Achievement,A,OLC,120211,19,54,39,8,18,2,4,1,1,0,1,0,2,0,3.59,"Walters, Brian C"
CLCV,120,70179,The Classical Tradition,B,OLC,120211,27,4,2,0,1,2,0,1,0,1,2,0,1,0,3.54,"Hadjipolycarpou, Maria"
CLCV,133,70705,Archaeology of Israel,A,OLC,120211,19,2,0,0,0,0,0,1,0,0,0,0,0,0,3.91,"Kaufman, Brett S"
CLCV,220,63846,Animals in Literature,D,OLC,120211,1,3,3,2,0,3,2,1,2,0,0,0,6,0,2.25,"Williams, Craig A"
CLCV,224,71551,Amer Race&Ethnicity ClasicTrad,AD0,OD,120211,4,22,0,0,1,0,1,0,0,0,0,0,1,0,3.77,"Oliveira, Marcella"
CLCV,224,70183,Amer Race&Ethnicity ClasicTrad,AD1,OD,120211,5,16,1,0,4,0,1,2,0,0,0,0,0,0,3.66,"Smith, Allen"
CLCV,224,70184,Amer Race&Ethnicity ClasicTrad,AD2,OD,120211,8,13,0,0,5,0,1,1,0,0,0,0,0,0,3.69,"Oliveira, Marcella"
CLCV,224,70185,Amer Race&Ethnicity ClasicTrad,AD3,OD,120211,5,25,0,0,0,0,0,2,0,0,0,0,0,0,3.88,"Scheele, Genevieve V"
CLCV,224,70186,Amer Race&Ethnicity ClasicTrad,AD4,OD,120211,0,27,1,0,0,0,0,2,0,0,0,0,1,0,3.73,"Rudman, Nicholas A"
CLCV,224,70187,Amer Race&Ethnicity ClasicTrad,AD5,OD,120211,9,22,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Scheele, Genevieve V"
CLCV,224,70188,Amer Race&Ethnicity ClasicTrad,AD6,OD,120211,6,25,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Scheele, Genevieve V"
CLCV,224,71548,Amer Race&Ethnicity ClasicTrad,AD7,OD,120211,10,16,1,0,2,0,0,0,0,0,0,0,0,0,3.92,"Scheele, Genevieve V"
CLCV,224,71549,Amer Race&Ethnicity ClasicTrad,AD8,OD,120211,0,27,1,0,2,0,0,1,0,0,0,0,0,0,3.86,"Neis, Jacob"
CLCV,224,71550,Amer Race&Ethnicity ClasicTrad,AD9,OD,120211,4,20,1,0,3,0,0,0,0,0,0,0,0,0,3.88,"Oliveira, Marcella"
CLCV,231,31342,Development of Ancient Cities,A,OLC,120211,12,19,3,0,1,0,0,1,0,0,0,0,0,0,3.89,"Kaufman, Brett S"
CLCV,250,71737,Sports and Society Greece Rome,A,OLC,120211,6,17,5,0,1,0,0,0,0,0,1,0,0,0,3.81,"Leon Ruiz, Daniel W"
CLCV,323,52525,The Comic Imagination,A,OLC,120211,7,2,1,2,2,0,2,0,1,0,0,1,3,0,2.83,"Traill, Ariana"
