Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CHEM,199,55606,Undergraduate Open Seminar,SG,DIS,120231,11,8,0,1,0,0,1,1,0,0,0,0,0,0,3.8,"Tasneem, Jennifer E"
CHEM,204,32457,Accelerated Chemistry II,AL1,LEC,120231,8,8,10,10,14,10,16,1,5,3,2,1,4,1,2.79,"Decoste, Donald J"
CHEM,205,32545,Accelerated Chemistry Lab II,AL1,LEC,120231,11,43,14,1,2,0,0,0,0,0,0,0,2,0,3.79,"Huang, Tina H"
CHEM,232,53070,Elementary Organic Chemistry I,AL1,LEC,120231,8,22,12,13,18,22,14,11,12,9,3,3,7,1,2.67,"Axelson, Jordan C"
CHEM,232,63826,Elementary Organic Chemistry I,AL2,LEC,120231,22,48,35,31,39,35,28,26,19,5,6,2,9,0,2.9,"Axelson, Jordan C"
CHEM,233,32573,Elementary Organic Chem Lab I,AL1,LEC,120231,191,24,6,5,0,1,0,0,0,0,0,0,1,0,3.95,"Formigao Gameir, Armanda"
CHEM,233,32576,Elementary Organic Chem Lab I,AL2,LEC,120231,211,31,8,6,5,0,1,1,0,0,0,0,1,0,3.93,"Formigao Gameir, Armanda"
CHEM,236,32600,Fundamental Organic Chem I,AL1,LEC,120231,1,22,5,9,10,3,8,4,3,0,0,0,0,0,3.23,"Mehta, Angad P"
CHEM,312,32624,Inorganic Chemistry,A,LEC,120231,13,8,10,3,10,3,0,1,5,0,2,0,8,0,2.87,"Olshansky, Lisa"
CHEM,315,32638,Instrumental Chem Systems Lab,AL1,LEC,120231,2,15,5,2,15,4,1,15,0,0,0,0,1,0,3.02,"Leckband, Deborah E"
CHEM,332,60621,Elementary Organic Chem II,AL1,OLC,120231,19,23,21,18,16,9,10,9,4,3,1,1,6,1,3.08,"Koerner, Michael"
CHEM,332,60622,Elementary Organic Chem II,BL1,LCD,120231,44,37,16,13,13,6,1,6,1,2,2,0,1,0,3.53,"Koerner, Michael"
CHEM,360,59243,Chemistry of the Environment,A,LEC,120231,4,48,20,65,13,5,9,4,1,0,1,0,0,0,3.42,"Huang, Tina H"
CHEM,420,32639,Instrumental Characterization,A,LEC,120231,3,7,18,9,0,2,0,0,0,0,0,0,0,0,3.62,"Gewirth, Andrew A"
CHEM,436,32672,Fundamental Organic Chem II,A,LEC,120231,4,7,2,8,7,6,5,13,5,6,2,1,8,0,2.32,"Chan, Jefferson K"
CHEM,440,70046,Physical Chemistry Principles,A,LEC,120231,3,10,4,7,19,8,0,4,0,0,0,0,0,0,3.21,"Gruebele, Martin H"
CHEM,442,32679,Physical Chemistry I,A,LEC,120231,0,10,2,4,6,4,2,1,0,0,1,0,0,0,3.23,"Jackson, Nicholas E"
CHEM,474,64931,Drug Discovery & Development,A,LEC,120231,6,11,10,9,10,13,3,4,3,2,3,1,3,0,2.89,"Mitchell, Douglas A"
CHEM,524,32749,Electrochemical Methods,A,LEC,120231,3,22,2,3,3,0,0,0,0,0,0,0,0,0,3.83,"Shen, Mei"
CHEM,530,43148,Structure and Spectroscopy,A,LEC,120231,3,9,1,1,5,2,0,1,0,0,0,0,0,1,3.52,"Denmark, Scott E"
CHLH,100,31075,Contemporary Health,AL1,LEC,120231,12,3,1,3,0,3,0,0,0,0,0,0,0,0,3.71,"Fuqua, Stephon"
CHLH,100,71648,Contemporary Health,ON2,ONL,120231,73,91,55,28,29,15,14,12,2,0,5,0,5,1,3.47,"Trask, Jeffrey T"
CHLH,101,31079,Introduction to Public Health,AL1,LEC,120231,33,27,5,3,5,1,1,0,0,0,0,0,0,0,3.84,"Hoopsick, Rachel A"
CHLH,101,63867,Introduction to Public Health,ON1,ONL,120231,0,212,53,18,34,10,5,8,4,0,3,0,4,1,3.61,"Woodson, Markisha J"
CHLH,125,57044,Orientation KIN & Comm Health,A,LCD,120231,15,30,0,0,8,0,0,2,0,0,0,0,0,0,3.78,"Heintz, Hollie"
CHLH,126,71651,Campus Acq Rape Educ (CAPE),A,LCD,120231,15,6,4,0,0,0,0,1,0,0,0,0,0,0,3.87,"Peterson, Nora E"
CHLH,200,74080,Mental Health Issues,ON2,ONL,120231,0,109,61,34,28,19,3,15,4,0,5,0,30,1,3.11,"Woodson, Markisha J"
CHLH,201,64927,Public Health Research Methods,AL1,LEC,120231,11,5,10,9,5,13,3,2,4,1,0,0,5,1,2.93,"Kraay, Alicia N"
CHLH,203,71655,Intro to Health Technology,A,OLC,120231,13,12,5,6,0,0,0,0,0,0,0,1,0,0,3.76,"Hale, Timothy"
CHLH,206,31167,Human Sexuality,ON1,ONL,120231,0,127,0,0,17,0,1,1,0,0,1,0,2,0,3.79,"Grabert, Ren"
CHLH,206,57810,Human Sexuality,ON2,ONL,120231,21,68,14,9,10,4,1,4,4,0,1,2,8,0,3.41,"Cole, Sara L"
CHLH,210,48218,Community Health Organizations,A,LCD,120231,8,7,7,0,1,0,1,1,0,0,0,1,2,0,3.35,"Greenwalt, Nancy H"
CHLH,210,74081,Community Health Organizations,ON1,ONL,120231,31,50,27,11,9,9,1,1,2,2,0,1,2,0,3.57,"Greenwalt, Nancy H"
CHLH,243,65894,Drug Use and Misuse,ON1,ONL,120231,0,223,0,0,46,0,0,6,0,0,2,0,1,1,3.76,"Bazan, Christy N"
CHLH,243,57812,Drug Use and Misuse,ON2,ONL,120231,0,179,0,0,58,0,0,26,0,0,3,0,1,0,3.54,"Bazan, Christy N"
CHLH,244,31246,Health Statistics,AL1,LEC,120231,14,4,1,3,0,3,1,0,1,0,0,1,3,0,3.17,"Chiu, Chung-Yi"
CHLH,250,31249,Health Care Systems,A,LCD,120231,8,55,19,8,8,0,1,3,1,0,0,0,0,0,3.71,"Raj, Minakshi"
CHLH,260,74879,Introduction to Medical Ethics,ON1,ONL,120231,0,174,0,0,8,0,0,0,0,0,0,0,1,0,3.93,"Freehill, Ariel N"
CHLH,260,74082,Introduction to Medical Ethics,ON2,ONL,120231,0,596,0,0,53,0,0,11,0,0,1,0,10,1,3.82,"Freehill, Ariel N"
CHLH,274,31263,Introduction to Epidemiology,A,LCD,120231,5,4,7,3,5,5,3,0,1,1,0,0,0,0,3.24,"Geiger, Sarah D"
CHLH,274,65870,Introduction to Epidemiology,ON2,ONL,120231,89,156,31,26,20,9,5,9,0,0,0,0,8,1,3.67,"Bazan, Christy N"
CHLH,304,31156,Foundations of Health Behavior,AL1,LEC,120231,27,21,16,11,13,4,1,1,3,3,0,1,6,0,3.28,"Frasca, Elizabeth A"
CHLH,304,69537,Foundations of Health Behavior,BL1,LEC,120231,15,14,8,1,2,3,1,0,1,1,0,0,2,0,3.5,"DiFilippo, Kristen N"
CHLH,380,54665,Orientation to Internship,B,INT,120231,0,65,0,0,2,0,0,0,0,0,2,0,1,0,3.83,"Clarke, Caitlin L"
CHLH,404,62465,Gerontology,U1,LCD,120231,9,15,0,1,3,0,0,0,0,0,0,0,0,0,3.87,"Choi, Soyoung"
CHLH,409,31274,Women's Health,A,LCD,120231,40,32,8,1,2,0,1,0,0,0,0,0,0,0,3.92,"Bensken, Jeanine D"
CHLH,410,31278,Public Health Practice,A,LCD,120231,29,36,18,7,8,5,4,0,0,0,0,1,0,0,3.67,"Pearson, Sara L"
CHLH,415,57254,International Health,U1,LEC,120231,14,1,4,1,1,0,0,0,0,0,0,0,0,0,3.86,"Selzer Ninomiya, Ana Laur"
CHLH,421,31281,Health Data Analysis,G1,LCD,120231,14,15,9,6,3,2,1,3,5,1,0,0,0,0,3.42,"Kang, Hyojung"
CHLH,441,71396,Health Behavior and Technology,G1,LCD,120231,5,13,0,1,1,0,0,0,0,0,0,0,1,0,3.76,"Mejia, Shannon"
CHLH,455,31287,Health Services Financing,A,LCD,120231,18,16,10,1,7,2,1,0,2,0,0,0,0,0,3.65,"Mamaril, Cezar Brian C"
CHLH,457,31292,Health Planning,A,LCD,120231,11,17,17,7,8,3,1,1,0,1,1,1,1,0,3.44,"Hale, Timothy"
CHLH,458,31294,Health Administration,A,LCD,120231,27,15,11,8,8,2,0,1,0,0,0,0,0,0,3.7,"Barnes, Lynette C"
CHLH,469,53527,Environmental Health,U1,LCD,120231,75,12,0,0,0,0,1,0,0,0,0,0,0,0,3.98,"Pearson, Sara L"
CHLH,577,58593,Health Program Evaluation,A,LEC,120231,0,20,9,0,1,0,0,0,0,0,0,0,0,0,3.87,"Mejia, Shannon"
CHLH,581,70632,Prof in Public Health,A,LEC,120231,8,14,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Musser, Allison J"
CHP,199,65556,Special Topics: Uncommon Reads,2,DIS,120231,3,12,1,2,4,0,0,0,0,0,0,0,1,0,3.58,"Fitzjarrald, Amy E"
CI,210,70204,Intro to Digital Learning Env,AD,DIS,120231,0,21,3,0,0,1,0,0,0,0,0,0,0,0,3.91,"Kang, Jina"
CI,401,46092,Intro Tchg in a Diverse Societ,E,LCD,120231,26,4,1,0,0,1,0,0,0,0,0,0,1,0,3.83,"Moton, Theopolies J"
CI,401,46145,Intro Tchg in a Diverse Societ,M,LCD,120231,22,6,1,1,0,0,0,1,0,0,0,0,0,0,3.9,"Poetzel, Adam R"
CI,401,43425,Intro Tchg in a Diverse Societ,T,LCD,120231,0,25,6,0,1,0,0,0,1,0,0,0,0,0,3.84,"Hale, Jon N"
CI,404,31869,Tchg and Assessing Sec Sch Stu,MG,ONL,120231,0,15,4,1,4,1,1,1,0,0,0,0,0,0,3.59,"Gutzmer, Cara K"
CI,404,31898,Tchg and Assessing Sec Sch Stu,T,ONL,120231,13,18,0,0,2,1,0,0,1,0,0,0,0,0,3.84,"Masters, Angela L"
CI,415,52441,"Lang Varieties,Cult,& Learning",B,LCD,120231,0,23,3,2,2,0,0,0,0,0,0,0,0,0,3.86,"Gonzalez, Monica"
CI,415,52443,"Lang Varieties,Cult,& Learning",C,LCD,120231,0,26,1,0,0,2,0,0,1,0,0,0,0,0,3.82,"Yang, Hye-In"
CI,432,63324,Invest Approach Elem Math Inst,C1,LCD,120231,0,22,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Altshuler, Mari R"
CI,432,63325,Invest Approach Elem Math Inst,C2,LCD,120231,7,13,0,1,1,2,0,0,0,0,0,0,0,0,3.82,"Poetzel, Adam R"
CI,432,63327,Invest Approach Elem Math Inst,C4,LCD,120231,0,16,4,2,0,0,0,0,0,0,0,0,0,0,3.88,"Altshuler, Mari R"
CI,439,73199,Critiques of Educational Tech,A,ONL,120231,0,22,2,1,0,1,0,0,0,0,0,0,1,0,3.79,"Lindgren, Robb W"
CI,445,70455,Science and Social Studies Inq,A,ONL,120231,0,18,2,1,0,1,0,1,0,0,0,0,0,0,3.8,"Taylor, Angelica I"
CI,446,64886,Culture in the Classroom,A,LCD,120231,12,14,1,0,0,0,0,1,1,0,0,0,0,0,3.84,"Tanner, Mark N"
CI,448,63328,Tchg Elem Social Studies,C1,LCD,120231,21,1,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"McMillian, Rachel D"
CI,448,63330,Tchg Elem Social Studies,C3,LCD,120231,0,24,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Lewis, Alisha L"
CI,451,63332,Tchg Elem Science II,C1,LCD,120231,1,17,5,0,1,0,0,0,0,0,0,0,0,0,3.89,"Talafian, Hamideh"
CI,451,63333,Tchg Elem Science II,C2,LCD,120231,2,19,1,1,0,0,0,0,0,1,0,0,0,0,3.85,"Leonardi, Nicholas J"
CI,473,56816,Disciplinary Literacy,BL2,LEC,120231,41,39,3,3,0,0,2,0,0,0,0,0,0,0,3.93,"Bridges, Matthew M"
CI,475,63338,Teach Elem Rdg & Lang Arts I,C1,LCD,120231,0,16,4,0,2,2,0,0,0,0,0,0,0,0,3.75,"MacGregor, Nancy A"
CI,475,63339,Teach Elem Rdg & Lang Arts I,C2,LCD,120231,5,15,3,0,1,0,0,0,0,0,0,0,0,0,3.92,"Zhang, Jiadi"
CI,475,63341,Teach Elem Rdg & Lang Arts I,C4,LCD,120231,0,14,3,0,4,0,1,0,0,0,0,0,0,0,3.7,"MacGregor, Nancy A"
CI,487,74836,Data Struc for CS Teachers,A,ONL,120231,0,21,4,1,1,0,0,0,1,0,0,0,0,0,3.81,"Paquette, Luc"
CI,517,64240,Bilingual and ESL Assessment,UG,ONL,120231,5,9,5,0,2,2,1,0,0,0,1,0,0,0,3.56,"Durst, Sarah M"
CLCV,100,70178,Vocab Building-GRK & LAT Roots,ON2,ONL,120231,2,3,1,1,5,4,3,5,1,0,2,1,3,0,2.39,"Jennings, Elisa T"
CLCV,102,70175,Medical Terms-GRK & LAT Roots,ON1,ONL,120231,103,12,11,3,3,1,2,0,0,0,0,0,1,0,3.87,"Warnement, Sophia I"
CLCV,102,70176,Medical Terms-GRK & LAT Roots,ON2,ONL,120231,48,16,4,6,6,0,3,1,1,1,0,0,3,2,3.6,"Warnement, Sophia I"
CLCV,111,31318,Mythology of Greece and Rome,A,LEC,120231,40,3,0,0,1,2,1,0,0,0,0,1,0,0,3.82,"Solomon, Jon"
CLCV,115,31319,Mythology of Greece and Rome,ADA,DIS,120231,0,25,0,0,4,0,0,1,1,0,0,0,0,0,3.73,"Martinez, Jeffery D"
CLCV,115,31321,Mythology of Greece and Rome,ADC,DIS,120231,3,21,1,1,3,0,0,2,0,0,1,0,0,0,3.66,"Mylli, Eleonora"
CLCV,115,31322,Mythology of Greece and Rome,ADD,DIS,120231,6,19,0,1,3,0,1,1,0,0,0,0,0,0,3.76,"Warnement, Sophia I"
CLCV,115,31323,Mythology of Greece and Rome,ADE,DIS,120231,1,24,0,0,4,0,0,2,0,0,0,0,1,0,3.63,"Mylli, Eleonora"
CLCV,115,31324,Mythology of Greece and Rome,ADF,DIS,120231,9,8,0,0,6,0,0,2,0,1,0,0,1,0,3.38,"Jennings, Elisa T"
CLCV,115,31325,Mythology of Greece and Rome,ADG,DIS,120231,5,20,0,2,1,0,0,1,0,1,0,0,2,0,3.53,"Sotiroudis, Panagiotis"
CLCV,115,31326,Mythology of Greece and Rome,ADH,DIS,120231,4,16,1,1,2,1,1,4,0,0,0,0,2,0,3.31,"Fenton, Vaughn H"
CLCV,115,31328,Mythology of Greece and Rome,ADJ,DIS,120231,4,17,0,4,0,0,0,2,0,1,0,0,2,0,3.42,"Sotiroudis, Panagiotis"
CLCV,115,31329,Mythology of Greece and Rome,ADK,DIS,120231,1,10,1,0,2,2,0,2,0,0,0,0,5,0,2.74,"Reymann, Emma F"
CLCV,115,38766,Mythology of Greece and Rome,ADM,DIS,120231,6,18,1,1,2,1,0,0,0,1,0,0,0,0,3.77,"Vandervelde, Amy K"
CLCV,115,38767,Mythology of Greece and Rome,ADN,DIS,120231,6,18,1,2,0,0,0,0,0,0,0,0,1,0,3.8,"Fenton, Vaughn H"
CLCV,115,52436,Mythology of Greece and Rome,ADP,DIS,120231,5,20,0,1,1,0,1,2,0,0,0,0,1,0,3.63,"Mylli, Eleonora"
CLCV,116,31331,Intro Ancient Roman Culture,A,LEC,120231,4,29,9,6,14,1,0,4,0,0,2,0,2,0,3.38,"Bevis, Elizabeth A"
CLCV,224,71774,Amer Race&Ethnicity ClasicTrad,A10,DIS,120231,0,26,1,1,0,0,0,1,0,0,0,0,3,0,3.53,"Oliveira, Marcella"
CLCV,224,70183,Amer Race&Ethnicity ClasicTrad,AD1,DIS,120231,0,30,0,0,0,0,0,0,0,0,0,0,1,1,3.87,"McQueen, Kelli A"
CLCV,224,70184,Amer Race&Ethnicity ClasicTrad,AD2,DIS,120231,14,15,0,0,3,0,0,0,0,0,0,0,0,0,3.91,"Hay, Brenden"
CLCV,224,70185,Amer Race&Ethnicity ClasicTrad,AD3,DIS,120231,12,10,2,0,2,1,0,0,1,0,1,0,2,0,3.44,"Knierim, Michael"
CLCV,224,70186,Amer Race&Ethnicity ClasicTrad,AD4,DIS,120231,8,16,1,0,5,1,0,0,0,0,1,0,0,0,3.7,"Knierim, Michael"
CLCV,224,70187,Amer Race&Ethnicity ClasicTrad,AD5,DIS,120231,0,31,0,0,0,1,0,0,0,0,0,0,0,0,3.96,"Martinez, Jeffery D"
CLCV,224,70188,Amer Race&Ethnicity ClasicTrad,AD6,DIS,120231,0,27,1,0,2,0,1,0,0,0,0,0,0,0,3.87,"Oliveira, Marcella"
CLCV,224,71772,Amer Race&Ethnicity ClasicTrad,AD8,DIS,120231,1,27,0,0,4,0,0,0,0,0,0,0,0,0,3.88,"McQueen, Kelli A"
CLCV,224,71773,Amer Race&Ethnicity ClasicTrad,AD9,DIS,120231,13,11,3,0,0,0,0,2,0,0,0,0,0,0,3.83,"Hay, Brenden"
CLCV,231,31342,Development of Ancient Cities,A,OLC,120231,32,63,11,8,2,0,0,1,1,0,0,0,1,1,3.84,"Kaufman, Brett S"
CLCV,444,40328,The Archaeology of Italy,A,LCD,120231,5,10,3,3,2,1,1,1,1,0,0,0,0,0,3.54,"Bevis, Elizabeth A"
CMN,101,50465,Public Speaking,B2,LCD,120231,4,10,1,3,1,0,0,0,0,0,0,0,2,0,3.46,"McGowan, Kathleen L"
CMN,101,50466,Public Speaking,B3,LCD,120231,1,6,3,3,4,2,0,1,0,0,1,0,0,0,3.3,"Livingston, Noah M"
CMN,101,50469,Public Speaking,C2,LCD,120231,0,5,8,1,0,3,1,2,2,0,0,0,0,0,3.2,"Gerlikovski, Emily R"
CMN,101,50470,Public Speaking,C3,LCD,120231,4,8,5,3,2,1,0,1,0,0,0,0,0,0,3.63,"Balester, Nathan"
CMN,101,50471,Public Speaking,C4,LCD,120231,0,0,3,4,3,5,2,3,1,0,1,0,0,0,2.73,"Tchamdjoci, Monet D"
CMN,101,50479,Public Speaking,C5,LCD,120231,0,5,5,4,5,4,0,0,0,0,0,0,1,0,3.22,"Persad-Maharaj, Tamara"
CMN,101,50527,Public Speaking,C6,LCD,120231,1,7,3,3,1,2,3,1,0,0,0,0,1,0,3.2,"Booth, Madison S"
CMN,101,50481,Public Speaking,D1,LCD,120231,1,5,2,1,2,4,2,2,0,0,1,0,2,0,2.77,"Gerlikovski, Emily R"
CMN,101,50482,Public Speaking,D2,LCD,120231,0,2,8,6,1,1,2,1,0,0,0,0,2,0,3.03,"Balester, Nathan"
CMN,101,50484,Public Speaking,D4,LCD,120231,0,4,10,3,4,1,1,1,0,0,0,0,0,0,3.4,"Tchamdjoci, Monet D"
CMN,101,50486,Public Speaking,E1,LCD,120231,1,9,5,0,2,3,1,0,0,0,0,0,1,0,3.4,"Brewster, Jamille L"
CMN,101,50489,Public Speaking,E4,LCD,120231,8,8,2,2,0,2,1,0,0,0,0,0,0,0,3.72,"Rodriguez, Michael J"
CMN,101,50490,Public Speaking,F1,LCD,120231,0,3,2,6,3,2,0,2,1,0,2,0,1,0,2.79,"Cox, Drew"
CMN,101,50497,Public Speaking,F5,LCD,120231,7,11,3,1,0,1,0,0,0,0,0,0,0,1,3.87,"Salas, Mia J"
CMN,101,50506,Public Speaking,G1,LCD,120231,0,7,4,1,3,6,2,0,0,0,0,0,0,0,3.29,"Niemeyer, Frank"
CMN,101,58492,Public Speaking,H1,LCD,120231,0,6,5,1,6,3,0,0,0,0,0,0,0,0,3.41,"Cox, Drew"
CMN,101,50501,Public Speaking,M1,LCD,120231,3,13,3,1,1,1,0,0,0,0,0,0,0,0,3.82,"Alberti, George L"
CMN,101,50503,Public Speaking,M3,LCD,120231,0,12,4,2,1,0,0,2,0,0,1,0,0,0,3.52,"Gailey, Benjamin J"
CMN,101,50505,Public Speaking,P1,LCD,120231,3,13,2,0,1,0,1,1,0,0,0,0,0,1,3.75,"Stewart, Nathaniel M"
CMN,101,58529,Public Speaking,P2,LCD,120231,0,9,7,2,4,0,0,0,0,0,0,0,0,0,3.65,"Gallo, Franklin"
CMN,101,50508,Public Speaking,P4,LCD,120231,1,12,2,1,1,1,0,1,1,0,0,0,1,0,3.43,"Yan, Jia"
CMN,101,50511,Public Speaking,Q1,LCD,120231,5,10,4,1,1,0,0,2,0,0,0,0,1,0,3.54,"Alberti, George L"
CMN,101,50512,Public Speaking,Q2,LCD,120231,0,6,8,2,3,1,1,1,0,0,0,0,1,0,3.31,"Bishop, Mardia J"
CMN,101,50518,Public Speaking,Q3,LCD,120231,1,8,8,2,2,1,1,0,1,0,0,0,0,0,3.53,"St John, Jeremiah"
CMN,101,50519,Public Speaking,Q5,LCD,120231,3,8,2,3,2,0,1,2,0,1,1,0,0,0,3.3,"Stewart, Nathaniel M"
CMN,101,50520,Public Speaking,R1,LCD,120231,0,12,4,5,1,1,0,0,0,0,0,0,0,0,3.7,"Knight, Aaron W"
CMN,101,50521,Public Speaking,R2,LCD,120231,2,5,8,4,3,0,0,0,0,0,0,0,0,0,3.62,"Gallo, Franklin"
CMN,101,50467,Public Speaking,R3,LCD,120231,4,18,0,0,2,0,0,0,0,0,0,0,0,0,3.92,"Alberti, George L"
CMN,101,51547,Public Speaking,S1,LCD,120231,2,10,4,1,3,1,0,1,0,0,0,0,1,0,3.46,"Alberti, George L"
CMN,102,50528,Introduction to Communication,AL1,LEC,120231,26,40,14,11,24,11,9,16,5,2,7,1,7,0,3.03,"Quick, Brian L"
CMN,112,50549,Oral & Written Comm II,D2,LCD,120231,0,11,8,2,0,0,0,0,0,0,0,1,0,0,3.67,"Freeman, Julius D"
CMN,112,50552,Oral & Written Comm II,E2,LCD,120231,0,4,13,1,1,0,1,1,0,0,0,0,0,0,3.54,"Freeman, Julius D"
CMN,112,50557,Oral & Written Comm II,L1,LCD,120231,0,19,2,1,0,0,0,0,0,0,0,0,0,0,3.94,"Sanders, Jacob D"
CMN,112,50567,Oral & Written Comm II,Q2,LCD,120231,0,18,1,1,0,2,0,0,0,0,0,0,0,0,3.83,"Mai, Shuxian"
CMN,210,70198,Public Comm in Everyday Life,AL,LEC,120231,1,41,19,9,14,5,3,3,4,0,1,0,5,0,3.27,"O'Gorman, Thomas E"
CMN,211,53252,Business and Professional Comm,2,LCD,120231,0,2,7,4,6,1,0,3,0,0,0,0,1,0,3.07,"Cunningham, Leanne M"
CMN,211,52898,Business and Professional Comm,3,LCD,120231,1,11,4,0,3,0,1,1,0,0,0,0,0,0,3.62,"Cunningham, Leanne M"
CMN,212,50688,Intro to Organizational Comm,2,LCD,120231,7,5,4,3,1,1,0,0,0,0,0,0,0,0,3.73,"Okegbe, Samantha I"
CMN,214,71776,Org Comm & Diversity,2,LCD,120231,2,3,3,10,4,2,2,6,1,0,0,0,0,0,3.03,"Wright-Dixon, Trina J"
CMN,220,50587,Communicating Public Policy,1,LCD,120231,0,19,1,1,0,0,0,0,0,0,0,0,0,1,3.95,"Klajbor-Smith, Michael F"
CMN,230,50596,Intro to Interpersonal Comm,2,LCD,120231,1,9,3,6,2,0,2,0,0,2,2,0,3,0,2.88,"Kelpinski, Lindsay F"
CMN,230,50597,Intro to Interpersonal Comm,3,LCD,120231,3,4,2,4,3,3,1,0,2,0,0,0,1,0,3.1,"Farnworth, Megan J"
CMN,230,50598,Intro to Interpersonal Comm,4,LCD,120231,4,7,5,5,3,1,2,0,0,0,0,0,2,0,3.29,"Farnworth, Megan J"
CMN,232,50601,Intro to Intercultural Comm,1,LCD,120231,0,16,3,0,1,0,0,0,0,0,0,0,2,1,3.55,"Eberline, Ana Lisa P"
CMN,232,69097,Intro to Intercultural Comm,2,LCD,120231,0,14,6,0,3,0,1,2,0,0,0,0,0,0,3.59,"Eberline, Ana Lisa P"
CMN,232,60053,Intro to Intercultural Comm,3,ONL,120231,1,9,2,2,7,2,0,1,0,1,0,0,0,0,3.35,"Koven, Michele E"
CMN,250,68691,Social Movement Communication,1,LCD,120231,3,10,5,1,2,0,1,0,1,0,0,0,1,0,3.49,"Khanam, Shaimaa"
CMN,250,70194,Social Movement Communication,2,LCD,120231,4,13,3,2,0,0,1,0,0,0,0,0,0,0,3.83,"Khanam, Shaimaa"
CMN,250,70366,Social Movement Communication,3,LCD,120231,0,15,6,1,6,1,0,0,1,0,0,0,0,0,3.59,"Cisneros, Josue D"
CMN,260,50602,Intro to Health Communication,3,LCD,120231,5,0,4,2,6,0,2,2,3,0,0,0,0,0,3.04,"Hartman, Daniel"
CMN,260,65216,Intro to Health Communication,4,LCD,120231,9,4,4,1,2,2,2,2,1,0,1,0,2,0,3.09,"Hartman, Daniel"
CMN,260,50603,Intro to Health Communication,5,LCD,120231,0,8,10,5,5,0,0,1,0,0,0,0,0,0,3.53,"Pool, Kirsten"
CMN,260,74271,Intro to Health Communication,6,LCD,120231,2,6,2,3,7,1,4,1,0,0,0,0,1,0,3.12,"Pool, Kirsten"
CMN,277,50613,Intro to Mediated Comm,AL,LEC,120231,12,12,6,8,5,4,1,0,1,1,2,0,1,0,3.35,"Coles, Stewart M"
CMN,321,50625,Strategies of Persuasion,1,LCD,120231,0,13,3,5,29,1,4,14,3,2,5,1,2,2,2.68,"Murphy, John M"
CMN,323,50633,Argumentation,E,LCD,120231,14,5,1,2,0,2,2,0,0,0,0,0,1,0,3.57,"Jacobs, Curtis S"
CMN,323,50635,Argumentation,F,LCD,120231,8,5,1,1,4,0,1,1,2,0,0,0,1,0,3.28,"Jacobs, Curtis S"
CMN,326,56848,Mass Media and the Audience,2,LCD,120231,1,4,8,4,4,1,3,1,2,2,0,0,0,0,3.08,"Tolbert, Amanda"
CMN,326,74267,Mass Media and the Audience,3,LCD,120231,0,4,4,5,4,5,2,2,1,2,0,0,0,0,2.95,"Morrow, Ethan"
CMN,326,74268,Mass Media and the Audience,4,LCD,120231,2,4,3,3,1,1,3,2,0,1,0,0,1,0,3,"Morrow, Ethan"
CMN,326,74683,Mass Media and the Audience,5,ONL,120231,4,5,6,4,3,2,0,1,0,1,1,0,0,0,3.33,"Schneider, Abigail M"
CMN,326,74684,Mass Media and the Audience,6,ONL,120231,4,11,3,4,2,3,0,1,1,0,0,0,0,0,3.52,"Schneider, Abigail M"
CMN,336,60185,Family Communication,1,LCD,120231,7,9,6,6,6,0,0,1,0,0,0,0,0,0,3.6,"Ramey, Mary E"
CMN,336,60184,Family Communication,2,LCD,120231,7,15,3,3,1,2,1,1,0,1,0,0,0,0,3.62,"Ramey, Mary E"
CMN,340,52899,Visual Politics,1,LCD,120231,8,3,0,0,3,4,0,0,0,2,2,0,0,0,3.11,"Fields, Victoria T"
CMN,340,60188,Visual Politics,4,LCD,120231,8,8,6,0,3,0,0,0,0,0,0,0,1,0,3.65,"Tscholl, Gabriela"
CMN,345,64998,Visual Media Effects,1,LCD,120231,0,5,4,3,5,5,5,2,1,1,1,0,0,0,2.9,"Bigsby, Elisabeth"
CMN,345,74272,Visual Media Effects,2,LCD,120231,1,6,4,3,5,3,2,6,0,2,0,0,1,0,2.88,"Bigsby, Elisabeth"
CMN,361,74718,Storytelling as Oral Comm,2,LCD,120231,4,10,2,1,5,0,1,1,0,0,1,0,0,0,3.48,"Bishop, Mardia J"
CMN,368,54389,Sexual Communication,AL1,LEC,120231,5,57,6,5,17,1,2,6,0,0,2,0,2,0,3.49,"Ramey, Mary E"
CMN,396,50643,CSR and Social Impact,G,LCD,120231,0,8,5,2,8,0,1,1,0,0,0,0,0,0,3.41,"Harris, John L"
CMN,396,50648,Photography & Public Life,H,LCD,120231,1,15,5,3,2,3,1,2,0,0,1,0,0,0,3.44,"Finnegan, Cara A"
CMN,432,54585,Gender Communication,2,LCD,120231,2,6,3,1,4,6,3,0,1,0,1,0,1,0,3,"Melendez, Tanya"
CMN,462,52656,Interpersonal Health Comm,1GR,LCD,120231,0,19,6,3,1,1,0,2,1,0,0,0,0,0,3.63,"Thompson, Charee M"
CPSC,113,71645,"Environment, Agric, & Society",A,LCD,120231,0,33,0,0,22,2,0,4,1,0,0,0,3,0,3.28,"Rayburn, A L"
