CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A Range,B Range,C Range,D Range,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
57919,BADM,520,Marketing Management,GRD,LCD,120188,"Noel, Hayden N",,,,,4,15,11,5,6,1,1,1,0,0,0,0,0,0,3.59
70299,BADM,520,Marketing Management,IMB,ONL,120188,"Noel, Hayden N",,,,,0,514,77,26,18,7,4,3,1,1,1,0,3,2,3.84
31448,BADM,520,Marketing Management,MSB,LCD,120188,"Noel, Hayden N",,,,,5,25,10,6,1,1,1,0,0,0,0,0,0,0,3.77
70300,BADM,520,Marketing Management,ONL,ONL,120188,"Noel, Hayden N",,,,,0,38,4,3,1,0,0,1,2,0,0,0,6,1,3.36
48198,BADM,525,New Product Development,ADV,LCD,120188,"Mehta, Ravi P",,,,,1,15,13,4,2,0,0,0,0,0,0,0,0,0,3.74
57920,BADM,525,New Product Development,GRD,LCD,120188,"Mehta, Ravi P",,,,,3,8,6,7,5,1,1,1,0,0,0,0,0,0,3.48
54362,BADM,528,Promotional Strategy,A,LCD,120188,"White, Tiffany B",,,,,0,6,6,9,4,5,1,0,0,0,0,0,0,0,3.34
70389,BADM,553,Ethical Dilemmas in Business,PMB,LCD,120188,"Lansing, Paul",,,,,0,15,6,9,6,0,0,1,0,0,0,0,0,0,3.57
68315,BADM,554,Enterprise Database Management,A,LCD,120188,"Sachdev, Vishal",,,,,1,3,5,5,8,7,4,1,0,0,0,0,0,0,3.09
67696,BADM,562,Social Media Strategy,A,LCD,120188,"Ivanov, Anton",,,,,11,32,5,3,0,1,0,0,0,0,0,0,0,0,3.9
62289,BADM,566,Supply Chain Management,MSB,LCD,120188,"Seshadri, Sridhar",,,,,0,10,10,10,4,0,0,0,0,0,0,0,0,0,3.59
54601,BADM,567,Process Management,ADV,LCD,120188,"Chhajed, Dilip",,,,,0,19,15,1,0,0,0,0,0,0,0,0,0,0,3.84
57921,BADM,567,Process Management,GRD,LCD,120188,"Chhajed, Dilip",,,,,0,10,10,19,0,0,0,0,0,0,0,0,0,0,3.59
65705,BADM,567,Process Management,IMB,ONL,120188,"Palekar, Udatta S",,,,,8,157,131,59,76,47,18,4,4,2,1,0,16,5,3.35
61656,BADM,567,Process Management,MSB,LCD,120188,"Xu, Yuqian",,,,,0,11,10,10,8,2,1,0,0,0,0,0,0,0,3.47
65704,BADM,567,Process Management,ONL,ONL,120188,"Palekar, Udatta S",,,,,5,26,22,7,8,5,6,0,1,0,0,0,7,1,3.23
47646,BADM,567,Process Management,PMB,LCD,120188,"Anand, Gopesh J",,,,,1,47,7,6,1,0,0,0,0,0,0,0,0,0,3.88
56398,BADM,572,Stat for Mgt Decision Making,ADV,LCD,120188,"Venkateswaran, Venkatasub",,,,,8,19,3,8,6,0,0,0,0,0,0,0,0,0,3.72
47648,BADM,572,Stat for Mgt Decision Making,PMB,LCD,120188,"Seshadri, Sridhar",,,,,0,12,14,22,6,6,2,0,0,0,0,0,0,0,3.41
70116,BADM,576,Data Science and Analytics,A,LCD,120188,"Kim, Sung W",,,,,0,21,9,7,5,1,0,0,0,0,0,0,0,0,3.67
58582,BADM,586,Intl Comparative Management,A,LCD,120188,"Girndt-Clougher, Tina",,,,,16,15,4,1,1,1,0,0,0,0,0,0,0,0,3.89
68260,BADM,590,Global Strategy,IM1,ONL,120188,"Bucheli, Marcelo",,,,,166,64,14,7,5,5,3,0,0,1,1,6,0,0,3.81
65693,BADM,590,Digital Media & Marketing,IM2,ONL,120188,"Yao, Mike Z",,,,,0,309,32,18,6,2,0,0,0,0,0,0,2,0,3.89
68262,BADM,590,Marketing in an Analog World,IM3,ONL,120188,"Rindfleisch, Aric P",,,,,171,195,26,7,8,2,2,0,0,1,0,1,0,0,3.92
71249,BADM,590,IntroToBusAnalytics:Com w/Data,IM9,ONL,120188,"Hartman, Kevin E",,,,,96,33,4,1,1,1,0,0,0,0,0,0,8,0,3.75
68258,BADM,590,Entrep: From Startup to Growth,IMB,ONL,120188,"Parkinson, Thomas E",,,,,89,271,133,36,20,4,1,3,1,0,1,1,4,0,3.78
37907,BADM,590,Economics of Organizations,MSA,LCD,120188,"Kim, June-Young",,,,,0,15,6,2,1,0,0,0,0,0,0,0,0,0,3.82
68259,BADM,590,Entrep: From Startup to Growth,ON1,ONL,120188,"Parkinson, Thomas E",,,,,9,20,4,0,2,1,0,1,0,0,0,0,9,1,3.07
65652,BADM,590,Digital Media & Marketing,ON3,ONL,120188,"Yao, Mike Z",,,,,0,25,5,3,2,1,0,0,0,0,0,0,2,0,3.61
68263,BADM,590,Marketing in an Analog World,ON4,ONL,120188,"Rindfleisch, Aric P",,,,,18,19,3,1,1,1,0,0,0,0,0,0,2,1,3.73
50489,BADM,593,Mktg Insights Using Survey Res,PMB,LCD,120188,"Shavitt, Sharon",,,,,13,17,17,9,6,1,0,0,0,0,0,0,0,0,3.7
56572,BADM,595,Business Fundamentals,PSM,LCD,120188,"Kurtz, Jeffrey M",,,,,13,7,0,0,3,0,0,0,0,0,0,0,0,0,3.87
49476,BIOC,460,Biochemistry Senior Seminar,A,LEC,120188,"Shapiro, David J",,,,,1,10,4,5,1,2,1,0,0,0,0,0,0,0,3.58
70346,BIOE,100,BIOE Freshman Seminar,A1,LCD,120188,"Smith, Andrew M",,,,,0,74,0,0,1,0,0,0,0,0,0,0,1,0,3.93
45137,BIOE,120,Introduction to Bioengineering,100,LCD,120188,"Jensen, Karin J",,,,,2,37,3,5,3,3,0,1,0,0,0,1,0,0,3.7
48270,BIOE,201,Conservation Principles Bioeng,AL1,LEC,120188,"Amos, Jennifer",,,,,3,20,16,14,6,1,1,0,0,0,0,0,0,0,3.61
49686,BIOE,202,Cell & Tissue Engineering Lab,AL1,LEC,120188,"Jensen, Karin J",,,,,1,15,3,5,4,3,1,0,0,0,2,0,0,0,3.41
58750,BIOE,206,Cellular Bioengineering,AL1,LEC,120188,"Bellini, Michel",,,,,21,21,7,12,2,1,0,0,0,0,0,0,0,0,3.79
66320,BIOE,220,Bioenergetics,AL1,LEC,120188,"Smith, Andrew M",,,,,7,27,8,4,5,0,2,3,1,0,0,0,0,1,3.61
66323,BIOE,302,Modeling Human Physiology,AL1,LEC,120188,"Sutton, Brad",,,,,1,33,0,4,11,0,0,8,0,0,0,0,0,1,3.48
66919,BIOE,303,Quantitative Physiology Lab,AL,LEC,120188,"Marjanovic, Marina",,,,,0,35,0,0,23,0,0,0,0,0,0,0,0,1,3.6
40017,BIOE,414,Biomedical Instrumentation,B,LEC,120188,"Pool, Marcia A",,,,,2,16,8,5,5,1,1,0,0,0,0,0,0,0,3.63
58426,BIOE,435,Senior Design I,A,LCD,120188,"Amos, Jennifer",,,,,11,27,19,9,4,0,0,0,0,0,0,0,0,0,3.77
61460,BIOE,476,Tissue Engineering,TE,LCD,120188,"Underhill, Gregory H",,,,,4,24,26,9,5,3,2,1,0,0,0,0,0,1,3.61
51466,BIOE,504,Analytical Methods in Bioeng,A,LCD,120188,"Lam, Fan",,,,,2,11,4,3,1,0,0,0,0,0,0,0,0,0,3.79
54270,BIOE,505,Computational Bioengineering,A,LCD,120188,"Maslov, Sergei",,,,,4,10,7,4,2,3,1,0,0,0,0,0,0,0,3.59
64758,BIOE,573,Managing Business Operations,A,LCD,120188,"Chhajed, Dilip",,,,,0,3,8,5,4,1,2,1,0,0,0,0,0,0,3.31
46794,BTW,250,Principles Bus Comm,B2,LCD,120188,"Grohens, Joseph",,,,,0,8,10,2,0,0,0,2,0,0,0,0,0,0,3.61
37990,BTW,250,Principles Bus Comm,C2,LCD,120188,"Kelly, Daniel",,,,,0,7,10,2,4,0,0,0,0,0,0,0,0,1,3.62
43028,BTW,250,Principles Bus Comm,C3,LCD,120188,"Hechler, William D",,,,,0,7,0,0,12,0,0,2,0,0,0,0,0,0,3.24
38006,BTW,250,Principles Bus Comm,C4,LCD,120188,"McLeer, Heather A",,,,,0,0,15,3,3,0,1,0,1,0,0,0,1,0,3.25
37991,BTW,250,Principles Bus Comm,D1,LCD,120188,"Moss, Andrew P",,,,,0,6,7,4,2,2,0,0,0,0,1,0,0,0,3.43
37992,BTW,250,Principles Bus Comm,D2,LCD,120188,"McLeer, Heather A",,,,,0,2,10,5,1,2,0,1,0,0,1,0,1,0,3.16
46795,BTW,250,Principles Bus Comm,D3,LCD,120188,"Kelly, Daniel",,,,,0,9,5,3,3,1,0,0,0,0,0,0,0,0,3.62
38004,BTW,250,Principles Bus Comm,D4,LCD,120188,"Hudek, Barry A",,,,,0,3,11,4,2,0,0,0,0,0,0,0,2,0,3.26
37998,BTW,250,Principles Bus Comm,E2,LCD,120188,"Hudek, Barry A",,,,,0,6,10,1,2,0,0,1,1,0,0,0,0,0,3.51
38005,BTW,250,Principles Bus Comm,E3,LCD,120188,"Kelly, Daniel",,,,,0,5,10,5,4,0,0,0,0,0,0,0,0,0,3.56
37999,BTW,250,Principles Bus Comm,F1,LCD,120188,"McGuire, Lee",,,,,0,7,12,1,1,2,0,0,1,0,0,0,0,0,3.56
38003,BTW,250,Principles Bus Comm,F2,LCD,120188,"O'Dell, Benjamin D",,,,,0,10,7,3,1,0,0,0,0,0,0,0,1,0,3.58
37983,BTW,250,Principles Bus Comm,G1,LCD,120188,"McVicker, Zachariah P",,,,,0,18,4,2,0,0,0,0,0,0,0,0,0,0,3.89
65449,BTW,250,Principles Bus Comm,G2,LCD,120188,"O'Dell, Benjamin D",,,,,0,12,8,0,1,0,0,0,1,0,0,0,0,0,3.73
38002,BTW,250,Principles Bus Comm,L,LCD,120188,"McGuire, Lee",,,,,0,6,15,3,0,0,0,0,0,0,0,0,0,0,3.71
37994,BTW,250,Principles Bus Comm,P1,LCD,120188,"McGuire, Lee",,,,,0,11,4,4,1,1,2,0,0,0,1,0,0,0,3.47
59592,BTW,250,Principles Bus Comm,P2,LCD,120188,"Emmert, Kay",,,,,1,1,5,11,1,0,1,2,0,0,0,0,0,0,3.29
58819,BTW,250,Principles Bus Comm,Q3,LCD,120188,"Grohens, Joseph",,,,,0,13,7,1,3,0,1,1,0,0,0,0,0,0,3.63
38009,BTW,250,Principles Bus Comm,S1,LCD,120188,"Claborn, John P",,,,,0,18,3,2,1,0,0,0,0,0,0,0,0,0,3.86
38010,BTW,250,Principles Bus Comm,S2,LCD,120188,"Hapke, Gail L",,,,,3,6,12,1,1,0,0,0,0,0,0,0,0,0,3.76
48194,BTW,250,Principles Bus Comm,T1,LCD,120188,"Claborn, John P",,,,,0,17,2,3,0,0,0,1,0,0,0,0,0,0,3.8
65448,BTW,250,Principles Bus Comm,T3,LCD,120188,"Hapke, Gail L",,,,,3,14,5,1,0,0,0,0,0,0,0,0,0,1,3.9
37988,BTW,250,Principles Bus Comm,T4,LCD,120188,"Ricketts, Scott",,,,,0,6,7,7,3,0,0,0,0,0,0,0,0,0,3.57
37996,BTW,250,Principles Bus Comm,X2,LCD,120188,"Moss, Andrew P",,,,,0,4,12,4,1,0,0,0,0,0,0,0,1,0,3.47
31446,BTW,261,Principles Tech Comm,M,LCD,120188,"Grohens, Joseph",,,,,0,18,3,1,3,0,0,0,0,0,0,0,0,0,3.81
31444,BTW,261,Principles Tech Comm,S,LCD,120188,"Grohens, Joseph",,,,,0,12,3,6,3,1,0,0,0,0,0,0,0,0,3.63
31441,BTW,261,Principles Tech Comm,X,LCD,120188,"Hechler, William D",,,,,2,10,2,0,5,1,0,1,0,0,1,0,0,0,3.46
38012,BTW,271,Persuasive Writing,F,LCD,120188,"Moss, Andrew P",,,,,0,3,9,9,1,1,0,0,0,0,0,0,0,1,3.51
51443,BUS,101,Prof Responsibility & Business,B11,LCD,120188,"DeBrock, Lawrence M",,,,,0,19,1,1,0,0,0,0,0,0,0,0,0,0,3.95
51440,BUS,101,Prof Responsibility & Business,B15,LCD,120188,"DeBrock, Lawrence M",,,,,0,15,3,2,3,1,0,0,0,0,1,0,0,0,3.61
51462,BUS,101,Prof Responsibility & Business,B16,LCD,120188,"DeBrock, Lawrence M",,,,,0,20,3,2,0,0,1,0,0,0,0,0,0,0,3.85
51463,BUS,101,Prof Responsibility & Business,B17,LCD,120188,"DeBrock, Lawrence M",,,,,0,18,4,1,1,1,2,0,0,0,0,0,0,0,3.72
51441,BUS,101,Prof Responsibility & Business,B18,LCD,120188,"DeBrock, Lawrence M",,,,,0,17,4,2,2,0,1,0,0,0,0,0,0,0,3.76
58868,BUS,101,Prof Responsibility & Business,B19,LCD,120188,"DeBrock, Lawrence M",,,,,0,19,4,3,1,0,0,0,0,0,0,0,0,0,3.84
60217,BUS,101,Prof Responsibility & Business,B20,LCD,120188,"DeBrock, Lawrence M",,,,,0,19,7,1,0,0,0,1,0,0,0,0,0,0,3.82
51437,BUS,101,Prof Responsibility & Business,B21,LCD,120188,"DeBrock, Lawrence M",,,,,0,14,6,1,3,0,0,1,0,0,0,0,0,0,3.69
65615,BUS,101,Prof Responsibility & Business,B22,LCD,120188,"DeBrock, Lawrence M",,,,,0,17,8,3,0,0,0,0,0,0,0,0,0,0,3.83
51446,BUS,101,Prof Responsibility & Business,B23,LCD,120188,"DeBrock, Lawrence M",,,,,0,24,1,2,0,0,0,0,0,0,0,0,0,0,3.94
67126,BUS,101,Prof Responsibility & Business,B24,LCD,120188,"DeBrock, Lawrence M",,,,,0,16,7,1,2,0,0,0,0,0,0,0,0,0,3.81
67129,BUS,101,Prof Responsibility & Business,B25,LCD,120188,"DeBrock, Lawrence M",,,,,0,21,5,1,0,0,0,0,0,0,0,0,0,0,3.91
67131,BUS,101,Prof Responsibility & Business,B26,LCD,120188,"DeBrock, Lawrence M",,,,,0,25,1,1,0,0,0,0,0,0,0,0,0,0,3.96
67132,BUS,101,Prof Responsibility & Business,B27,LCD,120188,"DeBrock, Lawrence M",,,,,0,12,9,6,1,0,0,0,0,0,0,0,0,0,3.71
67133,BUS,101,Prof Responsibility & Business,B28,LCD,120188,"DeBrock, Lawrence M",,,,,0,14,7,3,3,0,0,0,0,0,0,0,0,0,3.73
67134,BUS,101,Prof Responsibility & Business,B29,LCD,120188,"DeBrock, Lawrence M",,,,,0,12,8,3,3,1,1,0,0,0,0,0,0,0,3.62
59025,BUS,101,Prof Responsibility & Business,B30,LCD,120188,"DeBrock, Lawrence M",,,,,0,16,5,1,0,0,1,1,0,0,0,0,0,0,3.75
51460,BUS,101,Prof Responsibility & Business,B31,LCD,120188,"DeBrock, Lawrence M",,,,,0,13,5,0,2,2,0,1,0,0,0,1,0,0,3.52
51447,BUS,101,Prof Responsibility & Business,B32,LCD,120188,"DeBrock, Lawrence M",,,,,0,21,4,0,1,0,1,0,0,0,0,0,0,0,3.85
51449,BUS,101,Prof Responsibility & Business,B33,LCD,120188,"DeBrock, Lawrence M",,,,,0,18,6,1,1,0,0,1,0,0,0,0,0,0,3.79
51452,BUS,101,Prof Responsibility & Business,B34,LCD,120188,"DeBrock, Lawrence M",,,,,0,21,5,2,0,0,0,0,0,0,0,0,0,0,3.89
51454,BUS,101,Prof Responsibility & Business,B35,LCD,120188,"DeBrock, Lawrence M",,,,,0,14,5,4,1,0,0,0,0,0,1,0,0,0,3.67
51457,BUS,101,Prof Responsibility & Business,B36,LCD,120188,"DeBrock, Lawrence M",,,,,0,11,7,2,2,2,2,0,0,1,0,0,0,0,3.47
51461,BUS,101,Prof Responsibility & Business,B37,LCD,120188,"DeBrock, Lawrence M",,,,,0,17,4,2,2,1,0,1,0,0,0,0,0,0,3.7
51464,BUS,101,Prof Responsibility & Business,B38,LCD,120188,"DeBrock, Lawrence M",,,,,0,13,4,3,1,3,1,0,0,0,0,0,0,0,3.6
67135,BUS,101,Prof Responsibility & Business,JS1,LCD,120188,"DeBrock, Lawrence M",,,,,1,20,5,0,2,2,0,0,0,0,0,0,0,0,3.79
67136,BUS,101,Prof Responsibility & Business,JS2,LCD,120188,"DeBrock, Lawrence M",,,,,0,23,5,1,0,0,0,0,0,0,0,0,0,0,3.92
51450,BUS,101,Prof Responsibility & Business,JS3,LCD,120188,"DeBrock, Lawrence M",,,,,0,23,3,2,1,0,0,0,0,0,0,0,0,0,3.89
58869,BUS,101,Prof Responsibility & Business,JS4,LCD,120188,"DeBrock, Lawrence M",,,,,0,19,3,0,1,0,0,0,0,0,0,0,0,0,3.91
29692,CEE,195,About Civil Engineering,H,LCD,120188,"LaFave, James M",,,,,5,36,81,47,19,7,0,0,0,0,0,0,2,0,3.52
29694,CEE,201,Systems Engrg & Economics,NP,LCD,120188,"Meidani, Hadi",,,,,23,26,13,26,13,13,6,2,5,3,0,0,2,0,3.29
29696,CEE,202,Engineering Risk & Uncertainty,LM,LCD,120188,"Kumar, Praveen",,,,,14,11,11,16,11,12,7,2,0,1,0,0,0,0,3.3
34959,CEE,300,Behavior of Materials,AL1,LEC,120188,"Kabir, Pooyan",,,,,1,5,12,14,17,14,9,8,4,2,0,0,0,0,2.9
29699,CEE,310,Transportation Engineering,D,LCD,120188,"Tutumluer, Erol",,,,,1,7,5,6,7,9,9,5,1,0,0,0,0,0,2.96
29701,CEE,320,Construction Engineering,TW,LEC,120188,"Golparvar Fard, Mani",,,,,43,16,15,10,11,4,2,3,1,1,0,0,0,0,3.6
29702,CEE,330,Environmental Engineering,RS,LCD,120188,"Nguyen, Thanh H",,,,,0,48,54,18,12,8,3,2,0,0,0,0,0,0,3.58
64871,CEE,340,Energy and Global Environment,LM,LCD,120188,"Stillwell, Ashlynn S",,,,,2,6,16,11,5,1,1,0,0,0,0,0,0,0,3.51
29704,CEE,350,Water Resources Engineering,C,LCD,120188,"Konar, Megan",,,,,2,14,8,5,12,0,0,1,0,0,0,0,0,0,3.52
29706,CEE,360,Structural Engineering,G,LCD,120188,"Yan, Jinhui",,,,,4,10,18,21,10,17,4,0,0,0,0,0,0,0,3.29
42446,CEE,380,Geotechnical Engineering,B1,LCD,120188,"Hashash, Youssef M",,,,,3,5,5,8,1,3,12,3,3,1,0,1,2,0,2.74
61260,CEE,398,Project Based Learning in CEE,PBL,LCD,120188,"Roesler, Jeffery R",,,,,0,9,7,1,3,1,0,1,0,0,0,0,0,0,3.58
29731,CEE,406,Pavement Design I,3,LCD,120188,"Al-Qadi, Imad L",,,,,5,7,9,2,5,7,3,3,5,2,0,0,0,0,3.1
53742,CEE,408,Railroad Transportation Engrg,E3,LCD,120188,"Barkan, Christopher P",,,,,4,1,3,3,8,1,4,2,0,0,0,0,0,0,3.15
53743,CEE,409,Railroad Track Engineering,TW3,LCD,120188,"Edwards, John R",,,,,6,18,2,2,0,2,0,0,0,0,0,0,0,0,3.85
29733,CEE,416,Traffic Capacity Analysis,3,LCD,120188,"Benekohal, Rahim F",,,,,0,5,8,7,8,2,0,3,0,0,0,0,0,0,3.29
29738,CEE,421,Construction Planning,3,LCD,120188,"El-Rayes, Khaled A",,,,,5,42,26,21,12,3,2,2,0,0,0,1,0,0,3.58
69116,CEE,421,Construction Planning,ONC,LCD,120188,"El-Rayes, Khaled A",,,,,1,4,4,5,4,2,3,0,1,1,0,0,0,0,3.15
29744,CEE,434,Environmental Systems I,C,LCD,120188,"Shafiee Jood, Seyed Majid",,,,,14,17,8,5,2,2,0,0,0,0,1,0,0,0,3.72
29749,CEE,437,Water Quality Engineering,F,LCD,120188,"Cusick, Roland",,,,,0,11,10,1,3,1,0,0,0,0,1,0,0,0,3.58
29746,CEE,442,"Env Eng Principles, Physical",B,LCD,120188,"Espinosa Marzal, Rosa M",,,,,0,17,5,2,4,0,0,0,0,0,0,0,0,0,3.75
29750,CEE,443,"Env Eng Principles, Chemical",NP,LCD,120188,"Cusick, Roland",,,,,5,4,5,2,7,1,0,0,1,0,0,0,0,0,3.45
29758,CEE,450,Surface Hydrology,F,LCD,120188,"Sivapalan, Murugesu",,,,,6,6,5,5,1,0,1,0,0,0,0,0,0,0,3.68
29767,CEE,460,Steel Structures I,LM,LCD,120188,"Fahnestock, Larry A",,,,,1,18,10,10,4,7,3,3,4,1,0,0,0,0,3.24
29770,CEE,461,Reinforced Concrete I,NP,LCD,120188,"Gurfinkel, German",,,,,7,22,8,7,10,5,2,0,4,1,0,1,0,0,3.36
29773,CEE,463,Reinforced Concrete II,D3,LCD,120188,"Andrawes, Bassem O",,,,,0,13,9,8,7,1,2,0,1,0,0,0,0,0,3.46
29775,CEE,465,Design of Structural Systems,C,LCD,120188,"LaFave, James M",,,,,1,4,8,5,3,3,1,0,0,0,0,0,0,0,3.41
29778,CEE,470,Structural Analysis,RS,LCD,120188,"Elbanna, Ahmed",,,,,13,24,7,6,1,0,0,0,0,0,0,0,0,0,3.86
29780,CEE,471,Structural Mechanics,3,LCD,120188,"Lopez-Pamies, Oscar",,,,,2,4,7,10,14,2,2,3,0,0,0,0,0,0,3.2
29782,CEE,472,Structural Dynamics I,TW3,LCD,120188,"Spencer, B F",,,,,9,16,9,5,7,3,5,0,0,0,0,0,0,0,3.52
66350,CEE,491,Decision and Risk Analysis,RA3,LCD,120188,"Gardoni, Paolo",,,,,1,14,2,5,14,2,1,6,1,0,7,0,1,0,2.92
66346,CEE,493,Sustainable Design Eng Tech,EWS,LCD,120188,"Guest, Jeremy S",,,,,4,36,5,0,1,0,0,0,0,0,0,0,0,0,3.94
41720,CEE,498,Constr Equipment and Methods,CE4,LCD,120188,"Young, Brent D",,,,,0,70,9,5,0,2,2,0,0,0,0,0,1,0,3.84
58133,CEE,498,Construction Safety,CS3,LCD,120188,"Ignacio, Ernest-John D",,,,,1,26,18,9,2,2,0,0,0,0,0,0,0,0,3.71
31548,CEE,498,Wind Engineering,WE,LCD,120188,"Lombardo, Franklin T",,,,,0,14,0,6,7,0,0,0,0,0,0,0,0,0,3.59
29804,CEE,509,Transportation Soils,LM,LCD,120188,"Tutumluer, Erol",,,,,0,5,4,4,8,1,0,0,0,0,0,0,0,0,3.39
53737,CEE,524,Construction Law,TR,LCD,120188,"Stark, Timothy D",,,,,0,19,16,10,0,0,0,0,0,0,0,0,0,0,3.73
53729,CEE,525,Construction Case Studies,TW,LCD,120188,"Liu, Liang Y",,,,,0,4,48,6,1,1,0,0,0,0,0,0,0,0,3.63
45663,CEE,598,Globalization of Water,GW,LCD,120188,"Konar, Megan",,,,,2,17,2,0,0,0,0,1,0,0,0,0,0,0,3.88
31555,CHBE,221,Principles of CHE,AE1,LCD,120188,"Higdon, Jonathan J",,,,,6,36,6,0,43,8,17,44,7,0,4,0,8,3,2.7
62801,CHBE,321,Thermodynamics,AL1,LEC,120188,"Kong, Hyun Joon",,,,,6,19,15,8,21,20,1,0,1,0,0,0,0,0,3.32
31577,CHBE,421,Momentum and Heat Transfer,AL1,LEC,120188,"Higdon, Jonathan J",,,,,1,17,2,3,22,4,6,17,0,0,1,0,1,0,2.91
64588,CHBE,422,Mass Transfer Operations,AL1,LEC,120188,"Guironnet, Damien S",,,,,2,11,3,6,9,7,4,4,2,0,3,0,1,1,2.93
62800,CHBE,424,Chemical Reaction Engineering,A,LEC,120188,"Zhao, Huimin",,,,,4,19,0,4,17,4,5,13,2,0,7,0,2,1,2.79
31604,CHBE,430,Unit Operations Laboratory,AL1,LEC,120188,"Mitrovski, Svetlana",,,,,1,13,11,14,15,9,7,1,1,0,0,0,0,0,3.22
29900,CHBE,431,Process Design,AL1,LEC,120188,"Bennett, Joshua E",,,,,2,14,14,13,13,12,3,2,1,0,1,0,0,0,3.24
36100,CHBE,440,Process Control and Dynamics,AL1,LEC,120188,"Rao, Christopher V",,,,,13,7,23,12,13,20,4,1,11,2,0,0,1,0,3.08
29903,CHBE,457,Microelectronics Processing,A,LEC,120188,"Seebauer, Edmund G",,,,,1,5,3,1,5,1,0,5,2,0,1,1,0,0,2.84
41112,CHBE,471,Biochemical Engineering,1,LEC,120188,"Kraft, Mary L",,,,,1,25,2,4,20,1,7,12,3,2,2,0,0,2,3
49467,CHBE,494,Polymer Rheology,SAR,LEC,120188,"Rogers, Simon",,,,,2,4,1,2,4,2,2,2,0,3,0,0,1,0,2.8
49468,CHBE,494,Statistics in Chemical Engrg,ST,LEC,120188,"Mitrovski, Svetlana",,,,,1,5,3,0,7,3,0,3,1,0,0,0,0,0,3.12
29905,CHBE,521,Applied Mathematics in CHBE,A,LEC,120188,"Schroeder, Charles M",,,,,1,14,0,1,7,1,0,0,0,0,0,0,0,0,3.63
61162,CHBE,551,Chemical Kinetics & Catalysis,A,LEC,120188,"Flaherty, David W",,,,,2,18,0,2,14,4,0,0,0,0,0,0,0,0,3.48
36151,CHEM,101,Introductory Chemistry,AL1,LEC,120188,"McCarren, Elise M",,,,,3,48,27,35,51,30,28,26,21,7,8,4,16,2,2.71
41897,CHEM,101,Introductory Chemistry,BL1,LEC,120188,"Andino Martinez, Jose G",,,,,1,22,13,25,50,32,29,44,28,17,11,11,7,1,2.42
67309,CHEM,101,Introductory Chemistry,CL1,LEC,120188,"Andino Martinez, Jose G",,,,,1,20,17,35,50,34,31,38,25,14,10,12,15,1,2.42
50683,CHEM,101,Introductory Chemistry,DL1,LEC,120188,"McCarren, Elise M",,,,,2,8,4,5,5,4,11,7,2,2,1,3,2,0,2.6
36203,CHEM,102,General Chemistry I,AL1,LEC,120188,"Gunasekera, Mutha Merenna",,,,,5,15,9,39,35,17,46,25,21,9,10,4,19,6,2.4
36109,CHEM,102,General Chemistry I,BL1,LEC,120188,"Hummel, Thomas J",,,,,6,32,8,21,30,35,33,37,21,7,7,4,9,2,2.56
36148,CHEM,102,General Chemistry I,CL1,LEC,120188,"Hummel, Thomas J",,,,,6,25,17,25,37,38,26,32,20,7,5,3,10,3,2.62
48904,CHEM,102,General Chemistry I,DL1,LEC,120188,"Huang, Tina H",,,,,1,11,20,36,37,30,28,22,25,8,16,11,7,2,2.45
47349,CHEM,102,General Chemistry I,EL1,LEC,120188,"Gunasekera, Mutha Merenna",,,,,5,18,23,36,25,19,46,22,24,10,3,4,8,3,2.6
47359,CHEM,102,General Chemistry I,FL1,LEC,120188,"Huang, Tina H",,,,,1,13,26,36,32,16,30,25,33,12,19,4,7,5,2.45
58208,CHEM,102,General Chemistry I,GL1,LEC,120188,"Huang, Tina H",,,,,0,25,24,18,34,31,28,27,28,14,16,5,7,2,2.48
70442,CHEM,103,General Chemistry Lab I,LEC,LEC,120188,"Ray, Christian R",,,,,330,725,262,201,105,71,35,27,10,4,7,2,46,9,3.57
36274,CHEM,104,General Chemistry II,AL1,LEC,120188,"Marville, Kelly",,,,,10,9,9,14,16,16,15,16,23,25,17,11,20,4,2.04
36355,CHEM,104,General Chemistry II,DL1,LEC,120188,"Ray, Christian R",,,,,13,17,12,30,40,30,33,44,39,13,6,0,3,1,2.56
63218,CHEM,104,General Chemistry II,O,ONL,120188,"Ray, Christian R",,,,,6,9,7,13,19,13,15,23,14,0,1,1,11,4,2.47
70437,CHEM,105,General Chemistry Lab II,LEC,LCD,120188,"Marville, Kelly",,,,,381,146,62,34,30,13,3,6,1,2,2,1,3,0,3.8
70558,CHEM,199,Undergraduate Open Seminar,A1,DIS,120188,"McCarren, Elise M",,,,,0,20,0,0,0,1,0,0,0,0,0,0,0,0,3.94
63839,CHEM,199,Undergraduate Open Seminar,L,DIS,120188,"McCarren, Elise M",,,,,2,17,1,0,1,0,0,0,0,0,0,0,0,0,3.94
31588,CHEM,199,Undergraduate Open Seminar,M,DIS,120188,"McCarren, Elise M",,,,,84,229,4,6,4,5,0,3,0,0,1,0,1,1,3.91
47588,CHEM,199,Undergraduate Open Seminar,T,DIS,120188,"McCarren, Elise M",,,,,4,17,0,0,3,0,0,0,0,0,0,0,0,0,3.88
36229,CHEM,202,Accelerated Chemistry I,AL1,LEC,120188,"Decoste, Donald J",,,,,7,19,24,17,24,21,12,23,12,6,15,4,14,1,2.51
