Subject,Course ,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CEE,462,62000,Steel Structures II,LCD,1,17,7,5,2,5,2,2,0,0,0,0,0,0,3.47,"Fahnestock, Larry A"
CEE,465,31731,Design of Structural Systems,LCD,2,6,9,10,9,2,0,0,0,0,0,0,0,0,3.44,"LaFave, James M"
CEE,468,31732,Prestressed Concrete,LCD,2,7,7,9,2,0,0,2,0,0,0,0,0,0,3.5,"Gurfinkel, German"
CEE,470,31729,Structural Analysis,LCD,3,8,3,2,7,5,0,0,0,0,0,0,0,0,3.43,"Zhang, Xiaojia"
CEE,498,58740,Construction Econ & Financing,LCD,2,21,9,10,4,1,0,0,0,0,0,0,0,0,3.67,"Ignacio, Ernest-John D"
CEE,537,69231,Water Quality Control Proc I,LCD,3,5,5,5,6,3,0,0,0,0,0,0,0,0,3.44,"Marinas, Benito J"
CEE,570,31749,Finite Element Methods,LCD,2,7,6,11,11,4,8,0,1,0,0,0,0,0,3.17,"Duarte, Carlos A"
CEE,572,46693,Earthquake Engineering,LCD,0,29,5,2,1,0,0,0,0,0,0,0,0,0,3.89,"Elbanna, Ahmed"
CEE,592,61987,Sustainable Urban Systems,LCD,2,12,3,2,3,1,1,1,0,1,0,0,0,0,3.5,"Chini, Christopher"
CEE,598,47548,Building Information Modeling,LCD,25,60,5,0,1,0,1,0,0,0,0,0,0,0,3.95,"Golparvar Fard, Mani"
CHBE,221,60171,Principles of CHE,LEC,4,4,3,0,10,0,0,8,0,0,2,0,2,1,2.76,"Rogers, Simon"
CHBE,321,32027,Thermodynamics,LEC,0,4,17,6,11,9,14,24,2,3,0,0,4,3,2.59,"Hammack, William S"
CHBE,421,60295,Momentum and Heat Transfer,LEC,3,15,4,6,19,4,15,18,10,0,2,3,0,1,2.69,"Diao, Ying"
CHBE,422,32032,Mass Transfer Operations,LEC,1,17,11,20,16,7,8,18,6,0,0,0,0,0,2.98,"Su, Xiao"
CHBE,424,32041,Chemical Reaction Engineering,LEC,1,13,3,4,12,4,5,21,9,0,1,0,0,0,2.69,"Seebauer, Edmund G"
CHBE,430,32037,Unit Operations Laboratory,LEC,0,56,11,2,4,0,0,0,0,0,0,0,0,0,3.88,"Mitrovski, Svetlana"
CHBE,431,58879,Process Design,LEC,0,10,17,19,21,11,2,1,1,0,0,0,0,0,3.25,"Bennett, Joshua E"
CHBE,440,61790,Process Control and Dynamics,LEC,3,5,8,10,9,9,6,2,1,0,1,0,0,0,3.08,"Bennett, Joshua E"
CHBE,455,68621,Polymer Synthesis,LEC,3,7,5,5,7,7,1,3,4,0,2,1,0,0,2.94,"Guironnet, Damien S"
CHBE,473,50320,Biomolecular Engineering,LEC,1,7,1,2,6,2,1,4,1,0,1,1,0,0,2.94,"Zhao, Huimin"
CHBE,476,61795,Biotransport,LEC,26,33,22,11,1,0,0,0,0,0,0,0,0,0,3.83,"Kong, Hyun Joon"
CHBE,494,69169,Comp Methods in Chemical Engr,LEC,10,17,2,1,1,0,0,0,1,0,0,0,0,0,3.85,"Rao, Christopher V"
CHBE,494,68623,Statistics in Chemical Engrg,LEC,0,10,2,2,11,0,0,0,0,0,0,0,0,0,3.48,"Kraft, Mary L"
CHBE,571,61909,Bioinformatics,LCD,14,8,0,1,1,0,0,0,0,0,0,0,0,0,3.93,"Zhao, Sihai D"
CHEM,101,59958,Introductory Chemistry,LEC,4,21,15,9,20,18,14,21,17,11,7,4,22,1,2.3,"McCarren, Elise M"
CHEM,102,32172,General Chemistry I,LEC,5,22,11,42,30,38,37,47,28,15,13,11,9,4,2.43,"Hummel, Thomas J"
CHEM,102,46568,General Chemistry I,LEC,10,11,23,23,34,54,65,25,28,15,13,5,7,5,2.48,"Gunasekera, Mutha Merenna"
CHEM,102,47915,General Chemistry I,LEC,6,16,11,20,21,24,18,33,19,18,25,29,12,4,2.1,"Marville, Kelly"
CHEM,102,32179,General Chemistry I,ONL,3,10,6,4,5,8,5,7,8,4,4,11,11,5,2.09,"Marville, Kelly"
CHEM,103,68533,General Chemistry Lab I,LEC,212,383,128,68,59,23,21,13,8,6,4,3,20,3,3.6,"Hummel, Thomas J"
CHEM,104,32231,General Chemistry II,LEC,17,38,20,42,44,22,15,20,25,11,7,5,2,2,2.86,"Ray, Christian R"
CHEM,104,32261,General Chemistry II,LEC,4,22,19,21,28,33,28,30,23,18,17,15,10,1,2.35,"Andino Martinez, Jose G"
CHEM,104,32305,General Chemistry II,LEC,5,17,17,7,17,16,18,15,4,6,11,6,3,1,2.6,"Andino Martinez, Jose G"
CHEM,104,32309,General Chemistry II,LEC,10,27,28,21,39,27,23,18,23,9,14,13,8,1,2.59,"Andino Martinez, Jose G"
CHEM,105,68534,General Chemistry Lab II,LEC,372,291,106,71,49,17,9,8,6,4,2,0,6,1,3.75,"Gunasekera, Mutha Merenna"
CHEM,199,64045,Undergraduate Open Seminar,DIS,2,14,3,0,2,0,0,0,0,0,0,0,1,0,3.68,"McCarren, Elise M"
CHEM,199,32559,Undergraduate Open Seminar,DIS,70,272,6,2,4,2,0,4,3,1,1,0,3,5,3.88,"McCarren, Elise M"
CHEM,199,67693,Undergraduate Open Seminar,DIS,3,14,0,0,2,0,1,1,0,0,0,0,1,0,3.56,"McCarren, Elise M"
CHEM,199,67700,Undergraduate Open Seminar,DIS,1,22,0,0,0,0,0,0,0,0,0,0,1,0,3.83,"McCarren, Elise M"
CHEM,204,32457,Accelerated Chemistry II,LEC,6,28,7,21,15,16,8,19,10,5,4,5,6,0,2.71,"Decoste, Donald J"
CHEM,205,32545,Accelerated Chemistry Lab II,LEC,0,21,39,20,11,2,6,0,0,1,1,0,4,1,3.32,"Huang, Tina H"
CHEM,205,32549,Accelerated Chemistry Lab II,LEC,0,10,12,8,5,1,0,0,0,0,2,0,0,0,3.43,"Huang, Tina H"
CHEM,232,53070,Elementary Organic Chemistry I,LEC,9,13,17,15,19,15,12,16,6,4,5,1,1,2,2.84,"Axelson, Jordan C"
CHEM,232,63826,Elementary Organic Chemistry I,LEC,7,27,17,27,58,48,28,37,10,12,10,1,5,4,2.69,"Axelson, Jordan C"
CHEM,232,39183,Elementary Organic Chemistry I,ONL,2,1,1,2,4,0,1,2,1,1,7,3,3,1,1.88,"Kell, David A"
CHEM,233,32573,Elementary Organic Chem Lab I,LEC,11,40,68,33,30,10,6,9,2,0,0,0,1,0,3.41,"Kell, David A"
CHEM,233,32576,Elementary Organic Chem Lab I,LEC,9,35,75,26,37,14,14,7,1,2,1,0,1,1,3.33,"Kell, David A"
CHEM,236,32600,Fundamental Organic Chem I,LEC,2,2,4,9,5,8,8,1,6,0,0,0,3,0,2.66,"Chan, Jefferson K"
CHEM,237,32612,Structure and Synthesis,LEC,2,9,4,8,12,3,5,11,2,0,0,0,1,0,2.92,"van der Donk, Wilfred A"
CHEM,312,32624,Inorganic Chemistry,LEC,1,7,6,2,14,5,4,8,4,4,7,2,3,1,2.41,"Murphy, Catherine J"
CHEM,315,32638,Instrumental Chem Systems Lab,LEC,1,18,20,11,11,8,7,3,8,0,6,0,0,1,3.03,"Gewirth, Andrew A"
CHEM,317,32628,Inorganic Chemistry Lab,LEC,2,8,2,2,9,5,1,3,2,0,0,0,0,0,3.12,"Fout, Alison R"
CHEM,332,60621,Elementary Organic Chem II,LEC,6,9,10,10,19,18,7,8,5,9,12,3,7,2,2.45,"Koerner, Michael"
CHEM,332,60622,Elementary Organic Chem II,LCD,4,23,9,14,16,9,12,16,15,10,6,2,1,1,2.67,"Koerner, Michael"
CHEM,332,52261,Elementary Organic Chem II,LEC,1,17,6,7,14,4,1,4,1,0,3,0,0,0,3.19,"Zavala, Jose"
CHEM,360,59243,Chemistry of the Environment,LEC,6,103,26,15,10,5,3,3,1,1,2,0,1,0,3.65,"Shen, Mei"
CHEM,420,32639,Instrumental Characterization,LEC,1,11,11,6,5,8,5,6,5,1,0,0,0,1,3.02,"Han, Hee Sun"
CHEM,436,32672,Fundamental Organic Chem II,LEC,10,10,10,10,13,19,7,7,1,0,1,0,1,1,3.06,"Sarlah, David"
CHEM,437,32673,Organic Chemistry Lab,LEC,1,11,4,8,5,2,1,0,1,0,0,0,0,0,3.44,"Julian, Lisa"
CHEM,442,32679,Physical Chemistry I,LEC,11,28,16,10,4,1,2,2,0,4,0,0,1,1,3.5,"Hirata, So"
CHEM,444,32681,Physical Chemistry II,LEC,0,6,9,4,2,2,3,3,0,0,0,1,0,0,3.18,"Woon, David E"
CHEM,474,64931,Drug Discovery & Development,LEC,4,20,8,7,21,12,6,7,1,2,1,0,4,1,2.98,"Mitchell, Douglas A"
CHEM,530,43148,Structure and Spectroscopy,LEC,2,11,3,4,9,3,0,0,0,0,0,0,0,0,3.48,"Denmark, Scott E"
CHEM,588,43049,Physical Methods Mat Chem,LCD,4,12,4,1,5,0,0,0,0,0,0,0,0,0,3.73,"Nuzzo, Ralph G"
CHLH,100,31075,Contemporary Health,LEC,42,30,19,18,15,5,5,4,4,2,0,1,1,0,3.46,"Jones, Alicia R"
CHLH,101,31079,Introduction to Public Health,LEC,5,12,9,12,19,8,6,5,2,1,0,1,1,0,3.07,"Dargatz, Rachel K"
CHLH,101,31089,Introduction to Public Health,LEC,11,19,22,14,8,6,6,2,7,2,0,2,1,1,3.21,"Yarnot, Rebecca K"
CHLH,101,63867,Introduction to Public Health,ONL,87,192,120,69,66,22,18,14,4,4,0,5,6,0,3.51,"Kaplan, Justine"
CHLH,125,57044,Orientation KIN & Comm Health,LCD,2,82,0,0,16,0,0,3,0,0,3,0,3,0,3.61,"Firkins, Carol H"
CHLH,199,31112,Campus Acq Rape Educ (CARE),LCD,3,21,5,9,2,1,1,1,0,0,0,1,1,1,3.51,"McLay, Molly M"
CHLH,200,31113,Mental Health,LCD,0,59,0,0,26,0,0,3,0,0,3,0,3,0,3.44,"Gobin, Robyn L"
CHLH,201,64927,Public Health Research Methods,LCD,11,40,34,24,14,11,2,1,0,0,0,0,0,0,3.55,"Klonoff-Cohen, Hillary"
CHLH,206,31158,Human Sexuality,LEC,6,5,3,1,3,2,2,1,0,1,0,1,1,0,3.13,"Adams, Ashley M"
CHLH,206,31167,Human Sexuality,ONL,16,299,86,41,54,19,7,12,3,0,5,1,3,1,3.62,"Rinaldi-Miles, Anna I"
CHLH,206,57810,Human Sexuality,ONL,10,227,134,58,91,47,23,33,7,5,13,5,18,1,3.26,"Rinaldi-Miles, Anna I"
CHLH,210,48218,Community Health Organizations,LCD,13,27,29,13,8,10,1,7,1,1,0,0,2,0,3.39,"Pellum, Danielle M"
CHLH,243,31097,Drug Use and Abuse,LEC,1,6,2,3,2,2,2,2,5,0,1,0,2,0,2.67,"Pellum, Danielle M"
CHLH,243,31098,Drug Use and Abuse,LCD,0,17,0,0,15,0,0,1,0,0,0,0,0,0,3.48,"Santens, Ryan L"
CHLH,243,57812,Drug Use and Abuse,ONL,394,93,41,34,42,19,17,13,12,8,5,3,17,1,3.57,"Kersh, Renique"
CHLH,243,65894,Drug Use and Abuse,ONL,342,176,44,26,12,9,8,7,6,3,4,1,7,0,3.77,"Kersh, Renique"
CHLH,250,31249,Health Care Systems,LCD,36,35,20,12,14,5,4,4,1,0,1,2,1,0,3.51,"Adamson, Brynn C"
CHLH,250,55839,Health Care Systems,LCD,15,6,7,2,0,0,0,0,0,0,0,0,0,0,3.88,"Lyons, Sarah K"
CHLH,260,31261,Introduction to Medical Ethics,LEC,66,41,9,4,6,3,1,0,1,1,0,0,1,1,3.8,"Simmons, Rachel L"
CHLH,274,65870,Introduction to Epidemiology,ONL,208,119,122,41,31,30,20,8,7,8,3,3,24,5,3.45,"Rosenblatt, Karin A"
CHLH,304,31156,Foundations of Health Behavior,LEC,15,38,21,15,17,7,4,6,3,2,2,1,2,2,3.31,"Adamson, Brynn C"
CHLH,304,69537,Foundations of Health Behavior,LEC,7,15,12,5,11,2,1,0,0,0,0,1,2,0,3.39,"DiFilippo, Kristen N"
CHLH,380,54665,Orientation to Internship,LCD,0,105,0,0,5,0,0,2,0,0,0,0,0,0,3.92,"Adamson, Brynn C"
CHLH,407,60721,"Disability, Culture & Society",LCD,1,26,4,0,2,1,0,0,0,0,0,0,0,0,3.86,"Chiu, Chung-Yi"
CHLH,409,31274,Women's Health,LCD,9,8,4,6,9,3,3,6,0,0,0,0,0,0,3.26,"Rosenblatt, Karin A"
CHLH,410,31278,Public Health Practice,LCD,18,33,17,11,6,2,3,1,1,0,0,0,0,1,3.66,"Kaplan, Justine"
CHLH,415,57254,International Health,LEC,17,6,4,3,5,2,2,1,0,1,0,0,1,0,3.46,"Alam, Rifat B"
CHLH,421,31281,Health Data Analysis,LCD,49,41,19,6,2,2,2,0,0,0,0,0,1,0,3.82,"An, Ruopeng"
CHLH,455,31287,Health Services Financing,LCD,23,27,9,2,1,0,2,0,0,0,0,0,0,0,3.86,"Chenoweth, Jonville"
CHLH,457,31292,Health Planning,LCD,4,28,13,4,14,4,0,0,0,0,0,0,0,1,3.61,"Wells, Emily A"
CHLH,458,31294,Health Administration,LCD,4,18,22,10,7,4,1,0,0,0,0,0,0,0,3.58,"Cotoc, Crina N"
CHLH,469,53526,Environmental Health,LCD,5,14,2,1,0,0,0,0,0,0,0,0,0,0,3.94,"Farner, Susan M"
CHP,199,67744,Immigration: A Global Phenomen,DIS,0,7,12,0,1,1,0,0,0,0,0,0,0,0,3.7,"Guerra Perez, Gioconda"
CI,401,46145,Intro Tchg in a Diverse Societ,LCD,16,9,2,1,0,0,0,0,0,0,0,1,0,0,3.84,"Gonzalez Rivera, Gloriana"
CI,401,43425,Intro Tchg in a Diverse Societ,LCD,0,6,9,1,4,1,0,2,2,0,0,0,0,0,3.29,"Mann, Jay A"
CI,404,31868,Tchg and Assessing Sec Sch Stu,ONL,8,12,0,0,1,0,0,0,0,0,1,0,0,0,3.82,"Willis, Arlette I"
CI,407,31903,Thry Prac in Elem Schl Tchg II,ONL,0,12,4,1,6,0,0,1,0,0,0,0,0,0,3.58,"Dean, Sheila R"
CI,407,31904,Thry Prac in Elem Schl Tchg II,ONL,0,20,1,2,1,0,0,0,0,0,0,0,0,0,3.89,"Lyons, Mary E"
CI,407,31906,Thry Prac in Elem Schl Tchg II,ONL,0,17,5,1,0,0,2,0,0,0,0,0,0,0,3.77,"Dornfeld, Catherine L"
CI,415,52441,"Lang Varieties,Cult,& Learning",LCD,17,4,2,0,0,0,1,0,0,0,1,0,0,0,3.79,"Elassi, Amal M"
CI,424,62105,Child Development & Technology,LCD,3,19,0,4,0,0,0,0,0,0,0,0,0,0,3.89,"Mercier, Emma M"
CI,431,31938,Tchg Elementary Mathematics,LCD,1,20,5,2,1,0,0,0,0,0,0,0,0,0,3.86,"Poetzel, Adam R"
CI,432,63324,Invest Approach Elem Math Inst,LCD,1,10,9,0,2,0,0,0,0,0,0,0,0,0,3.77,"Poetzel, Adam R"
CI,446,64886,Culture in the Classroom,LCD,1,4,11,5,0,0,0,0,0,0,0,0,0,0,3.67,"Akande, Issac O"
CI,448,63328,Tchg Elem Social Studies,LCD,1,15,4,2,0,0,0,0,0,0,0,0,0,0,3.88,"Sudibyo, Leonardus E"
CI,448,63330,Tchg Elem Social Studies,LCD,0,14,8,2,0,0,0,0,0,0,0,0,0,0,3.83,"James-Gallaway, Arcasia D"
CI,451,63332,Tchg Elem Science II,LCD,0,14,3,3,2,0,0,0,0,0,0,0,0,0,3.77,"Dean, Sheila R"
CI,451,63333,Tchg Elem Science II,LCD,0,18,3,1,1,0,0,0,0,0,0,0,0,0,3.88,"D'Angelo, Cynthia M"
CI,467,31963,Princ Tchg Lit to Child Youth,LCD,0,22,0,2,0,0,0,0,0,0,0,0,0,0,3.94,"Dawson, Ashley E"
CI,473,56816,Disciplinary Literacy,LEC,0,94,2,1,0,0,0,0,0,0,0,0,0,0,3.99,"Filkins, Scott R"
CI,473,31965,Disciplinary Literacy,LEC,0,31,4,0,0,0,0,1,0,0,0,0,0,0,3.91,"Filkins, Scott R"
CI,475,63339,Teach Elem Rdg & Lang Arts I,LCD,0,3,9,4,7,0,0,1,1,0,0,0,0,0,3.32,"MacGregor, Nancy A"
CI,475,63340,Teach Elem Rdg & Lang Arts I,LCD,0,19,2,0,2,1,0,0,0,0,0,0,0,0,3.83,"Evcen, Ozge"
CLCV,102,31317,Medical Terms-GRK & LAT Roots,ONL,13,37,30,22,23,7,2,4,2,1,1,0,0,1,3.45,"Kozak, Adam A"
CLCV,111,31318,Mythology of Greece and Rome,LEC,0,17,4,0,20,0,0,14,0,0,0,0,1,0,3.05,"Solomon, Jon"
CLCV,115,31319,Mythology of Greece and Rome,DIS,3,18,1,1,6,0,0,0,0,0,0,0,0,0,3.76,"Pires, Alejandra-Isabe O"
CLCV,115,31320,Mythology of Greece and Rome,DIS,5,15,3,0,2,0,0,1,0,0,1,0,1,0,3.57,"Pires, Alejandra-Isabe O"
CLCV,115,31321,Mythology of Greece and Rome,DIS,0,21,2,0,7,0,0,0,0,0,0,0,1,0,3.62,"Karnes, Victoria A"
CLCV,115,31322,Mythology of Greece and Rome,DIS,0,13,3,2,9,0,0,2,0,0,0,0,0,0,3.47,"Karnes, Victoria A"
CLCV,115,31323,Mythology of Greece and Rome,DIS,0,15,0,2,7,0,3,1,1,1,0,0,1,0,3.21,"Froedge, Stephen E"
CLCV,115,31324,Mythology of Greece and Rome,DIS,2,12,1,3,5,0,0,3,0,0,1,0,1,0,3.27,"Scheele, Genevieve V"
CLCV,115,31325,Mythology of Greece and Rome,DIS,0,15,1,1,7,0,0,4,0,0,0,0,2,1,3.2,"Cornell, Megan E"
CLCV,115,31326,Mythology of Greece and Rome,DIS,0,13,2,1,3,3,0,3,0,1,2,0,1,0,3.07,"Cornell, Megan E"
CLCV,115,31327,Mythology of Greece and Rome,DIS,1,13,0,0,12,0,0,2,0,0,0,0,2,0,3.2,"Scheele, Genevieve V"
CLCV,115,31328,Mythology of Greece and Rome,DIS,1,17,2,0,3,2,0,3,0,0,0,1,0,0,3.46,"McQueen, Kelli A"
CLCV,115,31329,Mythology of Greece and Rome,DIS,0,11,3,1,5,0,0,5,0,0,0,0,2,0,3.09,"Merkley, Kyle G"
CLCV,115,31330,Mythology of Greece and Rome,DIS,5,15,2,2,7,0,0,1,0,0,0,0,0,0,3.66,"McQueen, Kelli A"
CLCV,115,38766,Mythology of Greece and Rome,DIS,0,8,1,1,9,2,0,4,0,0,2,0,1,0,2.91,"Schroer, Clayton A"
CLCV,115,52436,Mythology of Greece and Rome,DIS,1,21,0,2,7,0,0,1,0,0,0,0,0,0,3.68,"Merkley, Kyle G"
CLCV,115,68571,Mythology of Greece and Rome,DIS,0,10,0,3,8,3,1,3,0,0,0,0,1,0,3.11,"Karnes, Victoria A"
CLCV,116,31331,The Roman Achievement,LEC,6,105,9,13,40,6,0,2,0,0,1,0,3,0,3.57,"Solomon, Jon"
CLCV,132,58508,"Class Archaeology, Rome-Italy",LCD,5,6,4,6,2,1,2,0,1,0,0,1,0,0,3.37,"Walters, Brian C"
CLCV,160,46368,Ancient Greek & Roman Religion,LCD,0,6,9,1,2,2,2,0,0,0,0,0,2,0,3.18,"Bosak-Schroeder, Clara R"
CLCV,220,31333,Homosexuality in Antiquity,LCD,5,5,6,1,1,2,1,0,2,0,0,1,0,0,3.33,"Augoustakis, Antonios"
CLCV,220,69672,Wonders of the world,LCD,0,14,1,2,5,1,0,1,0,0,0,1,0,0,3.47,"Bosak-Schroeder, Clara R"
CMN,102,50528,Intro to Comm Theory & Res,LEC,8,29,13,27,29,18,24,17,15,13,5,4,15,0,2.58,"Quick, Brian L"
CMN,211,50585,Business Communication,LCD,0,14,3,2,1,0,0,0,0,0,1,0,0,0,3.7,"Costello, Thomas J"
CMN,211,52898,Business Communication,LCD,0,15,8,2,1,0,0,0,0,0,0,0,0,0,3.81,"Costello, Thomas J"
CMN,211,53252,Business Communication,LCD,0,7,4,1,0,2,0,4,2,0,0,0,1,0,2.99,"Ditewig-Morris, Kathleen"
CMN,212,50684,Intro to Organizational Comm,LCD,2,8,6,0,6,4,1,3,0,0,0,0,0,0,3.3,"Bryan, Ann L"
CMN,212,50685,Intro to Organizational Comm,LCD,4,10,5,4,3,1,2,0,0,0,0,0,0,0,3.59,"Bryan, Ann L"
CMN,212,50686,Intro to Organizational Comm,LCD,4,5,5,3,3,2,1,2,1,1,0,0,1,0,3.14,"Trudeau, Ashley B"
CMN,213,65071,Small Group Communication,LCD,2,16,2,5,2,2,0,0,0,0,0,0,0,0,3.7,"Ruge-Jones, Luisa"
CMN,213,65070,Small Group Communication,LCD,3,14,9,1,0,1,0,1,0,0,0,0,0,0,3.76,"Ruge-Jones, Luisa"
CMN,215,68690,Interviewing,LCD,1,13,1,1,1,2,2,3,0,0,0,0,0,0,3.42,"Ditewig-Morris, Kathleen"
CMN,220,50587,Communicating Public Policy,LCD,0,11,3,1,2,0,3,0,0,0,1,0,1,0,3.29,"Reckard, Bryan R"
CMN,220,50588,Communicating Public Policy,LCD,0,12,7,3,0,1,0,0,0,0,0,0,1,0,3.6,"Reckard, Bryan R"
CMN,230,50599,Intro to Interpersonal Comm,LEC,9,33,35,17,24,16,8,15,6,1,4,1,8,2,3.01,"Guntzviller, Lisa"
CMN,231,68689,Communication and Conflict,LCD,4,6,7,7,5,1,2,0,0,0,0,0,0,0,3.48,"Poole, Marshall S"
CMN,232,50601,Intro to Intercultural Comm,LCD,3,2,7,5,5,1,0,2,2,0,0,0,0,0,3.24,"Roman Alicea, Natalia"
CMN,232,50600,Intro to Intercultural Comm,LCD,0,20,3,1,3,0,0,0,0,1,1,0,0,1,3.64,"Koven, Michele E"
CMN,232,60053,Intro to Intercultural Comm,LCD,0,17,6,1,3,0,0,0,0,0,0,0,0,0,3.79,"Koven, Michele E"
CMN,232,69097,Intro to Intercultural Comm,LCD,0,7,3,2,10,2,0,3,0,0,0,0,1,0,3.11,"Wilson, Samuel R"
CMN,250,68691,Social Movement Communication,LCD,0,6,3,5,6,6,3,1,2,0,1,0,0,0,3,"Cisneros, Josue D"
CMN,260,56847,Intro to Health Communication,LCD,1,2,3,0,5,6,1,8,0,0,0,3,0,0,2.56,"Al-Ghaithi, Salah H"
CMN,260,50602,Intro to Health Communication,LCD,2,5,1,2,8,4,0,2,3,0,2,0,0,1,2.9,"Al-Ghaithi, Salah H"
CMN,260,65216,Intro to Health Communication,LCD,0,8,5,4,3,2,1,2,0,3,0,0,0,1,3.15,"Williamson, Lillie D"
CMN,260,50603,Intro to Health Communication,LCD,3,6,9,3,3,3,1,0,1,1,0,0,0,0,3.38,"Williamson, Lillie D"
CMN,277,50613,Intro to Mediated Comm,LEC,5,5,4,6,7,11,6,3,8,2,3,5,6,2,2.36,"Dixon, Travis L"
CMN,280,50622,Comm Technology & Society,LEC,0,10,1,2,5,2,4,2,1,2,0,1,0,0,2.97,"Jackson, Sally A"
CMN,312,68692,Communicating for Innovation,LCD,1,9,5,7,7,1,1,1,0,0,0,0,1,0,3.32,"Barley, William"
CMN,321,50625,Strategies of Persuasion,LCD,0,3,3,10,16,4,4,5,2,0,1,0,4,0,2.67,"Tokarz, David M"
CMN,336,60185,Family Communication,LCD,16,6,2,4,1,2,0,0,0,0,0,0,0,0,3.77,"Ramey, Mary E"
CMN,336,60184,Family Communication,LCD,20,3,3,0,4,0,0,0,0,0,0,0,0,0,3.83,"Ramey, Mary E"
CMN,338,64999,Relationships and Technologies,LCD,4,4,6,4,4,4,3,2,1,2,0,0,0,0,3.1,"Caughlin, John P"
CMN,340,52899,Visual Politics,LCD,3,9,3,1,4,2,0,2,1,0,0,0,1,0,3.28,"Weickum, Nikki R"
CMN,340,60187,Visual Politics,LCD,1,16,5,3,2,1,1,1,0,0,0,0,0,0,3.64,"DeVinney, Daniel J"
CMN,368,54389,Sexual Communication,LEC,12,65,5,6,35,4,2,13,0,0,1,0,5,0,3.34,"Ramey, Mary E"
CMN,375,52635,The American Family,LEC,0,18,28,14,11,11,9,5,5,2,1,0,0,1,3.14,"Giorgio, Grace A"
CMN,396,51686,"Race, Class, Gender & Work",LCD,0,2,5,1,4,3,7,2,4,0,0,0,0,0,2.74,"Wright-Dixon, Trina J"
CMN,396,50648,Leadership Comm Theory/Pract,LCD,0,13,4,3,3,0,0,0,4,0,2,0,0,0,3.25,"Costello, Thomas J"
CMN,396,50642,"Race, Class, Gender & Work",LCD,0,3,4,3,4,4,3,2,2,1,0,0,1,0,2.78,"Wright-Dixon, Trina J"
CMN,396,50646,Rhetoric of Theatre,LCD,0,7,4,2,2,5,0,2,2,0,0,0,3,1,2.82,"Bunch, Caroline M"
CMN,396,50641,Performing Rhetoric,LCD,0,22,3,2,5,0,0,0,0,0,0,0,0,0,3.77,"Gailey, Benjamin J"
CMN,396,50638,Applied Org Comm,LCD,0,8,2,4,1,3,5,4,3,2,1,2,0,0,2.67,"Wright-Dixon, Trina J"
CMN,396,50643,Intercultural Rhetoric,LCD,0,2,3,2,8,7,1,4,0,0,1,0,1,0,2.75,"Cisneros, Josue D"
CMN,410,52643,Workplace Comm Technology,LCD,0,8,8,2,4,2,3,2,0,0,0,0,1,0,3.22,"Barley, William"
CMN,412,50650,Adv Organizational Comm,LCD,0,1,9,3,2,4,1,0,2,0,0,0,0,1,3.15,"Lammers, John C"
CMN,421,50654,Persuasion Theory & Research,LCD,0,4,2,8,6,3,0,2,1,1,2,1,0,0,2.87,"Bigsby, Elisabeth"
CMN,435,50993,Adv Interpersonal Comm,LCD,5,6,4,5,4,1,2,0,1,0,0,0,0,0,3.44,"Guntzviller, Lisa"
CMN,462,52656,Interpersonal Health Comm,LCD,0,8,5,2,7,4,0,1,1,0,1,0,0,0,3.22,"Thompson, Charee M"
CMN,463,50661,Organizational Health Comm,LCD,0,12,13,7,3,6,2,2,3,0,0,0,0,1,3.29,"Lammers, John C"
CMN,464,54586,Health Communication Campaigns,LCD,2,6,8,9,4,0,1,2,0,0,0,0,0,0,3.43,"Quick, Brian L"
CPSC,112,31487,Introduction to Crop Sciences,LEC,2,5,11,10,16,6,4,1,1,0,0,1,2,0,3.04,"Pittelkow, Cameron M"
CPSC,116,48193,The Global Food Production Web,LCD,0,156,0,0,27,0,0,4,0,0,0,0,0,0,3.81,"Bohn, Martin O"
CPSC,117,66101,Agric. & Science of Coffee,LEC,5,54,0,9,5,0,0,1,0,0,0,0,0,0,3.82,"Briskin, Donald P"
CPSC,131,60004,Agriculture in Mythology,ONL,0,427,0,0,37,0,0,20,0,0,13,0,8,1,3.71,"Rayburn, A L"
CPSC,261,31518,Biotechnology in Agriculture,LCD,1,9,0,0,11,0,0,5,0,0,0,0,0,0,3.19,"Moose, Stephen P"
CPSC,265,31495,Genetic Engineering Lab,LAB,0,20,0,0,1,0,0,0,0,0,0,0,0,0,3.95,"Lambert, Kris N"
CPSC,418,31547,Crop Growth and Management,ONL,16,3,0,2,6,0,5,3,0,1,1,0,0,0,3.26,"Villamil, Maria B"
CPSC,440,31578,Applied Statistical Methods I,LEC,10,23,11,6,4,6,1,1,0,0,0,1,1,0,3.52,"Lipka, Alexander E"
CPSC,453,31550,Principles of Plant Breeding,LEC,1,18,0,2,4,0,0,0,0,0,0,0,0,0,3.79,"Diers, Brian W"
CPSC,542,52387,Applied Statistical Methods II,LEC,13,11,1,3,4,0,0,0,0,0,0,0,0,0,3.8,"Butts-Wilmsmeye, Carolyn"
CS,101,31018,Intro Computing: Engrg & Sci,LEC,320,158,75,42,22,20,12,7,11,2,8,7,10,1,3.63,"Davis, Neal E"
CS,105,31128,Intro Computing: Non-Tech,LEC,216,189,39,35,48,13,7,16,2,1,12,4,2,1,3.64,"Harris, Albert F"
