Subject,Course,CRN,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
SOCW,505,36760,Behav and Cogn Methods for SW,ONL,16,6,1,1,0,0,1,0,0,0,0,0,1,0,3.74,"Cintron, Valerie"
SOCW,505,36028,Behav and Cogn Methods for SW,ONL,13,9,2,2,0,0,0,0,0,0,0,0,0,0,3.92,"Cintron, Valerie"
SPAN,102,39040,Elementary Spanish II,ONL,4,4,2,3,1,3,1,0,1,1,0,0,2,0,2.99,"Waters, Melanie J"
SPAN,130,39045,Intermediate Spanish,ONL,14,4,2,0,3,0,1,0,0,0,0,0,2,0,3.49,"Alarcon, Lorena F"
SPAN,130,39044,Intermediate Spanish,ONL,9,6,1,2,3,1,1,3,0,0,0,0,0,0,3.47,"VanDyne, Katie N"
SPAN,142,39043,Spanish in the Professions,ONL,8,5,5,0,1,0,2,0,1,0,0,0,2,1,3.32,"Henshaw, Florencia G"
SPAN,228,30426,Spanish Composition,ONL,2,6,3,4,3,1,0,0,0,0,0,0,2,0,3.24,"Henshaw, Florencia G"
SPAN,307,39512,Bilingualism,ONL,7,9,1,1,1,1,1,0,0,0,1,0,0,0,3.64,"Henshaw, Florencia G"
SPED,117,31389,The Culture of Disability,ONL,0,63,0,1,5,0,0,2,0,0,0,0,1,1,3.81,"Bentz, Johnell L"
STAT,100,36918,Statistics,ONL,32,19,3,5,2,2,3,2,3,1,2,0,7,1,3.24,"Nguyen, Ha Khanh"
STAT,200,34303,Statistical Analysis,ONL,20,21,11,5,2,2,2,1,1,0,1,0,0,0,3.66,"Fireman, Ellen S"
STAT,400,30460,Statistics and Probability I,OLC,8,38,4,9,8,4,3,3,1,0,3,1,5,0,3.24,"Stepanov, Alexey G"
STAT,410,33502,Statistics and Probability II,ONL,8,21,10,8,7,6,0,4,3,0,3,1,7,1,2.99,"Stepanov, Alexey G"
STAT,420,39301,Statistical Modeling in R,ONL,28,123,18,6,8,0,0,1,0,0,0,0,1,0,3.87,"Unger, David"
STAT,420,38705,Methods of Applied Statistics,ONL,5,14,5,0,0,0,0,0,0,0,0,0,1,0,3.77,"Unger, David"
STAT,420,38707,Methods of Applied Statistics,ONL,10,48,11,4,5,2,3,1,0,0,0,0,2,1,3.66,"Unger, David"
STAT,440,38258,Statistical Data Management,ONL,0,29,0,0,4,0,0,0,0,0,0,0,3,1,3.56,"Kinson, Christopher L"
STAT,448,39722,Advanced Data Analysis,ONL,5,8,0,2,1,3,0,1,0,0,0,0,1,0,3.41,"Bravo De Guenni, Lelys"
TAM,212,30463,Introductory Dynamics,ONL,5,7,7,6,6,6,0,5,2,3,1,0,4,0,2.81,"Chang, Wayne"
TAM,251,30464,Introductory Solid Mechanics,ONL,5,14,8,4,10,2,1,3,1,0,0,0,0,0,3.42,"Kim, Seok"
TAM,335,30468,Introductory Fluid Mechanics,ONL,2,4,4,4,3,3,1,1,0,0,1,0,1,0,3.1,"Ramlawi, Nabil"
THEA,101,30486,Introduction to Theatre Arts,ONL,14,3,2,4,1,2,0,0,0,1,0,0,0,0,3.64,"Morrissette, Jason W"
THEA,101,38345,Introduction to Theatre Arts,ONL,21,1,2,0,1,3,2,1,0,0,0,0,1,1,3.53,"Morrissette, Jason W"
THEA,110,38778,Broadway Musicals,ONL,21,6,2,3,1,0,1,1,0,0,0,0,1,0,3.69,"Goodell, Emily M"
