Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
CHEM,104,32261,General Chemistry II,10,36,33,44,46,29,28,36,7,14,10,6,1,4,2.83,"Ray, Christian R"
CHEM,104,32305,General Chemistry II,6,16,10,12,34,21,15,46,15,3,9,3,4,1,2.52,"Andino Martinez, Jose G"
CHEM,104,32309,General Chemistry II,6,31,23,13,59,19,21,59,6,5,7,6,6,0,2.67,"Andino Martinez, Jose G"
CHEM,105,32372,General Chemistry Lab II,0,26,2,0,0,1,0,0,0,0,0,0,0,0,3.93,"Devasia, Dinumol"
CHEM,105,32373,General Chemistry Lab II,0,26,2,0,0,0,0,0,0,0,0,0,2,0,3.71,"Schwandt, William F"
CHEM,105,32375,General Chemistry Lab II,0,24,4,0,1,0,0,0,0,0,0,0,0,0,3.92,"Devasia, Dinumol"
CHEM,105,32377,General Chemistry Lab II,0,20,3,1,2,1,0,0,0,0,0,0,0,0,3.82,"Li, Xinyi"
CHEM,105,32378,General Chemistry Lab II,0,24,2,0,3,0,0,1,0,0,0,0,0,0,3.81,"Shari'ati, Yusef A"
CHEM,105,32379,General Chemistry Lab II,0,22,3,0,2,0,1,0,0,0,0,0,0,0,3.83,"Dahodwala, Mohsin G"
CHEM,105,32381,General Chemistry Lab II,0,24,0,3,0,0,0,1,0,0,0,0,1,0,3.72,"Kravchuk, Valeriya"
CHEM,105,32382,General Chemistry Lab II,0,23,0,0,0,0,0,0,0,1,0,0,2,0,3.59,"Mensah, Danielle"
CHEM,105,32383,General Chemistry Lab II,0,27,1,1,0,0,0,0,0,0,1,0,0,0,3.87,"Devasia, Dinumol"
CHEM,105,32384,General Chemistry Lab II,0,27,0,0,0,0,0,0,1,0,0,0,0,1,3.92,"Mensah, Danielle"
CHEM,105,32385,General Chemistry Lab II,0,27,1,0,1,0,0,0,0,0,0,0,0,0,3.95,"Devasia, Dinumol"
CHEM,105,32386,General Chemistry Lab II,0,26,0,1,1,0,0,0,0,0,0,0,0,0,3.94,"Daly, Connor I"
CHEM,105,32388,General Chemistry Lab II,0,29,0,0,0,0,1,0,0,0,0,0,0,0,3.94,"Daly, Connor I"
CHEM,105,32389,General Chemistry Lab II,0,23,2,0,1,0,0,0,0,0,0,1,0,0,3.82,"Shari'ati, Yusef A"
CHEM,105,32390,General Chemistry Lab II,0,24,2,0,2,0,1,1,0,0,0,0,0,0,3.79,"Patel, Sohum K"
CHEM,105,32391,General Chemistry Lab II,0,23,1,1,0,1,0,0,0,0,1,0,1,0,3.67,"Patel, Sohum K"
CHEM,105,32392,General Chemistry Lab II,0,24,1,2,0,0,2,0,0,0,1,0,0,0,3.73,"Schwandt, William F"
CHEM,105,32393,General Chemistry Lab II,0,24,1,0,2,2,0,0,0,0,0,0,0,0,3.83,"Muhammad, Safiyah R"
CHEM,105,32394,General Chemistry Lab II,0,25,1,1,2,1,0,0,0,0,0,0,0,0,3.86,"Schwandt, William F"
CHEM,105,32396,General Chemistry Lab II,0,25,2,1,0,0,0,0,0,0,0,0,1,0,3.82,"Li, Xinyi"
CHEM,105,32397,General Chemistry Lab II,0,19,3,2,1,0,1,0,1,0,0,0,0,0,3.73,"Kravchuk, Valeriya"
CHEM,105,32417,General Chemistry Lab II,0,19,6,0,0,2,0,0,0,1,1,0,0,0,3.64,"Schwandt, William F"
CHEM,105,32419,General Chemistry Lab II,0,25,1,0,1,0,0,0,1,0,0,0,1,0,3.74,"Dahodwala, Mohsin G"
CHEM,105,32428,General Chemistry Lab II,0,26,0,2,0,0,1,0,0,0,0,0,0,0,3.9,"Devasia, Dinumol"
CHEM,105,32430,General Chemistry Lab II,0,24,1,0,1,0,0,1,1,0,0,0,0,0,3.8,"Mensah, Danielle"
CHEM,105,32432,General Chemistry Lab II,0,21,4,0,2,0,1,0,0,0,0,0,0,0,3.82,"Muhammad, Safiyah R"
CHEM,105,32439,General Chemistry Lab II,0,26,0,2,0,0,0,0,0,0,0,0,0,1,3.95,"Daly, Connor I"
CHEM,105,32440,General Chemistry Lab II,0,20,4,1,1,1,1,0,0,0,0,0,0,0,3.79,"Shari'ati, Yusef A"
CHEM,105,32441,General Chemistry Lab II,0,22,2,0,1,0,0,0,0,0,0,0,1,0,3.78,"Daly, Connor I"
CHEM,105,32442,General Chemistry Lab II,0,19,1,2,1,1,1,1,0,0,0,0,2,0,3.44,"Shari'ati, Yusef A"
CHEM,105,32443,General Chemistry Lab II,0,21,0,2,1,1,0,0,0,0,0,0,1,0,3.71,"Muhammad, Safiyah R"
CHEM,105,39117,General Chemistry Lab II,0,24,2,3,0,0,0,0,0,0,0,0,0,0,3.91,"Patel, Sohum K"
CHEM,105,39118,General Chemistry Lab II,0,22,0,1,1,1,0,1,0,0,1,0,1,0,3.57,"Dahodwala, Mohsin G"
CHEM,105,43152,General Chemistry Lab II,0,22,2,0,1,0,0,0,0,0,0,0,0,0,3.93,"Muhammad, Safiyah R"
CHEM,105,43154,General Chemistry Lab II,0,17,2,4,2,2,0,0,0,0,0,0,2,0,3.45,"Schwandt, William F"
CHEM,105,43156,General Chemistry Lab II,0,17,1,1,0,1,0,0,0,1,0,0,0,0,3.76,"Muhammad, Safiyah R"
CHEM,105,43157,General Chemistry Lab II,0,17,0,2,0,1,0,1,0,0,0,0,1,0,3.61,"Daly, Connor I"
CHEM,108,39201,"Chemistry, Everyday Phenomena",1,18,6,3,3,1,0,0,0,0,0,0,0,0,3.74,"Adams, Gretchen"
CHEM,199,32559,Undergraduate Open Seminar,24,275,3,0,4,0,0,1,0,0,0,0,2,7,3.95,"Adams, Gretchen"
CHEM,204,32457,Accelerated Chemistry II,3,22,12,20,23,11,24,28,20,5,8,2,8,0,2.53,"Huang, Tina H"
CHEM,205,32549,Accelerated Chemistry Lab II,0,19,22,18,20,10,9,10,3,1,0,4,6,1,2.9,"Huang, Tina H"
CHEM,205,32545,Accelerated Chemistry Lab II,1,5,4,12,9,6,5,4,3,1,0,0,0,1,2.95,"Huang, Tina H"
CHEM,232,53070,Elementary Organic Chemistry I,4,5,16,11,17,18,13,16,24,6,7,2,1,2,2.49,"Axelson, Jordan C"
CHEM,232,63826,Elementary Organic Chemistry I,11,26,27,19,33,48,35,38,37,7,8,1,5,3,2.63,"Axelson, Jordan C"
CHEM,232,39183,Elementary Organic Chemistry I,0,1,0,1,6,1,2,15,1,0,5,1,2,0,2,"Kell, David A"
CHEM,232,55787,Elementary Organic Chemistry I,0,1,0,1,9,3,0,12,3,1,2,2,4,0,2,"Kell, David A"
CHEM,233,32573,Elementary Organic Chem Lab I,21,59,23,24,10,8,2,2,0,0,0,2,1,0,3.59,"Kell, David A"
CHEM,233,32576,Elementary Organic Chem Lab I,24,59,37,24,19,1,2,2,0,1,0,0,1,0,3.63,"Kell, David A"
CHEM,233,32578,Elementary Organic Chem Lab I,15,41,28,20,15,8,3,3,1,0,0,1,0,0,3.52,"Kell, David A"
CHEM,236,32600,Fundamental Organic Chem I,0,10,3,4,11,2,1,17,1,0,2,0,2,1,2.69,"Zimmerman, Steven C"
CHEM,237,32612,Structure and Synthesis,1,10,3,5,9,4,5,10,3,0,0,0,1,1,2.86,"van der Donk, Wilfred A"
CHEM,312,32624,Inorganic Chemistry,0,5,6,3,12,3,6,11,1,4,4,0,2,0,2.51,"Murphy, Catherine J"
CHEM,315,32638,Instrumental Chem Systems Lab,1,22,15,25,11,10,11,19,10,0,2,0,4,0,2.86,"Gewirth, Andrew A"
CHEM,332,60621,Elementary Organic Chem II,2,14,9,5,9,20,12,12,9,11,6,2,6,0,2.42,"Koerner, Michael"
CHEM,332,60622,Elementary Organic Chem II,6,22,15,16,25,20,13,20,18,6,8,4,9,3,2.57,"Koerner, Michael"
CHEM,332,52261,Elementary Organic Chem II,28,11,2,1,2,0,0,0,0,0,0,0,0,0,3.92,"Moore, Jeffrey S"
CHEM,360,59243,Chemistry of the Environment,8,76,19,7,7,3,3,2,0,1,1,0,1,1,3.68,"Shen, Mei"
CHEM,420,32639,Instrumental Characterization,1,20,2,1,20,1,2,16,1,1,0,0,0,1,3.03,"Leckband, Deborah E"
CHEM,436,32672,Fundamental Organic Chem II,6,12,10,11,29,2,18,18,11,0,4,0,3,1,2.73,"Sarlah, David"
CHEM,437,32673,Organic Chemistry Lab,1,9,2,5,2,3,1,0,0,0,0,0,0,0,3.49,"Hull, Kami L"
CHEM,442,32679,Physical Chemistry I,1,5,15,7,8,8,3,2,2,0,0,1,0,0,3.13,"van der Veen, Renske"
CHEM,444,32681,Physical Chemistry II,6,4,9,6,4,2,0,0,1,0,0,0,0,0,3.5,"Rienstra, Chad"
CHEM,445,32734,Physical Principles Lab I,5,8,4,1,2,1,0,0,0,0,0,0,0,0,3.75,"Oldfield, Eric"
CHEM,474,64931,Drug Discovery & Development,3,12,1,2,6,2,0,3,1,1,1,0,2,1,3.05,"Mitchell, Douglas A"
CHEM,530,43148,Structure and Spectroscopy,0,13,6,2,6,3,0,0,0,0,0,0,0,0,3.56,"Fleming, Ian"
CHEM,588,43049,Physical Methods Mat Chem,0,23,5,2,0,0,0,0,0,0,0,0,0,0,3.9,"Nuzzo, Ralph G"
CHLH,100,31075,Contemporary Health,28,42,19,13,21,7,4,3,2,1,1,1,2,0,3.45,"Kaplan, Justine"
CHLH,101,31079,Introduction to Public Health,17,35,26,25,16,11,10,6,3,0,1,0,1,0,3.35,"Kaplan, Justine"
CHLH,101,31089,Introduction to Public Health,9,36,30,17,9,12,6,4,3,0,1,0,1,0,3.39,"Derk, Gwendolyn R"
CHLH,101,63867,Introduction to Public Health,26,204,153,106,74,36,19,24,17,4,2,2,16,0,3.34,"Kaplan, Justine"
CHLH,125,57044,Orientation KIN & Comm Health,4,63,0,0,6,0,0,0,0,0,0,0,1,0,3.86,"Firkins, Carol H"
CHLH,199,47207,Undergraduate Open Seminar,0,7,8,2,4,4,2,1,1,1,1,1,2,0,2.88,"Orazio, Elora E"
CHLH,199,31112,Undergraduate Open Seminar,5,42,1,2,0,0,0,0,0,0,0,0,0,0,3.97,"McLay, Molly M"
CHLH,200,31113,Mental Health,0,74,0,0,40,0,0,6,0,0,3,0,5,1,3.37,"Gobin, Robyn L"
CHLH,201,64927,Pub Hlth Research Meas & Meth,5,4,6,5,2,3,2,3,0,1,0,0,1,0,3.15,"Andrade, Flavia C"
CHLH,206,31158,Human Sexuality,23,15,10,6,7,7,5,0,1,0,2,0,4,1,3.3,"Blackstone, Sarah R"
CHLH,206,57810,Human Sexuality,32,337,108,42,90,22,13,15,7,1,4,4,12,1,3.52,"Rinaldi-Miles, Anna I"
CHLH,243,31097,Drug Use and Abuse,0,41,0,0,25,0,0,10,0,0,3,0,5,1,3.12,"Ritter, Ellen S"
CHLH,243,31098,Drug Use and Abuse,0,49,0,0,28,0,0,19,0,0,5,0,1,0,3.17,"Jones, Ashleigh E"
CHLH,243,65894,Drug Use and Abuse,354,161,52,22,15,9,4,7,6,1,0,1,2,0,3.83,"Kersh, Renique"
CHLH,243,57812,Drug Use and Abuse,375,174,54,35,21,15,7,7,3,3,4,2,6,2,3.77,"Kersh, Renique"
CHLH,250,31249,Health Care Systems,15,41,30,20,4,3,9,5,2,0,1,1,0,0,3.49,"Farner, Susan M"
CHLH,260,31261,Introduction to Medical Ethics,22,74,16,8,7,7,3,0,0,0,1,1,0,0,3.72,"Notaro, Stephen J"
CHLH,274,31263,Introduction to Epidemiology,5,4,13,8,7,16,4,6,1,1,1,0,0,0,3.02,"Grigsby, Diana S"
CHLH,274,65870,Introduction to Epidemiology,17,45,61,37,25,26,10,5,8,3,4,2,18,0,3.05,"Rosenblatt, Karin A"
CHLH,304,31156,Foundations of Health Behavior,12,45,23,14,11,6,8,12,0,2,0,1,6,0,3.24,"Farner, Susan M"
CHLH,380,54665,Orientation to Internship,1,79,1,6,1,2,0,0,1,0,0,0,0,0,3.89,"Farner, Susan M"
CHLH,407,60721,"Disability, Culture & Society",0,22,0,0,2,0,0,0,0,0,0,0,0,0,3.92,"Chiu, Chung-Yi"
CHLH,409,31274,Women's Health,0,25,0,0,12,0,0,1,0,0,1,0,1,0,3.48,"Rosenblatt, Karin A"
CHLH,410,31278,Public Health Practice,31,49,24,14,14,1,1,2,0,0,0,0,0,0,3.72,"Kaplan, Justine"
CHLH,415,57254,International Health,4,10,8,6,2,4,1,0,1,0,0,2,3,0,3.14,"Schwingel, Andiara"
CHLH,421,31281,Health Data Analysis,62,22,15,3,8,7,2,2,2,1,0,0,0,0,3.69,"An, Ruopeng"
CHLH,455,31287,Health Services Financing,18,28,7,6,13,1,1,2,0,0,0,0,1,0,3.61,"Notaro, Stephen J"
CHLH,458,31294,Health Administration,22,15,10,7,3,7,0,9,0,0,0,0,0,0,3.48,"Cotoc, Crina N"
CHLH,469,53527,Environmental Health,3,9,6,7,2,1,2,1,1,0,0,0,2,0,3.25,"Farner, Susan M"
CHLH,494,55764,Special Topics: Health Issues,18,12,1,3,0,0,1,0,0,0,0,0,1,0,3.78,"Farner, Susan M"
CHLH,572,60206,Principles of Epidemiology,0,3,6,9,3,4,0,0,0,0,0,0,0,0,3.35,"Grigsby, Diana S"
CHLH,594,63704,Special Topics,5,13,2,2,0,0,0,0,0,0,0,0,0,0,3.91,"Klonoff-Cohen, Hillary"
CI,401,46092,Intro Tchg in a Diverse Societ,13,11,3,0,3,0,0,2,0,0,0,0,0,0,3.75,"Kennett, Katrina S"
CI,404,31868,Tchg and Assessing Sec Sch Stu,0,11,0,0,6,0,0,4,0,0,0,0,2,0,3.04,"Willis, Arlette I"
CI,404,31898,Tchg and Assessing Sec Sch Stu,0,20,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Mann, Jay A"
CI,407,31903,Thry Prac in Elem Schl Tchg II,0,14,11,1,0,0,0,0,0,0,0,0,0,0,3.83,"MacGregor, Nancy A"
CI,415,52440,"Lang Varieties,Cult,& Learning",2,5,5,2,6,0,1,0,0,0,0,0,1,0,3.33,"Smith, Patrick H"
CI,415,52441,"Lang Varieties,Cult,& Learning",0,13,7,2,0,0,0,0,0,0,0,0,0,0,3.83,"Valderrama Sepu, Laura P"
CI,415,52443,"Lang Varieties,Cult,& Learning",0,20,2,1,1,0,0,0,0,0,0,0,0,0,3.9,"Chaitra Shivapr, Unknown"
CI,431,31938,Tchg Elementary Mathematics,5,23,1,1,0,0,0,0,0,0,0,0,0,0,3.97,"Poetzel, Adam R"
CI,432,63326,Invest Approach Elem Math Inst,3,9,6,3,0,0,0,0,0,0,0,0,0,0,3.81,"Poetzel, Adam R"
CI,437,62106,Educational Game Design,0,20,9,2,2,0,0,0,0,0,0,0,0,0,3.81,"Lindgren, Robb W"
CI,446,64886,Culture in the Classroom,4,11,7,4,0,1,0,0,1,0,0,0,0,0,3.69,"Murillo, Luz A"
CI,448,63330,Tchg Elem Social Studies,0,16,2,3,0,0,0,0,0,0,0,0,0,0,3.87,"Jones, Alexis L"
CI,451,63334,Tchg Elem Science II,0,15,3,2,0,1,0,0,0,0,0,0,0,0,3.83,"Morrisette, Sharon"
CI,467,31963,Princ Tchg Lit to Child Youth,6,8,5,1,0,0,0,0,0,0,1,0,0,0,3.75,"Linares, Rebecca E"
CI,473,56814,Disciplinary Literacy,0,43,1,0,1,0,0,1,0,0,0,0,0,0,3.93,"Dressman, Mark A"
CI,473,56816,Disciplinary Literacy,37,27,8,1,2,0,0,0,0,0,0,0,0,0,3.93,"Dressman, Mark A"
CI,475,63340,Teach Elem Rdg & Lang Arts I,0,8,10,3,0,0,0,0,0,0,0,0,0,0,3.75,"MacGregor, Nancy A"
CI,475,31969,Teach Elem Rdg & Lang Arts I,18,10,0,2,0,0,0,0,0,0,0,0,0,0,3.96,"Minniear, Jacob N"
CLCV,100,31316,Vocab Building-GRK & LAT Roots,0,3,1,5,1,3,4,5,1,2,1,2,4,1,2.17,"Carr, Brandon J"
CLCV,102,31317,Medical Terms-GRK & LAT Roots,24,24,19,14,19,6,3,3,1,0,0,0,1,0,3.47,"Foulk, John M"
CLCV,111,31318,Mythology of Greece and Rome,1,56,6,4,24,2,1,21,1,1,2,9,0,0,3.09,"Solomon, Jon"
CLCV,115,31319,Mythology of Greece and Rome,1,15,3,6,3,0,0,1,0,0,0,0,1,0,3.53,"Cantwell, Katherine P"
CLCV,115,31320,Mythology of Greece and Rome,5,9,2,4,8,0,0,0,0,0,1,0,0,0,3.51,"Hartley-Kroeger, Fiona"
CLCV,115,31321,Mythology of Greece and Rome,2,12,0,5,4,0,0,1,0,0,0,0,0,1,3.61,"Hartley-Kroeger, Fiona"
CLCV,115,31322,Mythology of Greece and Rome,0,18,2,3,3,0,0,2,1,0,0,0,0,0,3.59,"Arampapaslis, Konstantino"
CLCV,115,31323,Mythology of Greece and Rome,0,12,4,0,9,0,1,2,0,0,2,0,0,0,3.27,"Hall, Andrew M"
CLCV,115,31324,Mythology of Greece and Rome,2,14,3,0,8,1,0,2,0,0,0,0,0,0,3.52,"Hunt, Anna L"
CLCV,115,31325,Mythology of Greece and Rome,1,20,1,2,5,0,0,0,0,0,0,0,0,0,3.77,"Stanull, Jennifer A"
CLCV,115,31326,Mythology of Greece and Rome,0,10,7,1,6,1,0,1,0,0,0,0,2,0,3.27,"Hall, Andrew M"
CLCV,115,31327,Mythology of Greece and Rome,1,11,1,1,4,1,0,1,0,0,0,0,2,0,3.26,"Schroer, Clayton A"
CLCV,115,31328,Mythology of Greece and Rome,2,14,2,3,1,1,0,0,0,0,0,2,2,0,3.27,"Cantwell, Katherine P"
CLCV,115,31330,Mythology of Greece and Rome,5,19,0,0,4,0,0,1,0,0,0,0,0,0,3.79,"Cantwell, Katherine P"
CLCV,115,38766,Mythology of Greece and Rome,1,18,3,3,2,0,0,1,0,0,0,0,1,0,3.62,"Hunt, Anna L"
CLCV,115,52436,Mythology of Greece and Rome,0,14,4,3,7,0,0,1,0,0,0,0,0,0,3.57,"Hall, Andrew M"
CLCV,116,31331,The Roman Achievement,10,107,4,10,43,2,1,5,0,1,0,7,0,0,3.52,"Solomon, Jon"
CLCV,132,58508,"Class Archaeology, Rome-Italy",2,9,6,4,2,3,0,0,2,0,0,0,2,0,3.22,"Walters, Brian C"
CLCV,160,46368,Ancient Greek & Roman Religion,2,14,2,4,2,1,2,0,0,0,0,0,0,0,3.63,"Tzanetou, Angeliki"
CLCV,220,45762,Origins of Western Literature,0,12,5,2,2,2,1,1,0,0,0,0,4,0,3.06,"Witzke, Serena S"
CLCV,240,38748,Sex & Gender in Antiquity,6,17,3,1,0,0,0,0,0,0,0,0,0,0,3.94,"Tzanetou, Angeliki"
CMN,102,50528,Intro to Comm Theory & Res,12,40,39,27,31,21,20,19,5,2,4,3,6,2,3.02,"Quick, Brian L"
CMN,211,50585,Business Communication,0,15,7,2,1,0,0,0,0,0,0,0,0,0,3.81,"Costello, Thomas J"
CMN,211,52898,Business Communication,0,5,7,0,2,3,2,0,0,0,0,1,1,0,3.1,"Ditewig-Morris, Kathleen"
CMN,211,53252,Business Communication,0,9,1,2,5,0,0,1,3,0,0,0,1,0,3.11,"Ditewig-Morris, Kathleen"
CMN,212,65215,Intro to Organizational Comm,2,8,4,8,6,1,2,2,0,0,0,0,0,0,3.35,"Poole, Marshall S"
CMN,212,50688,Intro to Organizational Comm,0,6,7,3,6,1,2,2,0,0,2,0,1,0,3.03,"Bryan, Ann L"
CMN,212,50684,Intro to Organizational Comm,0,5,4,4,8,4,1,2,0,0,0,0,0,1,3.18,"Proulx, Jeffrey"
CMN,212,50685,Intro to Organizational Comm,1,2,7,4,4,4,2,2,1,0,0,1,0,0,3.02,"Proulx, Jeffrey"
CMN,213,65071,Small Group Communication,5,11,6,2,1,2,0,2,0,0,0,0,0,0,3.62,"Reynolds-Tylus, Tobias J"
CMN,213,65070,Small Group Communication,10,8,3,0,3,0,0,0,0,0,1,0,1,0,3.58,"Reynolds-Tylus, Tobias J"
CMN,220,50588,Communicating Public Policy,0,11,5,0,2,3,2,0,0,0,0,0,0,0,3.52,"Pitchford, Matthew C"
CMN,230,50599,Intro to Interpersonal Comm,23,51,30,27,18,19,7,9,3,1,3,0,4,2,3.3,"Guntzviller, Lisa"
CMN,232,50601,Intro to Intercultural Comm,4,11,6,2,1,0,1,0,0,0,0,0,1,0,3.62,"Koven, Michele E"
CMN,232,50600,Intro to Intercultural Comm,3,7,5,5,3,0,0,1,0,0,0,0,1,0,3.44,"Moga, Jillian L"
CMN,260,56847,Intro to Health Communication,8,3,5,2,0,2,2,0,2,1,0,0,1,0,3.22,"Smith, Marisa A"
CMN,260,50602,Intro to Health Communication,2,9,3,4,5,3,1,2,0,0,0,0,0,0,3.37,"Martinez Gonzal, Andrea"
CMN,260,65216,Intro to Health Communication,2,12,6,0,3,3,1,1,0,0,0,0,0,0,3.55,"Martinez Gonzal, Andrea"
CMN,277,50613,Intro to Mediated Comm,3,15,4,3,1,0,0,2,0,0,0,1,0,0,3.6,"Weeks, Kristopher R"
CMN,277,50604,Intro to Mediated Comm,3,10,6,4,2,0,2,0,1,1,0,0,0,0,3.48,"Weeks, Kristopher R"
CMN,280,50622,Comm Technology & Society,0,7,2,2,8,1,1,4,0,1,0,1,2,0,2.79,"Jackson, Sally A"
CMN,310,50624,The Rhetorical Tradition,0,7,2,8,4,2,0,1,0,0,1,0,0,0,3.29,"O'Gorman, Thomas E"
CMN,321,50625,Strategies of Persuasion,0,20,5,6,21,4,12,27,3,2,7,2,6,0,2.52,"Murphy, John M"
CMN,323,50634,Argumentation,0,10,5,2,2,0,0,0,1,0,1,0,0,0,3.51,"Bellwood, Alia R"
CMN,326,56848,Mass Media and the Audience,4,3,0,4,7,3,7,0,3,2,1,1,1,0,2.67,"Dixon, Travis L"
CMN,336,60185,Family Communication,4,12,5,6,2,0,0,0,0,1,0,0,0,0,3.66,"Abendschein, Bryan"
CMN,336,51876,Family Communication,0,10,5,3,2,2,1,1,1,1,0,0,1,0,3.22,"Wang, Ningxin"
CMN,336,60184,Family Communication,1,8,5,1,6,3,1,0,1,1,0,0,2,1,3.07,"Abendschein, Bryan"
CMN,338,64999,Relationships and Technologies,1,4,6,3,3,4,4,3,1,0,0,1,0,0,2.98,"Roache, David J"
CMN,338,65861,Relationships and Technologies,0,1,5,1,0,5,3,3,3,3,2,1,3,0,2.12,"Roache, David J"
CMN,340,52899,Visual Politics,0,7,6,4,8,5,0,1,1,0,0,0,1,0,3.16,"Bisbee, Donovan S"
CMN,340,60187,Visual Politics,0,8,5,4,1,4,0,2,3,0,0,1,0,1,3.11,"Bisbee, Donovan S"
CMN,345,64998,Visual Media Effects,0,1,2,2,15,5,2,3,1,1,0,0,0,0,2.81,"Bigsby, Elisabeth"
CMN,361,58519,Storytelling as Oral Comm,2,4,6,2,6,5,1,3,0,0,0,1,2,0,2.91,"Bishop, Mardia J"
CMN,368,54389,Sexual Communication,7,87,10,17,48,2,1,19,0,1,10,0,1,0,3.3,"Ramey, Mary E"
CMN,375,52635,The American Family,0,26,15,12,7,6,1,1,1,0,1,0,1,0,3.42,"Giorgio, Grace A"
CMN,396,51686,"Race, Class, Gender & Work",1,2,4,5,2,5,4,4,1,1,0,0,0,0,2.86,"Wright-Dixon, Trina J"
CMN,396,50648,Leadership Comm Theory/Pract,0,15,4,3,0,0,0,2,0,0,1,0,1,0,3.45,"Costello, Thomas J"
CMN,396,50642,Org Comm & Diversity,0,2,4,3,4,5,4,2,1,1,0,1,1,0,2.68,"Wright-Dixon, Trina J"
CMN,396,50639,Org Comm & Diversity,3,4,3,6,6,6,1,0,1,0,0,0,1,0,3.13,"Wright-Dixon, Trina J"
CMN,396,50643,Social Movement Communication,0,3,8,6,10,1,0,2,0,1,2,0,0,0,3.07,"Cisneros, Josue D"
CMN,410,52643,Workplace Comm Technology,1,6,6,3,6,1,1,0,0,1,0,1,1,0,3.15,"Barley, William"
CMN,412,50650,Adv Organizational Comm,0,8,7,1,2,8,0,1,1,1,0,0,0,3,3.23,"Lammers, John C"
CMN,429,52652,Race and the Mass Media,1,4,2,4,7,1,4,3,0,1,2,0,1,0,2.77,"Dixon, Travis L"
CMN,435,50993,Adv Interpersonal Comm,4,4,7,0,8,1,1,2,0,0,0,0,0,0,3.36,"Ramey, Mary E"
CMN,435,58907,Adv Interpersonal Comm,7,4,6,3,3,2,3,0,0,0,2,0,0,0,3.31,"Ramey, Mary E"
CMN,462,52656,Interpersonal Health Comm,2,8,7,4,4,3,1,2,0,0,0,0,0,0,3.4,"Guntzviller, Lisa"
CMN,463,50661,Organizational Health Comm,0,13,8,6,7,4,1,3,0,0,0,0,0,0,3.38,"Lammers, John C"
CMN,496,57313,Comm Tech & Altruism,0,17,0,5,0,0,1,0,0,0,0,0,0,0,3.79,"Jackson, Sally A"
CMN,502,60771,Health Comm Research Methods I,0,19,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Skubisz, Christine M"
CMN,504,65514,Health & Family Communication,3,16,0,1,1,0,0,0,0,0,0,0,0,0,3.92,"Reznik, Rachel M"
CPSC,112,31487,Introduction to Crop Sciences,11,42,1,10,21,0,1,1,0,0,1,0,1,0,3.57,"Simmons, F W"
CPSC,116,48193,The Global Food Production Web,0,168,0,0,22,0,0,0,0,0,0,0,0,1,3.88,"Bohn, Martin O"
CPSC,117,66101,Agric. & Science of Coffee,6,29,21,2,3,3,0,0,0,0,0,0,0,0,3.76,"Briskin, Donald P"
CPSC,131,60004,Agriculture in Mythology,0,382,0,0,33,0,0,14,0,0,9,0,9,2,3.72,"Rayburn, A L"
CPSC,241,31493,Intro to Applied Statistics,0,10,0,0,6,0,0,6,0,0,4,0,0,0,2.85,"Butts-Wilmsmeye, Carolyn"
CPSC,261,31518,Biotechnology in Agriculture,1,16,0,0,14,0,0,2,0,0,0,0,0,0,3.45,"Moose, Stephen P"
CPSC,336,31524,Tomorrow's Environment,2,15,0,2,4,2,0,1,0,0,0,0,0,0,3.62,"Lee, DoKyoung"
CPSC,352,31503,Plant Genetics,2,6,1,0,7,2,0,6,1,0,0,0,0,0,3.03,"Diers, Brian W"
CPSC,412,59036,Principles of Crop Advising,10,35,5,7,7,2,0,2,0,0,0,0,0,0,3.71,"Nafziger, Emerson D"
CPSC,418,31547,Crop Growth and Management,29,11,0,3,4,0,0,3,0,0,0,0,1,0,3.69,"Villamil, Maria B"
CPSC,440,31578,Applied Statistical Methods I,1,13,14,3,14,3,2,4,2,0,1,1,1,0,3.14,"Lipka, Alexander E"
CPSC,542,52387,Applied Statistical Methods II,2,6,4,6,4,1,0,2,1,0,0,0,0,0,3.35,"Butts-Wilmsmeye, Carolyn"
CS,101,31018,Intro Computing: Engrg & Sci,239,159,72,61,44,24,9,12,9,7,2,4,15,3,3.55,"Davis, Neal E"
CS,105,31128,Intro Computing: Non-Tech,184,130,64,42,41,21,11,14,1,5,9,1,21,3,3.46,"Haberman, Michael"
CS,125,31152,Intro to Computer Science,28,44,22,10,26,10,12,14,7,1,1,0,2,2,3.26,"Chapman, William L"
CS,125,31155,Intro to Computer Science,24,43,23,9,19,15,15,10,14,2,2,0,1,0,3.18,"Chapman, William L"
CS,125,50104,Intro to Computer Science,25,54,16,11,23,15,9,12,8,3,1,1,0,2,3.28,"Chapman, William L"
CS,126,65120,Software Design Studio,27,32,32,29,12,10,7,2,2,1,0,1,3,0,3.41,"Angrave, Lawrence C"
CS,126,65684,Software Design Studio,9,15,26,18,8,10,3,4,4,2,0,0,4,0,3.17,"Angrave, Lawrence C"
CS,173,31187,Discrete Structures,2,13,7,5,8,1,2,3,1,0,0,1,1,0,3.23,"Fleck, Margaret M"
CS,173,48263,Discrete Structures,2,9,10,10,8,2,3,0,1,1,0,0,0,0,3.33,"Fleck, Margaret M"
