CourseName,PrereqName,ConcurrentAllowed,PrereqGroupNum
CS 341,CS 225,False,0
CS 341,CS 233,False,1
CS 357,MATH 225,False,0
CS 357,MATH 257,False,0
CS 357,MATH 415,False,0
CS 357,MATH 416,False,0
CS 357,ASRM 406,False,0
CS 357,CS 101,False,1
CS 357,CS 105,False,1
CS 357,CS 124,False,1
CS 357,ECE 220,False,1
CS 357,MATH 241,False,2
CS 357,MATH 225,False,3
CS 357,MATH 257,False,3
CS 357,MATH 415,False,3
CS 357,MATH 416,False,3
CS 357,ASRM 406,False,3
CS 357,BIOE 210,False,3
CS 361,MATH 220,False,0
CS 361,MATH 221,False,0
CS 361,MATH 225,True,1
CS 361,MATH 257,True,1
CS 361,MATH 415,True,1
CS 361,MATH 416,True,1
CS 361,ASRM 406,True,1
CS 374,CS 225,False,0
CS 374,CS 173,False,1
CS 374,MATH 213,False,1
CS 402,CS 400,False,0
CS 403,CS 401,False,0
CS 411,CS 225,False,0
CS 412,CS 225,False,0
CS 413,MATH 347,False,0
CS 415,CS 225,False,0
CS 418,MATH 225,False,0
CS 418,MATH 257,False,0
CS 418,MATH 415,False,0
CS 418,MATH 416,False,0
CS 418,ASRM 406,False,0
CS 418,CS 225,False,1
CS 418,MATH 241,False,2
CS 418,MATH 225,False,3
CS 418,MATH 257,False,3
CS 418,MATH 415,False,3
CS 418,MATH 416,False,3
CS 418,ASRM 406,False,3
CS 418,BIOE 210,False,3
CS 420,CS 225,False,0
CS 421,CS 374,False,0
CS 421,ECE 374,False,0
CS 421,MATH 225,False,1
CS 421,MATH 257,False,1
CS 421,MATH 415,False,1
CS 421,MATH 416,False,1
CS 421,ASRM 406,False,1
CS 421,BIOE 210,False,1
CS 421,CS 233,False,2
CS 421,CS 340,False,2
CS 421,CS 374,False,3
CS 425,CS 340,True,0
CS 425,CS 341,True,0
CS 425,ECE 391,True,0
CS 431,CS 341,False,0
CS 431,ECE 391,False,0
CS 433,CS 233,False,0
CS 434,ECE 391,False,0
CS 434,CS 341,False,0
CS 434,ECE 310,False,0
CS 437,CS 341,False,0
CS 438,CS 341,False,0
CS 438,ECE 391,False,0
CS 438,CS 361,False,1
CS 438,STAT 361,False,1
CS 438,ECE 313,False,1
CS 438,MATH 362,False,1
CS 438,MATH 461,False,1
CS 438,MATH 463,False,1
CS 438,STAT 400,False,1
CS 438,CS 361,False,2
CS 438,ECE 313,False,2
CS 438,MATH 461,False,2
CS 438,STAT 400,False,2
CS 440,CS 361,False,0
CS 440,ECE 313,False,0
CS 440,MATH 461,False,0
CS 440,STAT 400,False,0
CS 440,BIOE 310,False,0
CS 440,CS 361,False,1
CS 440,STAT 361,False,1
CS 440,ECE 313,False,1
CS 440,MATH 362,False,1
CS 440,MATH 461,False,1
CS 440,MATH 463,False,1
CS 440,STAT 400,False,1
CS 440,BIOE 310,False,1
CS 440,CS 225,False,2
CS 441,CS 225,False,0
CS 441,CS 361,False,1
CS 442,CS 225,False,0
CS 442,MATH 225,False,1
CS 442,MATH 257,False,1
CS 442,MATH 415,False,1
CS 442,MATH 416,False,1
CS 442,ASRM 406,False,1
CS 442,BIOE 210,False,1
CS 442,CS 440,False,2
CS 442,ECE 448,False,2
CS 442,CS 441,False,2
CS 442,CS 446,False,2
CS 442,ECE 449,False,2
CS 443,CS 361,False,0
CS 443,STAT 361,False,0
CS 443,ECE 313,False,0
CS 443,MATH 362,False,0
CS 443,MATH 461,False,0
CS 443,MATH 463,False,0
CS 443,STAT 400,False,0
CS 443,MATH 241,False,1
CS 443,MATH 225,False,2
CS 443,MATH 257,False,2
CS 443,MATH 415,False,2
CS 443,MATH 416,False,2
CS 443,ASRM 406,False,2
CS 443,BIOE 210,False,2
CS 443,CS 225,False,3
CS 444,MATH 241,False,0
CS 444,CS 361,False,1
CS 444,ECE 313,False,1
CS 444,MATH 461,False,1
CS 444,STAT 400,False,1
CS 444,MATH 225,False,2
CS 444,MATH 257,False,2
CS 444,MATH 415,False,2
CS 444,MATH 416,False,2
CS 444,ASRM 406,False,2
CS 444,BIOE 210,False,2
CS 444,CS 225,False,3
CS 445,MATH 225,False,0
CS 445,MATH 231,False,1
CS 445,CS 225,False,2
CS 446,CS 225,False,0
CS 446,MATH 225,False,1
CS 446,MATH 257,False,1
CS 446,MATH 415,False,1
CS 446,MATH 416,False,1
CS 446,ASRM 406,False,1
CS 446,BIOE 210,False,1
CS 446,CS 361,False,2
CS 446,ECE 313,False,2
CS 446,MATH 461,False,2
CS 446,STAT 400,False,2
CS 447,CS 374,False,0
CS 448,MATH 225,False,0
CS 448,MATH 257,False,0
CS 448,MATH 415,False,0
CS 448,MATH 416,False,0
CS 448,ASRM 406,False,0
CS 448,BIOE 210,False,0
CS 448,CS 341,False,1
CS 448,ECE 391,False,1
CS 450,CS 357,False,0
CS 450,MATH 257,False,0
CS 450,MATH 415,False,0
CS 450,MATH 416,False,0
CS 450,MATH 285,False,1
CS 450,CS 101,False,2
CS 450,CS 124,False,2
CS 450,CS 101,False,3
CS 450,CS 357,False,4
CS 450,MATH 257,False,4
CS 450,MATH 357,False,4
CS 450,MATH 415,False,4
CS 450,MATH 416,False,4
CS 461,CS 341,False,0
CS 461,ECE 391,False,0
CS 463,CS 461,False,0
CS 464,CS 225,False,0
CS 468,CS 225,False,0
CS 469,CS 173,False,0
CS 469,MATH 225,False,1
CS 469,MATH 257,False,1
CS 469,MATH 415,False,1
CS 469,MATH 416,False,1
CS 469,ASRM 406,False,1
CS 469,BIOE 210,False,1
CS 469,CS 361,False,2
CS 469,ECE 313,False,2
CS 469,MATH 461,False,2
CS 469,STAT 400,False,2
CS 469,CS 225,False,3
CS 473,CS 374,False,0
CS 473,ECE 374,False,0
CS 473,CS 361,False,0
CS 473,STAT 361,False,0
CS 473,ECE 313,False,0
CS 473,MATH 362,False,0
CS 473,MATH 461,False,0
CS 473,MATH 463,False,0
CS 473,STAT 400,False,0
CS 473,CS 374,False,1
CS 473,CS 361,False,1
CS 473,MATH 461,False,1
CS 473,STAT 400,False,1
CS 474,CS 374,False,0
CS 474,ECE 374,False,0
CS 474,CS 225,False,1
CS 474,CS 173,False,2
CS 475,CS 374,False,0
CS 475,ECE 374,False,0
CS 477,CS 225,False,0
CS 477,CS 374,False,1
CS 477,ECE 374,False,1
CS 477,MATH 414,False,1
CS 483,ECE 220,False,0
CS 493,CS 492,False,0
CS 494,CS 492,False,0
CS 508,ECE 408,False,0
CS 508,CS 420,False,0
CS 510,CS 410,False,0
CS 510,CS 412,False,0
CS 510,CS 446,False,0
CS 510,ECE 449,False,0
CS 510,LING 406,False,0
CS 523,CS 425,False,0
CS 523,ECE 428,False,0
CS 523,CS 433,False,1
CS 523,CSE 422,False,1
CS 523,CS 423,False,2
CS 523,CSE 423,False,2
CS 524,CS 475,False,0
CS 524,MATH 475,False,0
CS 524,CS 476,False,0
CS 525,CS 423,False,0
CS 525,CSE 423,False,0
CS 525,CS 425,False,0
CS 525,ECE 428,False,0
CS 525,CS 438,False,0
CS 525,ECE 438,False,0
CS 526,CS 426,False,0
CS 533,CS 433,False,0
CS 533,CSE 422,False,0
CS 534,CS 433,False,0
CS 534,CSE 422,False,0
CS 534,CS 433,False,1
CS 538,CS 438,False,0
CS 538,ECE 438,False,0
CS 539,CS 473,False,0
CS 539,ECE 428,False,0
CS 539,ECE 438,False,0
CS 543,ECE 448,False,0
CS 543,CS 225,False,0
CS 555,CS 450,False,0
CS 555,CSE 401,False,0
CS 555,ECE 491,False,0
CS 555,MATH 450,False,0
CS 565,CS 465,False,0
CS 568,CS 465,False,0
CS 588,CS 374,False,0
CS 588,ECE 484,False,0
CS 588,CS 374,False,1
CS 588,ECE 374,False,1
CS 588,ECE 484,False,1
CSE 401,CS 101,False,0
CSE 401,CS 124,False,0
CSE 401,CS 101,False,1
CSE 401,CS 357,False,2
CSE 401,MATH 257,False,2
CSE 401,MATH 357,False,2
CSE 401,MATH 415,False,2
CSE 401,MATH 416,False,2
CSE 401,MATH 285,False,3
CSE 401,CS 357,False,4
CSE 401,MATH 257,False,4
CSE 401,MATH 415,False,4
CSE 401,MATH 416,False,4
CSE 402,CS 225,False,0
CSE 408,ECE 220,False,0
CSE 412,ME 310,False,0
CSE 412,TAM 335,False,0
CSE 412,ME 320,False,1
CSE 414,CS 374,False,0
CSE 414,ECE 374,False,0
CSE 414,CS 361,False,0
CSE 414,STAT 361,False,0
CSE 414,ECE 313,False,0
CSE 414,MATH 362,False,0
CSE 414,MATH 461,False,0
CSE 414,MATH 463,False,0
CSE 414,STAT 400,False,0
CSE 414,CS 374,False,1
CSE 414,CS 361,False,1
CSE 414,MATH 461,False,1
CSE 414,STAT 400,False,1
CSE 422,CS 233,False,0
CSE 427,MATH 241,False,0
CSE 427,MATH 225,False,1
CSE 427,MATH 257,False,1
CSE 427,MATH 415,False,1
CSE 427,MATH 416,False,1
CSE 427,ASRM 406,False,1
CSE 427,BIOE 210,False,1
CSE 427,CS 225,False,2
CSE 427,MATH 225,False,3
CSE 427,MATH 257,False,3
CSE 427,MATH 415,False,3
CSE 427,MATH 416,False,3
CSE 427,ASRM 406,False,3
CSE 428,STAT 410,False,0
CSE 440,STAT 400,False,0
CSE 440,STAT 409,False,0
CSE 441,ECE 220,False,0
CSE 441,MATH 415,False,1
CSE 448,STAT 400,True,0
CSE 448,STAT 409,True,0
CSE 448,STAT 410,True,0
CSE 451,CS 101,False,0
CSE 451,ME 371,False,0
CSE 451,TAM 470,False,0
CSE 461,AE 311,False,0
CSE 461,AE 312,True,1
CSE 510,CS 450,False,0
CSE 510,CSE 401,False,0
CSE 510,ECE 491,False,0
CSE 510,MATH 450,False,0
CSE 517,TAM 470,False,0
CSE 517,CEE 570,False,0
CSE 517,CS 555,False,0
CSE 517,ME 471,False,0
CSE 522,CS 433,False,0
CSE 522,CSE 422,False,0
CSE 525,STAT 425,False,0
CSE 525,STAT 426,False,0
CSE 525,STAT 510,False,0
CSE 530,ECE 520,True,0
CSE 530,CS 357,False,1
CSE 542,STAT 410,False,0
CSE 542,STAT 425,False,1
CSE 551,CEE 471,False,0
CSE 551,TAM 551,False,0
CSE 553,CEE 471,False,0
CSE 553,TAM 551,False,0
CSE 553,CEE 570,False,1
CSE 553,ME 471,False,1
CSE 554,CEE 471,False,0
CSE 554,TAM 551,False,0
CSE 566,MATH 285,False,0
CW 200,CW 104,False,0
CW 200,CW 106,False,0
CW 204,CW 104,False,0
CW 206,CW 106,False,0
CW 404,CW 204,False,0
CW 406,CW 206,False,0
CW 455,CW 208,False,0
CW 455,CW 404,False,0
CW 455,CW 406,False,0
CW 460,CW 104,False,0
CW 460,CW 106,False,0
CWL 223,REL 214,False,0
CWL 226,AFRO 100,False,0
CWL 317,FR 207,False,0
CWL 317,FR 212,False,1
CWL 317,FR 211,False,2
CWL 512,TRST 501,False,0
CZCH 202,CZCH 201,False,0
DANC 232,DANC 160,False,0
DANC 260,DANC 160,False,0
DANC 331,DANC 131,False,0
DANC 331,DANC 231,False,0
DANC 360,DANC 260,False,0
DANC 362,DANC 259,False,0
DANC 362,DANC 262,False,1
DANC 431,DANC 131,False,0
DANC 431,DANC 231,False,0
DANC 460,DANC 360,False,0
DANC 470,DANC 260,False,0
DANC 497,DANC 496,False,0
DANC 498,DANC 375,False,0
DANC 499,DANC 362,False,0
DANC 542,DANC 541,False,0
DTX 455,DTX 210,False,0
DTX 455,DTX 251,False,0
EALC 344,PS 240,False,0
EALC 344,PS 241,False,0
EALC 430,LING 400,False,0
EALC 512,TRST 501,False,0
ECE 205,PHYS 212,False,0
ECE 206,ECE 205,False,0
ECE 210,MATH 285,True,0
ECE 210,ECE 110,False,1
ECE 210,PHYS 212,False,2
ECE 211,MATH 285,True,0
ECE 211,ECE 110,False,1
ECE 211,PHYS 212,False,2
ECE 220,ECE 120,False,0
ECE 310,ECE 210,False,0
ECE 311,ECE 310,True,0
ECE 313,MATH 257,False,0
ECE 313,MATH 416,False,0
ECE 314,ECE 313,True,0
ECE 314,ECE 313,True,0
ECE 314,IE 300,True,0
ECE 314,STAT 410,True,0
ECE 316,RHET 105,False,0
ECE 317,MATH 220,False,0
ECE 317,MATH 221,False,0
ECE 317,MATH 234,False,0
ECE 329,ECE 210,False,0
ECE 330,ECE 210,False,0
ECE 333,ECE 205,False,0
ECE 333,ECE 210,False,0
ECE 340,ECE 210,False,0
ECE 340,ECE 329,True,1
ECE 340,PHYS 214,False,2
ECE 342,ECE 210,False,0
ECE 343,ECE 342,True,0
ECE 350,ECE 329,False,0
ECE 374,CS 225,False,0
ECE 374,CS 173,False,1
ECE 374,MATH 213,False,1
ECE 385,ECE 110,False,0
ECE 385,ECE 220,False,1
ECE 391,ECE 220,False,0
ECE 391,CS 233,False,0
ECE 395,ECE 385,False,0
ECE 402,ECE 310,False,0
ECE 408,ECE 220,False,0
ECE 411,ECE 391,False,0
ECE 411,CS 341,False,0
ECE 414,BIOE 205,False,0
ECE 414,ECE 205,False,0
ECE 414,ECE 210,False,0
ECE 415,BIOE 414,True,0
ECE 416,ECE 329,False,0
ECE 418,ECE 310,False,0
ECE 418,ECE 313,True,1
ECE 418,STAT 400,True,1
ECE 418,IE 300,True,1
ECE 418,MATH 461,True,1
ECE 418,MATH 415,False,2
ECE 420,ECE 310,False,0
ECE 421,ECE 210,False,0
ECE 421,BIOE 205,False,0
ECE 421,NE 330,False,0
ECE 422,CS 341,False,0
ECE 422,ECE 391,False,0
ECE 424,CS 461,False,0
ECE 425,ECE 385,False,0
ECE 425,CS 233,False,0
ECE 428,CS 340,True,0
ECE 428,CS 341,True,0
ECE 428,ECE 391,True,0
ECE 431,ECE 330,False,0
ECE 434,ECE 391,False,0
ECE 434,CS 341,False,0
ECE 434,ECE 310,False,0
ECE 438,CS 341,False,0
ECE 438,ECE 391,False,0
ECE 438,CS 361,False,1
ECE 438,STAT 361,False,1
ECE 438,ECE 313,False,1
ECE 438,MATH 362,False,1
ECE 438,MATH 461,False,1
ECE 438,MATH 463,False,1
ECE 438,STAT 400,False,1
ECE 438,CS 361,False,2
ECE 438,ECE 313,False,2
ECE 438,MATH 461,False,2
ECE 438,STAT 400,False,2
ECE 441,ECE 340,False,0
ECE 443,ECE 340,False,0
ECE 444,ECE 340,False,0
ECE 448,CS 361,False,0
ECE 448,ECE 313,False,0
ECE 448,MATH 461,False,0
ECE 448,STAT 400,False,0
ECE 448,BIOE 310,False,0
ECE 448,CS 361,False,1
ECE 448,STAT 361,False,1
ECE 448,ECE 313,False,1
ECE 448,MATH 362,False,1
ECE 448,MATH 461,False,1
ECE 448,MATH 463,False,1
ECE 448,STAT 400,False,1
ECE 448,BIOE 310,False,1
ECE 448,CS 225,False,2
ECE 449,CS 225,False,0
ECE 449,MATH 225,False,1
ECE 449,MATH 257,False,1
ECE 449,MATH 415,False,1
ECE 449,MATH 416,False,1
ECE 449,ASRM 406,False,1
ECE 449,BIOE 210,False,1
ECE 449,CS 361,False,2
ECE 449,ECE 313,False,2
ECE 449,MATH 461,False,2
ECE 449,STAT 400,False,2
ECE 451,ECE 350,False,0
ECE 455,ECE 350,False,0
ECE 455,PHYS 436,False,0
ECE 461,ECE 210,False,0
ECE 461,ECE 313,False,1
ECE 465,ECE 350,False,0
ECE 465,ECE 313,False,1
ECE 466,ECE 465,True,0
ECE 470,MATH 225,False,0
ECE 470,MATH 415,False,0
ECE 470,MATH 418,False,0
ECE 478,CS 225,False,0
ECE 478,CS 374,False,1
ECE 478,ECE 374,False,1
ECE 478,MATH 414,False,1
ECE 479,ECE 220,False,0
ECE 479,CS 225,False,0
ECE 481,CHEM 442,False,0
ECE 481,MSE 401,False,0
ECE 481,PHYS 460,False,0
ECE 483,ECE 342,False,0
ECE 486,ECE 210,False,0
ECE 489,SE 320,False,0
ECE 490,ECE 220,False,0
ECE 490,MATH 415,False,1
ECE 491,CS 101,False,0
ECE 491,CS 124,False,0
ECE 491,CS 101,False,1
ECE 491,CS 357,False,2
ECE 491,MATH 257,False,2
ECE 491,MATH 357,False,2
ECE 491,MATH 415,False,2
ECE 491,MATH 416,False,2
ECE 491,MATH 285,False,3
ECE 491,CS 357,False,4
ECE 491,MATH 257,False,4
ECE 491,MATH 415,False,4
ECE 491,MATH 416,False,4
ECE 492,CS 225,False,0
ECE 493,MATH 285,False,0
ECE 493,MATH 441,False,0
ECE 496,RHET 105,False,0
ECE 499,ECE 496,False,0
ECE 508,ECE 408,False,0
ECE 508,CS 420,False,0
ECE 515,ECE 486,False,0
ECE 522,ECE 391,False,0
ECE 522,ECE 411,False,0
ECE 522,CS 433,False,0
ECE 526,CS 473,False,0
ECE 526,ECE 428,False,0
ECE 526,ECE 438,False,0
ECE 528,ECE 515,False,0
ECE 528,MATH 444,False,0
ECE 528,MATH 447,False,0
ECE 534,ECE 313,False,0
ECE 534,MATH 461,False,0
ECE 534,STAT 400,False,0
ECE 538,ECE 340,False,0
ECE 540,ECE 520,True,0
ECE 540,CS 357,False,1
ECE 543,ECE 534,False,0
ECE 549,ECE 448,False,0
ECE 549,CS 225,False,0
ECE 553,ECE 313,False,0
ECE 553,ECE 515,False,1
ECE 557,ECE 515,False,0
ECE 558,ECE 310,False,0
ECE 558,ECE 313,False,1
ECE 561,ECE 534,False,0
ECE 570,ECE 520,False,0
ECE 572,PHYS 485,False,0
ECON 202,MATH 220,False,0
ECON 202,MATH 221,False,0
ECON 202,MATH 234,False,0
ECON 203,ECON 202,False,0
ECON 203,MATH 220,False,1
ECON 203,MATH 221,False,1
ECON 203,MATH 234,False,1
ECON 302,ECON 102,False,0
ECON 303,MATH 220,False,0
ECON 303,MATH 221,False,0
ECON 303,MATH 234,False,0
ECON 303,ECON 103,False,1
ECON 303,ECON 102,False,2
ECON 399,ECON 302,False,0
ECON 399,ECON 202,False,1
ECON 402,ECON 302,False,0
ECON 402,ECON 202,False,1
ECON 402,MATH 220,False,2
ECON 411,ECON 302,False,0
ECON 414,ECON 302,False,0
ECON 418,ECON 302,False,0
ECON 418,ECON 202,False,1
ECON 418,MATH 220,False,2
ECON 418,MATH 221,False,2
ECON 425,ECON 203,False,0
ECON 425,ECON 303,False,1
ECON 425,ECON 302,False,2
ECON 425,MATH 220,False,3
ECON 425,MATH 221,False,3
ECON 426,ECON 202,False,0
ECON 426,MATH 231,False,1
ECON 426,ECON 303,False,2
ECON 436,ECON 302,False,0
ECON 436,MATH 220,False,1
ECON 436,MATH 221,False,1
ECON 437,MATH 221,False,0
ECON 437,ECON 302,False,1
ECON 437,ECON 202,False,2
ECON 437,MATH 220,False,3
ECON 440,ECON 302,False,0
ECON 447,ECON 302,False,0
ECON 447,ECON 202,False,1
ECON 447,MATH 220,False,2
ECON 447,MATH 221,False,2
ECON 448,ECON 302,False,0
ECON 448,ECON 202,False,1
ECON 448,MATH 220,False,2
ECON 448,MATH 221,False,2
ECON 450,ECON 102,False,0
ECON 450,ECON 103,False,0
ECON 460,ECON 302,False,0
ECON 460,ECON 202,False,1
ECON 460,MATH 220,False,2
ECON 460,MATH 221,False,2
ECON 471,ECON 203,False,0
ECON 471,ECON 302,False,1
ECON 471,ECON 303,False,1
ECON 472,ECON 203,False,0
ECON 472,MATH 221,False,1
ECON 472,ECON 302,False,2
ECON 472,MATH 220,False,3
ECON 474,ECON 203,False,0
ECON 474,MATH 221,False,1
ECON 474,ECON 302,False,2
ECON 474,MATH 220,False,3
ECON 475,ECON 203,False,0
ECON 475,MATH 221,False,1
ECON 475,ECON 302,False,2
ECON 475,MATH 220,False,3
ECON 480,ECON 302,False,0
ECON 484,ECON 302,False,0
ECON 490,ECON 202,False,0
ECON 490,MATH 220,False,1
ECON 490,MATH 221,False,1
ECON 490,ECON 302,False,2
ECON 490,ECON 303,False,2
ECON 491,ECON 302,False,0
ECON 491,ECON 203,False,1
ECON 491,MATH 220,False,2
ECON 501,ECON 102,False,0
ECON 501,ECON 103,False,0
ECON 503,ECON 502,False,0
ECON 511,ECON 302,False,0
ECON 514,ECON 302,False,0
ECON 514,ECON 303,False,0
ECON 533,ECON 530,False,0
ECON 534,ECON 531,False,0
ECON 535,ECON 532,False,0
ECON 549,ECON 302,False,0
ECON 553,ECON 500,False,0
ECON 553,ACE 501,False,1
ECON 578,STAT 511,False,0
ECON 578,MATH 561,False,0
ECON 578,STAT 554,False,0
EDPR 432,CI 420,False,0
EDPR 432,CI 406,False,0
EIL 512,EIL 411,False,0
ENG 411,ENG 110,False,0
ENG 471,MATH 220,False,0
ENG 471,MATH 221,False,0
ENG 471,CHEM 104,False,1
ENG 471,CHEM 204,False,1
ENG 471,PHYS 101,False,1
ENG 471,PHYS 211,False,1
ENG 571,ENG 471,True,0
ENGL 209,ENGL 200,False,0
ENGL 255,ENGL 200,False,0
ENVS 310,ACE 100,False,0
ENVS 310,ECON 102,False,0
ENVS 380,GEOL 100,False,0
ENVS 380,GEOL 107,False,0
ENVS 380,CHEM 103,False,1
ENVS 380,CHEM 102,False,2
ENVS 420,IB 203,False,0
ENVS 469,CHLH 274,False,0
ENVS 510,ECON 302,False,0
ENVS 514,MCB 450,True,0
EPOL 395,EPOL 201,False,0
EPSY 201,PSYC 100,False,0
EPSY 401,EPSY 201,False,0
EPSY 405,PSYC 216,False,0
EPSY 420,PSYC 238,False,0
EPSY 471,EPSY 480,False,0
EPSY 575,EPSY 578,False,0
EPSY 575,EPSY 574,False,1
EPSY 575,EPSY 580,False,1
EPSY 581,EPSY 580,False,0
EPSY 586,EPSY 585,False,0
EPSY 586,PSYC 490,False,0
EPSY 587,EPSY 581,False,0
ESE 208,GEOL 100,False,0
ESE 208,GEOL 107,False,0
ESE 287,NRES 102,False,0
ESE 380,GGIS 379,False,0
ESE 380,ESE 379,False,1
ESL 112,ESL 111,False,0
ESL 512,ESL 511,False,0
ESL 522,ESL 521,False,0
ESL 592,ESL 515,False,0
ETMA 339,ACE 262,False,0
ETMA 339,CPSC 241,False,0
ETMA 339,ECON 202,False,0
ETMA 339,STAT 107,False,0
ETMA 339,MATH 234,False,1
ETMA 339,CS 105,False,2
EURO 599,EURO 502,False,0
EURO 599,EURO 501,False,1
FAA 330,ARCH 171,False,0
FAA 330,ARTD 225,False,0
FAA 330,ARCH 172,False,0
FAA 330,LA 280,False,0
FAA 431,FAA 430,False,0
FIN 221,ECON 102,False,0
FIN 221,ECON 103,False,0
FIN 241,ECON 102,False,0
FIN 300,FIN 221,False,0
FIN 321,FIN 300,False,0
FIN 411,FIN 300,False,0
FIN 412,FIN 300,False,0
FIN 418,FIN 300,False,0
FIN 418,FIN 321,False,0
FIN 419,FIN 321,False,0
FIN 423,FIN 300,False,0
FIN 428,FIN 300,False,0
FIN 432,FIN 300,False,0
FIN 434,FIN 300,False,0
FIN 435,FIN 300,False,0
FIN 446,FIN 300,False,0
FIN 446,FIN 241,False,0
FIN 463,FIN 391,False,0
FIN 463,FIN 300,False,1
FIN 464,ACCY 201,False,0
FIN 490,FIN 300,False,0
FIN 503,FIN 580,False,0
FIN 514,FIN 513,True,0
FIN 521,BADM 572,True,0
FIN 529,ACCY 501,False,0
FIN 537,FIN 512,True,0
FIN 537,IE 522,False,1
FIN 537,FIN 502,False,1
FIN 537,FIN 500,False,2
FIN 573,ACCY 532,False,0
FIN 573,FIN 572,False,0
FIN 589,FIN 511,True,0
FIN 593,FIN 591,False,0
FLTE 478,FLTE 471,False,0
FLTE 478,FLTE 475,False,1
FR 102,FR 101,False,0
FR 103,FR 102,False,0
FR 103,FR 102,False,0
FR 104,FR 103,False,0
FR 104,FR 103,False,0
FR 205,FR 104,False,0
FR 207,FR 104,False,0
FR 211,FR 207,False,0
FR 212,FR 207,False,0
FR 313,FR 205,False,0
FR 313,FR 212,False,0
FR 319,FR 207,False,0
FR 319,FR 212,False,1
FR 319,FR 211,False,2
FR 335,FR 212,False,0
FR 335,FR 211,False,1
FR 390,FR 205,False,0
FR 390,FR 207,False,0
FSHN 201,MATH 220,False,0
FSHN 201,PHYS 101,False,0
FSHN 232,FSHN 101,False,0
FSHN 251,FSHN 220,False,0
FSHN 260,CHEM 104,True,0
FSHN 260,CHEM 105,True,0
FSHN 260,CHEM 232,True,0
FSHN 322,FSHN 220,False,0
FSHN 329,RHET 105,False,0
FSHN 329,CMN 101,False,0
FSHN 329,FSHN 220,False,0
FSHN 340,FSHN 232,True,0
FSHN 340,FSHN 249,True,0
FSHN 340,FSHN 345,True,0
FSHN 418,CHEM 232,False,0
FSHN 418,FSHN 414,False,1
FSHN 418,FSHN 416,False,2
FSHN 423,FSHN 220,False,0
FSHN 425,ACE 100,False,0
FSHN 425,ECON 102,False,0
FSHN 425,ACE 222,False,0
FSHN 426,FSHN 120,False,0
FSHN 426,FSHN 414,False,1
FSHN 426,FSHN 220,False,2
FSHN 427,FSHN 120,False,0
FSHN 427,FSHN 414,False,1
FSHN 427,FSHN 220,False,2
FSHN 429,FSHN 420,True,0
FSHN 443,FSHN 340,True,0
FSHN 443,FSHN 442,True,0
FSHN 459,FSHN 329,True,0
FSHN 459,FSHN 420,True,0
FSHN 459,FSHN 429,True,0
FSHN 466,FSHN 471,False,0
FSHN 466,FSHN 472,False,0
FSHN 466,FSHN 414,False,1
FSHN 466,FSHN 465,True,2
FSHN 471,MCB 100,False,0
FSHN 471,MCB 250,False,0
FSHN 471,MCB 300,False,0
FSHN 472,MCB 100,True,0
FSHN 472,FSHN 471,True,0
FSHN 481,FSHN 460,False,0
FSHN 481,FSHN 414,False,1
FSHN 481,FSHN 471,False,2
FSHN 482,FSHN 481,False,0
FSHN 511,MCB 450,False,0
FSHN 511,MCB 244,False,0
FSHN 511,MCB 246,False,0
FSHN 511,FSHN 426,False,0
FSHN 511,ANSC 520,False,0
FSHN 522,MCB 244,False,0
FSHN 522,MCB 246,False,0
FSHN 522,MCB 450,True,1
FSHN 522,FSHN 420,False,2
FSHN 591,FSHN 590,False,0
GEOL 208,GEOL 100,False,0
GEOL 208,GEOL 107,False,0
GEOL 380,GEOL 100,False,0
GEOL 380,GEOL 107,False,0
GEOL 380,CHEM 103,False,1
GEOL 380,CHEM 102,False,2
GEOL 390,GEOL 208,False,0
GEOL 391,GEOL 208,False,0
GEOL 436,GEOL 432,False,0
GEOL 440,GEOL 208,False,0
GEOL 450,PHYS 102,False,0
GEOL 450,GEOL 107,False,0
GEOL 490,GEOL 208,False,0
GEOL 491,GEOL 208,False,0
GEOL 507,GEOL 411,False,0
GEOL 507,GEOL 470,False,0
GEOL 573,TAM 335,False,0
GER 211,GER 104,False,0
GER 212,GER 211,False,0
GER 299,GER 104,False,0
GER 321,GER 320,False,0
GER 420,GER 331,False,0
GER 512,TRST 501,False,0
GGIS 205,ECON 102,False,0
GGIS 205,ECON 103,False,0
GGIS 287,NRES 102,False,0
GGIS 380,GGIS 379,False,0
GGIS 380,ESE 379,False,1
GGIS 460,GGIS 103,False,0
GGIS 480,GGIS 379,False,0
GGIS 480,GGIS 380,False,0
GGIS 489,GGIS 379,False,0
GGIS 489,GGIS 380,False,0
GGIS 507,GGIS 407,False,0
GLBL 340,GLBL 240,False,0
GLBL 357,PS 240,False,0
GLBL 357,PS 241,False,0
GLBL 450,GLBL 250,False,0
GLBL 495,GLBL 494,False,0
GLBL 499,GLBL 100,False,0
GRK 102,GRK 101,False,0
GRK 202,GRK 201,False,0
GRK 401,GRK 202,False,0
GRK 493,GRK 401,False,0
GRK 520,GRK 491,False,0
GRKM 202,GRKM 201,False,0
GRKM 404,GRKM 403,False,0
GWS 215,AAS 100,False,0
GWS 215,AFRO 100,False,0
GWS 215,AIS 101,False,0
GWS 215,LLS 100,False,0
GWS 380,AFRO 100,False,0
GWS 380,GWS 100,False,0
GWS 409,CHLH 100,False,0
GWS 442,KIN 249,False,0
GWS 464,GWS 100,False,0
GWS 464,GWS 350,False,0
